country,iso3,reporter_code,year,flow,variant,total_trade_value,product_gini,product_top_1pct_share,product_top_2pct_share,product_top_5pct_share,product_top_10pct_share,product_top_200_share,product_active_count,partner_gini,partner_top_1pct_share,partner_top_2pct_share,partner_top_5pct_share,partner_top_10pct_share,partner_top_200_share,partner_active_count,top_5_partner_share,product_partner_cell_gini,product_partner_cell_top_1pct_share,product_partner_cell_top_2pct_share,product_partner_cell_top_5pct_share,product_partner_cell_top_10pct_share,product_partner_cell_top_200_share,product_partner_cell_active_count,baseline_total_trade_value,trade_share_removed
Australia,AUS,36,1991,Exports,oil_aircraft_precious,28357112488.0,0.9349360593134757,0.6337228567825682,0.7367257067460838,0.8422171937677578,0.9083918886628779,0.831486429550182,4411,0.9056682082450767,0.3435192214342074,0.4941986084066346,0.7173818536922115,0.8827556234645917,1.0,181,0.5539188873566385,0.9555438216563341,0.7334664173159943,0.810096810164334,0.8916339724539869,0.9402630261202778,0.6205773144725835,49254,40402340973.0,0.298131944707104
Australia,AUS,36,1991,Exports,full_exclusion,28138137229.0,0.9355591319020298,0.6353595564447875,0.7394373848086971,0.8437176024407255,0.909152766503483,0.8341023335692255,4380,0.9066468190885515,0.34579080846091215,0.4957922237518277,0.6920028169431173,0.8729518773788763,1.0,180,0.55597182360305,0.9558027395438533,0.7355884081647003,0.8115157556864157,0.892378663684994,0.9406202152117594,0.6246436809571507,48883,40402340973.0,0.30355181033187906
Australia,AUS,36,1992,Exports,baseline,41744401043.0,0.9466655457696345,0.6804939648250974,0.7770540585930715,0.8713193673693693,0.9266484283522026,0.8599359055127598,4523,0.9109599911278141,0.34742586604753745,0.4796824186164189,0.7331868983692679,0.8822429466903491,1.0,189,0.5381651974802296,0.9642532027190147,0.7786561131998945,0.8444640205686038,0.9129518602924275,0.952839440408497,0.6659365970388395,53898,41744401043.0,0.0
Australia,AUS,36,1992,Exports,oil_only,33225021923.0,0.9363997608429917,0.6316991520318883,0.7371672243516311,0.8443316874557236,0.9104367774415207,0.8319974102368931,4482,0.911367768874549,0.31574558193858865,0.46846199903408864,0.7418350600075239,0.8931335574366598,1.0,189,0.5292389884873937,0.9573683050966786,0.7440574619120621,0.8156439927354928,0.894757792181337,0.9423596254522176,0.6278963939090251,53524,41744401043.0,0.20408435400053704
Australia,AUS,36,1992,Exports,oil_aircraft,32851767193.0,0.9364158859463187,0.6333360712306932,0.7380074693566577,0.8440407155602967,0.9101700354607161,0.8322358551483237,4467,0.9108485672364923,0.31863008466194204,0.4678365084504451,0.7412125844234184,0.8925445493004653,1.0,188,0.5286377593014376,0.9574184026982515,0.745339242943904,0.8161735133905739,0.8949166088168437,0.942372830877622,0.630579463969112,53323,41744401043.0,0.21302578616087675
Australia,AUS,36,1992,Exports,oil_aircraft_precious,29181790885.0,0.9306438297198327,0.604399676000214,0.7156995646465102,0.8297509748260948,0.9016548945433237,0.818080973853843,4421,0.9085119970020168,0.3341675210212171,0.48736957659821156,0.7204966339062984,0.8857617184244311,1.0,188,0.5411770142632903,0.9532829162967422,0.7219476091108998,0.7985210946041634,0.8844997319293209,0.9364802317203638,0.601502547330724,52800,41744401043.0,0.3009412003554567
Australia,AUS,36,1992,Exports,full_exclusion,28881841762.0,0.9313156156066442,0.6063537274842854,0.7188095086205604,0.8313849293223615,0.9025960555015107,0.820849446007016,4388,0.9098631710906138,0.33706255647478744,0.4912322854585689,0.7220962265100301,0.8878675960595757,1.0,188,0.5455957500166294,0.953611394537095,0.7251667370657897,0.8004669946782184,0.8853742077710647,0.9368950107815496,0.6074059923034905,52429,41744401043.0,0.3081265740943452
Australia,AUS,36,1993,Exports,baseline,41559128398.0,0.9420091167877824,0.6624570316860859,0.759473795449448,0.8573059664724492,0.9184039924388021,0.8439467381536301,4570,0.916007948484759,0.3553766163370922,0.4828807689808471,0.7425150388496846,0.8925460587807971,1.0,198,0.5389517809299846,0.9622895809329504,0.7657973935163567,0.8340954933421605,0.9073951856462609,0.9499772671579887,0.6438316538728869,57172,41559128398.0,0.0
Australia,AUS,36,1993,Exports,oil_only,33417902504.0,0.9311128846474652,0.6150917144647134,0.7177822221226743,0.8286190120006941,0.9010901874046595,0.8139503896973844,4529,0.9166895552526653,0.33014246545483905,0.4723219153299855,0.7516241201252384,0.9061035226066503,1.0,198,0.529442121176882,0.9552527802015094,0.7297958523902216,0.804602985085063,0.8887248703429277,0.9392825714074325,0.6025583527748268,56778,41559128398.0,0.19589501050247704
Australia,AUS,36,1993,Exports,oil_aircraft,33009212436.0,0.9312209837626351,0.6180528064265508,0.7200002649587601,0.8288112603729617,0.9010941339382157,0.8147729929681137,4515,0.9165573515408025,0.33351637238680104,0.4710254475821145,0.7504350358563641,0.9056712394445326,1.0,198,0.5288509082683042,0.9552488769110317,0.7307662828299537,0.8048692604378742,0.8887318954633905,0.9392049039070264,0.605747766650533,56566,41559128398.0,0.20572895273740766
Australia,AUS,36,1993,Exports,oil_aircraft_precious,29500865538.0,0.9251721275693527,0.5837699752509546,0.696282262720098,0.8134633263925221,0.8917329444152798,0.7993313025892549,4470,0.915052967753657,0.3450680902188247,0.4975740242974291,0.7366258238765306,0.9008006120284701,1.0,198,0.5514124748999762,0.9511914005544371,0.7085090368306874,0.7877303028301407,0.8784162253348189,0.9333555911616386,0.5769230722087433,56001,41559128398.0,0.29014715478441777
Australia,AUS,36,1993,Exports,full_exclusion,29178280235.0,0.925784929615348,0.5900702858884582,0.6999869825946923,0.8158202980532858,0.8925451537668392,0.8030865185430625,4438,0.9163364493774389,0.3487530851387753,0.5022702525634304,0.7380391932821534,0.9033245110650368,1.0,198,0.5567009496850149,0.9513142215874737,0.7104381862826399,0.7887095053119397,0.8786507966034003,0.9333588563705835,0.5824949610845356,55610,41559128398.0,0.297909235353353
Australia,AUS,36,1994,Exports,baseline,47253810043.0,0.9384789841886174,0.6490898933670985,0.7484720080733321,0.8493080663015269,0.9121902945133062,0.8357617639945275,4549,0.9222949241474145,0.4325534570312997,0.5551317500563305,0.7721616364224821,0.9143485226415186,0.9999997611409537,207,0.5551317500563305,0.9611353884650018,0.7592617953208798,0.8294326448879867,0.9043827430235052,0.9479594065375415,0.6323146330806018,59793,47253810043.0,0.0
Australia,AUS,36,1994,Exports,oil_only,39437176014.0,0.9292362240966963,0.6106260928635264,0.715359616519828,0.8249431028340061,0.8971075599439599,0.8108370531817055,4508,0.9215784921611829,0.41236771046250503,0.5389572947478439,0.7742409524749091,0.9188253926228502,0.9999997137979657,207,0.5389572947478439,0.955331400336265,0.7299295677454437,0.804833891370222,0.8888254929956557,0.939056771632259,0.5992034917158153,59390,47253810043.0,0.1654180693977274
Australia,AUS,36,1994,Exports,oil_aircraft,39048492351.0,0.9291460345217073,0.6080557602473465,0.7138317879073293,0.824506054128758,0.8970153365243302,0.8108542897992103,4494,0.9216069897421602,0.4142985074963003,0.5387105535576789,0.7738876785399401,0.9186591392197845,0.9999997109491475,207,0.5387105535576789,0.955351185436949,0.730557047006437,0.8051990660068289,0.8889102471356001,0.9390220483649729,0.6013128627077119,59168,47253810043.0,0.17364351540189726
Australia,AUS,36,1994,Exports,oil_aircraft_precious,35169391705.0,0.9235141179228228,0.5815451279782093,0.693343751564895,0.8104047114908722,0.8879277699466255,0.7970668113948262,4448,0.9189473548069882,0.4270224497759763,0.5492495560920877,0.7604693888463716,0.9119879547544196,0.9999997713352546,206,0.5492495560920877,0.9515886070769701,0.7094946189658585,0.7890947708104524,0.8793070993207842,0.9335807980532145,0.5742314528041395,58571,47253810043.0,0.25573426411549516
Australia,AUS,36,1994,Exports,full_exclusion,34954142888.0,0.9238033098131562,0.5850984839059287,0.6955153628826695,0.8107651616521022,0.8883449064534247,0.7985863518222052,4416,0.9196959872965957,0.4291839577376737,0.5519910712393378,0.7616845128003472,0.9134429666407674,0.9999997762496988,206,0.5519910712393378,0.9517711188482167,0.7107636195401937,0.7900585665764015,0.879806166025535,0.9338401422283503,0.5771841361593281,58171,47253810043.0,0.26028942732464444
Australia,AUS,36,1995,Exports,baseline,52628461303.0,0.9346178132410712,0.6360886763393125,0.7370630043061663,0.8378423839932115,0.905715673893032,0.8235502072056465,4564,0.9199089905469018,0.4220741048671658,0.5445686200095364,0.7666035666465549,0.9098103185523033,0.9999995297031419,204,0.5445686200095364,0.9594031974878217,0.7481568865619777,0.8202443106680618,0.8994554394905259,0.9454117444844196,0.614002036558838,61701,52628461303.0,0.0
Australia,AUS,36,1995,Exports,oil_only,43750908639.0,0.9245137196275162,0.5947428307535773,0.6987354282454677,0.8110780675162471,0.8893014182868249,0.7958492301108891,4525,0.918280920154865,0.3906611518866654,0.5229466033901998,0.763019907322387,0.9139648324779105,0.9999994342746066,204,0.5229466033901998,0.9531951917542774,0.7162706436927677,0.7940501647554822,0.8828302454173402,0.9358445593402388,0.5778836109580257,61266,52628461303.0,0.16868349262367566
Australia,AUS,36,1995,Exports,oil_aircraft,43267908663.0,0.9244062636611583,0.5960551170353662,0.6992920930766826,0.8107715933587183,0.8889957376630233,0.7960978880048256,4511,0.9183371707225647,0.3927842177991148,0.5259758283501487,0.7626030099119699,0.9134257757134621,0.99999942795941,204,0.5259758283501487,0.9531619444265409,0.716772044508834,0.7941070157010376,0.8827560669384045,0.9357238189009532,0.5798485261538512,61022,52628461303.0,0.1778610358016759
Australia,AUS,36,1995,Exports,oil_aircraft_precious,39006747945.0,0.9182753923183005,0.5613649176002847,0.6752597621349846,0.795244169386754,0.8792875327971666,0.7806643450496448,4466,0.9159774754979031,0.40890772085101595,0.5241138156102185,0.7506527040471536,0.9095538791909918,0.9999993654687637,204,0.5241138156102185,0.9492539282266899,0.693969617697131,0.7771338043546301,0.8729490105151088,0.9301507641744011,0.5492779697556507,60390,52628461303.0,0.2588278855346948
Australia,AUS,36,1995,Exports,full_exclusion,38709465107.0,0.9187148415341211,0.5656761152723928,0.6770180535060112,0.7963674751068939,0.8800296636968975,0.7831013789833611,4433,0.9168420920170719,0.4104101419920455,0.5256398493432172,0.7519333623066898,0.9110565814205116,0.9999993605956597,204,0.5256398493432172,0.9493980739866279,0.6956904154723174,0.7781054149609848,0.8733053585358601,0.9302605435250041,0.5532222272461069,60010,52628461303.0,0.2644765940593169
Australia,AUS,36,1996,Exports,baseline,59770352449.0,0.9348073519916,0.6451631152903661,0.7435743166969325,0.839381463005567,0.9047839144523028,0.8241672365748978,4675,0.9170911250932203,0.34109644184206406,0.502133003124062,0.7353542073305167,0.901703247324614,1.0,198,0.5519980409878276,0.9598316985327109,0.7527099924228857,0.8228200836688025,0.8997607346031261,0.9455355613340629,0.6182911345475643,65015,59770352449.0,0.0
Australia,AUS,36,1996,Exports,oil_only,49585655693.0,0.9246365729507717,0.6070840000861295,0.7056132869679748,0.812032393668321,0.8876997626798327,0.795509485691213,4636,0.9155150470159976,0.311141551692297,0.4794507196030919,0.7277571394925468,0.9024312977334898,1.0,198,0.5349667037829403,0.9535943054177807,0.721114463714711,0.796407413658036,0.8829261702629957,0.9358313098509822,0.5857662867832232,64562,59770352449.0,0.1703971340087086
Australia,AUS,36,1996,Exports,oil_aircraft,49087241319.0,0.9246450834288364,0.6085572497315593,0.7060225586681232,0.8125174222932379,0.8876509441799622,0.7959798287111397,4622,0.9156943360843328,0.31403525983101704,0.48228950513127533,0.7292707076032781,0.902701356591589,1.0,198,0.5352906340823329,0.9536114800889213,0.7217877666978615,0.7966194162527571,0.8830141162205164,0.9358329069354153,0.5876928159707732,64323,59770352449.0,0.17873595674570486
Australia,AUS,36,1996,Exports,oil_aircraft_precious,44540876693.0,0.918893689430293,0.5787172037197692,0.6846940509097087,0.7974284444334253,0.8782682608074456,0.7812761814917067,4576,0.9136484576571686,0.3331040351150459,0.476246447554404,0.7184655706839569,0.8991263339298816,1.0,198,0.5249230750923782,0.949944079527949,0.7007483389949807,0.7806007703809792,0.8736184612889609,0.9305448006710163,0.5594642496319847,63692,59770352449.0,0.2547998318898118
Australia,AUS,36,1996,Exports,full_exclusion,44105918379.0,0.9190008329437782,0.5813261345263779,0.6846664674457384,0.7980653072345812,0.878455655498777,0.7824510571450083,4542,0.9146151480260816,0.3362638437444155,0.4799548390331002,0.7232389437148194,0.9007120580650907,1.0,198,0.5291041386661429,0.9499400841216517,0.7014771198309526,0.780830794431376,0.8735811456846391,0.9304539477753972,0.5617192202667319,63291,59770352449.0,0.26207699014935415
Australia,AUS,36,1997,Exports,baseline,62402367203.0,0.9379931037598144,0.6564159550509929,0.75419005564163,0.8480500119786457,0.9111737993373187,0.8323395205511207,4702,0.9182287204146395,0.4153396317752827,0.5441236226110286,0.7700339453739489,0.9083289927865912,0.9999999220221889,203,0.5441236226110286,0.9622787504018775,0.7623279024375379,0.8315587283603133,0.9063204726034982,0.9497241376309652,0.6254340800732268,66569,62402367203.0,0.0
Australia,AUS,36,1997,Exports,oil_only,51296893967.0,0.9277233661267414,0.6147974725777415,0.7153893199188209,0.8203023662031073,0.8940269677634457,0.8034518122581439,4659,0.9168170221794858,0.3934063437053793,0.5268104340271508,0.7673251845096456,0.9099740536537971,0.9999999051404554,203,0.5268104340271508,0.9561154427672998,0.7294829061789382,0.80470498152491,0.8897247997385752,0.9403204710412013,0.5907358583054616,66124,62402367203.0,0.1779655762075978
Australia,AUS,36,1997,Exports,oil_aircraft,50808511730.0,0.9278774736102968,0.6169448223670692,0.7152466033470255,0.8210315878504477,0.894229661408742,0.8042300626545039,4645,0.9168080511399475,0.3958012609947392,0.5259910550621436,0.7679128997585382,0.9094261744674803,0.9999999042286453,203,0.5259910550621436,0.9561091720608148,0.730135713502821,0.8048308383505568,0.8896951627163908,0.9402283939718933,0.592792088047252,65880,62402367203.0,0.18579191772139414
Australia,AUS,36,1997,Exports,oil_aircraft_precious,46718600200.0,0.9235855795195216,0.5928906653115005,0.6984474011059946,0.8095479762255376,0.8873228129382181,0.7933057551668682,4599,0.9159846185664962,0.42201346443594856,0.5349014021828505,0.7568455910414884,0.907140986878284,0.9999998958444821,203,0.5349014021828505,0.9532798827943385,0.7137594514443522,0.7924937580428619,0.8824575474759194,0.9361621988622852,0.5707657183401655,65260,62402367203.0,0.2513328853692268
