country,iso3,reporter_code,year,population,population_quartile,is_bottom_population_quartile,world_relative_product_gini,active_product_gini,driver_rank,product_id,country_product_exports,country_share,leave_one_out_product_exports,leave_one_out_world_weight,world_weight_percentile,relative_intensity,loo_gini_contribution,positive_loo_gini_contribution,driver_bucket,representative_classification_code,representative_cmd_code,product_description,product_label
Austria,AUT,40,2000,8011566.0,2,False,0.7021535611926066,0.8693647084191058,7,HS1992:870422,700246277.0,0.012249150600504214,7871441399.614,0.0013665512768600992,0.9807348560079444,8.963549928875608,0.0015242321469195463,0.0015242321469195463,overweight_large_world_product,H0,870422,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes","870422 - Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes"
Austria,AUT,40,2000,8011566.0,2,False,0.7021535611926066,0.8693647084191058,8,HS1992:710239,2621260.0,4.58527371836033e-05,28900561225.612,0.005017390950375399,0.9960278053624627,0.009138761088603753,0.00143469069286295,0.00143469069286295,underweight_large_world_product,H0,710239,Non-industrial :-- Other,710239 - Non-industrial :-- Other
Austria,AUT,40,2000,8011566.0,2,False,0.7021535611926066,0.8693647084191058,9,HS1992:481011,571055339.0,0.009989261033419228,6110184680.207,0.0010607816602683918,0.972591857000993,9.416887006598335,0.0013120926659802024,0.0013120926659802024,overweight_large_world_product,H0,481011,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical process or of which not more than 10% by weight of the total fibre..:--Weighing not more than 150g/m2","481011 - Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical process or of which not more than 10% by weight of the total fibre..:--Weighing not more than 150g/m2"
Austria,AUT,40,2000,8011566.0,2,False,0.7021535611926066,0.8693647084191058,10,HS1992:870322,10408162.0,0.00018206615015311982,28115859430.18,0.004881159835124437,0.9958291956305859,0.03729977224736349,0.0012111478693070943,0.0012111478693070943,underweight_large_world_product,H0,870322,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","870322 - Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc"
Austria,AUT,40,2000,8011566.0,2,False,0.7021535611926066,0.8693647084191058,11,HS1992:300210,478841144.0,0.008376192033040577,4819786224.224,0.0008367571686716758,0.9644488579940417,10.01030208840338,0.0011714912632165841,0.0011714912632165841,overweight_large_world_product,H0,300210,"Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes"
Austria,AUT,40,2000,8011566.0,2,False,0.7021535611926066,0.8693647084191058,12,HS1992:701810,228855870.0,0.004003291569716428,361021307.83000004,6.267646599172835e-05,0.5888778550148958,63.872324426280784,0.0010904748960267607,0.0010904748960267607,overweight_mid_world_product,H0,701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares","701810 - Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares"
Austria,AUT,40,2000,8011566.0,2,False,0.7021535611926066,0.8693647084191058,13,HS1992:271111,0.0,0.0,19140874059.034,0.003323023644293909,0.994240317775571,0.0,0.0009930506894467728,0.0009930506894467728,missing_large_world_product,H0,271111,Liquefied :-- Natural gas,271111 - Liquefied :-- Natural gas
Austria,AUT,40,2000,8011566.0,2,False,0.7021535611926066,0.8693647084191058,14,HS1992:950611,211976490.0,0.00370802678294893,464769822.91999996,8.068811831445683e-05,0.6500496524329692,45.95505336359499,0.0009716763417972896,0.0009716763417972896,overweight_mid_world_product,H0,950611,Snow-skis and other snow-ski equipment :-- Skis,950611 - Snow-skis and other snow-ski equipment :-- Skis
Austria,AUT,40,2000,8011566.0,2,False,0.7021535611926066,0.8693647084191058,15,HS1992:440710,961714852.0,0.016822924225114617,15971434991.32,0.002772781219173747,0.9926514399205562,6.067166103399831,0.0009470092558718779,0.0009470092558718779,overweight_large_world_product,H0,440710,Coniferous,440710 - Coniferous
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,1,HS1992:270900,0.0,0.0,306070089539.805,0.05261693280823923,1.0,0.0,0.0011684224608160543,0.0011684224608160543,missing_large_world_product,H0,270900,"Petroleum oils and oils obtained from bituminous minerals, crude.","270900 - Petroleum oils and oils obtained from bituminous minerals, crude."
