product_id,classification_code,cmd_code,product_label,primary_strict,primary_broad,primary_strict_rule,primary_broad_rule
HS1992:850890,H0,850890,Parts,False,False,not_primary_strict,not_primary_broad
HS1992:851680,H0,851680,Electric heating resistors,False,False,not_primary_strict,not_primary_broad
HS1992:852190,H0,852190,Other,False,False,not_primary_strict,not_primary_broad
HS1992:852790,H0,852790,Other apparatus,False,False,not_primary_strict,not_primary_broad
HS1992:852910,H0,852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,False,False,not_primary_strict,not_primary_broad
HS1992:852990,H0,852990,Other,False,False,not_primary_strict,not_primary_broad
HS1992:853190,H0,853190,Parts,False,False,not_primary_strict,not_primary_broad
HS1992:853339,H0,853339,"Wirewound variable resistors, including rheostats and potentiometers :-- Other",False,False,not_primary_strict,not_primary_broad
HS1992:853390,H0,853390,Parts,False,False,not_primary_strict,not_primary_broad
HS1992:853690,H0,853690,Other apparatus,False,False,not_primary_strict,not_primary_broad
HS1992:853720,H0,853720,"For a voltage exceeding 1,000 V",False,False,not_primary_strict,not_primary_broad
HS1992:853810,H0,853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading No. 85.37, not equipped with their apparatus",False,False,not_primary_strict,not_primary_broad
HS1992:853890,H0,853890,Other,False,False,not_primary_strict,not_primary_broad
HS1992:854390,H0,854390,Parts,False,False,not_primary_strict,not_primary_broad
HS1992:854420,H0,854420,Co-axial cable and other co-axial electric conductors,False,False,not_primary_strict,not_primary_broad
HS1992:854441,H0,854441,"Other electric conductors, for a voltage not exceeding 80 V :-- Fitted with connectors",False,False,not_primary_strict,not_primary_broad
HS1992:854449,H0,854449,"Other electric conductors, for a voltage not exceeding 80 V :-- Other",False,False,not_primary_strict,not_primary_broad
HS1992:860800,H0,860800,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfi",False,False,not_primary_strict,not_primary_broad
HS1992:870332,H0,870332,"Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",False,False,not_primary_strict,not_primary_broad
HS1992:870333,H0,870333,"Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- Of a cylinder capacity exceeding 2,500 cc",False,False,not_primary_strict,not_primary_broad
HS1992:870421,H0,870421,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes",False,False,not_primary_strict,not_primary_broad
HS1992:870423,H0,870423,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. exceeding 20 tonnes",False,False,not_primary_strict,not_primary_broad
HS1992:870790,H0,870790,Other,False,False,not_primary_strict,not_primary_broad
HS1992:870829,H0,870829,Other parts and accessories of bodies (including cabs) :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:870880,H0,870880,Suspension shock-absorbers,False,False,not_primary_strict,not_primary_broad
HS1992:870894,H0,870894,"Other parts and accessories :-- Steering wheels, steering columns and steering boxes",False,False,not_primary_strict,not_primary_broad
HS1992:870919,H0,870919,Vehicles :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:880520,H0,880520,Ground flying trainers and parts thereof,False,False,not_primary_strict,not_primary_broad
HS1992:890120,H0,890120,Tankers,False,False,not_primary_strict,not_primary_broad
HS1992:901510,H0,901510,Rangefinders,False,False,not_primary_strict,not_primary_broad
HS1992:901520,H0,901520,Theodolites and tacheometers,False,False,not_primary_strict,not_primary_broad
HS1992:901590,H0,901590,Parts and accessories,False,False,not_primary_strict,not_primary_broad
HS1992:902710,H0,902710,Gas or smoke analysis apparatus,False,False,not_primary_strict,not_primary_broad
HS1992:902730,H0,902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations (UV, visible, IR)",False,False,not_primary_strict,not_primary_broad
HS1992:903190,H0,903190,Parts and accessories,False,False,not_primary_strict,not_primary_broad
HS1992:930390,H0,930390,Other,False,False,not_primary_strict,not_primary_broad
HS1992:930529,H0,930529,Of shotguns or rifles of heading No. 93.03 :- Other,False,False,not_primary_strict,not_primary_broad
HS1992:940290,H0,940290,Other,False,False,not_primary_strict,not_primary_broad
HS1992:940520,H0,940520,"Electric table, desk, bedside or floor-standing lamps",False,False,not_primary_strict,not_primary_broad
HS1992:950210,H0,950210,"Dolls, whether or not dressed",False,False,not_primary_strict,not_primary_broad
HS1992:950350,H0,950350,Toy musical instruments and apparatus,False,False,not_primary_strict,not_primary_broad
HS1992:950662,H0,950662,"Balls, other than golf balls and table-tennis balls :-- Inflatable",False,False,not_primary_strict,not_primary_broad
HS1992:950699,H0,950699,Other :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:960321,H0,960321,"Tooth brushes, shaving brushes, hair brushes, nail brushes, eyelash brushes and other toilet brushes for use on the person, including such brushes constituting parts of appliances :-- Tooth brushes, including dental-plate",False,False,not_primary_strict,not_primary_broad
HS1992:960621,H0,960621,"Buttons :-- Of plastics, not covered with textile material",False,False,not_primary_strict,not_primary_broad
HS1992:960850,H0,960850,Sets of articles from two or more of the foregoing subheadings,False,False,not_primary_strict,not_primary_broad
HS1992:970200,H0,970200,"Original engravings, prints and lithographs.",False,False,not_primary_strict,not_primary_broad
HS1992:970300,H0,970300,"Original sculptures and statuary, in any material.",False,False,not_primary_strict,not_primary_broad
HS1992:010290,H0,010290,Other,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:020220,H0,020220,Other cuts with bone in,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:020230,H0,020230,Boneless,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:030371,H0,030371,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:030380,H0,030380,Livers and roes,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:040899,H0,040899,Other,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:060310,H0,060310,Fresh,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:070310,H0,070310,Onions and shallots,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:070410,H0,070410,Cauliflowers and headed broccoli,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:070490,H0,070490,Other,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:070690,H0,070690,Other,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:070700,H0,070700,"Cucumbers and gherkins, fresh or chilled.",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:071310,H0,071310,Peas (Pisum sativum),True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:080231,H0,080231,Walnuts :-- In shell,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:091030,H0,091030,Turmeric (curcuma),True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:100630,H0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:120600,H0,120600,"Sunflower seeds, whether or not broken.",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:120710,H0,120710,Palm nuts and kernels,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:120890,H0,120890,Other,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:140190,H0,140190,Other,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:151219,H0,151219,Sunflower-seed or safflower oil and fractions thereof :-- Other,False,True,not_primary_strict,broad_first_stage_food_inputs_hs11_15_23
HS1992:190110,H0,190110,"Preparations for infant use, put up for retail sale",False,False,not_primary_strict,not_primary_broad
HS1992:190190,H0,190190,Other,False,False,not_primary_strict,not_primary_broad
HS1992:200510,H0,200510,Homogenised vegetables,False,False,not_primary_strict,not_primary_broad
HS1992:210110,H0,210110,"Coffee extracts, essences, concentrates, preparations",False,False,not_primary_strict,not_primary_broad
HS1992:210120,H0,210120,"Extracts, essences and concentrates, of tea or maté, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or maté",False,False,not_primary_strict,not_primary_broad
HS1992:210500,H0,210500,"Ice cream and other edible ice, whether or not containing cocoa.",False,False,not_primary_strict,not_primary_broad
HS1992:220410,H0,220410,Sparkling wine,False,False,not_primary_strict,not_primary_broad
HS1992:220590,H0,220590,Other,False,False,not_primary_strict,not_primary_broad
HS1992:230610,H0,230610,Of cotton seeds,False,True,not_primary_strict,broad_first_stage_food_inputs_hs11_15_23
HS1992:240290,H0,240290,Other,False,False,not_primary_strict,not_primary_broad
HS1992:250310,H0,250310,"Sulphur, crude or unrefined",True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:250390,H0,250390,"refined sulphur, not sublimate, precipitate, colloida",True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:251200,H0,251200,"Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less.",True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:251321,H0,251321,"Emery & natural abrasives nes, crude, irregular piece",True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:251329,H0,251329,"Emery, natural corundum/garnet, including heat treate",True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:251741,H0,251741,"Granules, chippings and powder, of stones of heading No. 25.15 or 25.16, whether or not heat-treated :-- Of marble",True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:252520,H0,252520,Mica powder,True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:260600,H0,260600,Aluminium ores and concentrates.,True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:271121,H0,271121,In gaseous state :-- Natural gas,True,True,strict_raw_fuels_coal_crude_gas,strict_raw_fuels_coal_crude_gas
HS1992:271129,H0,271129,In gaseous state :-- Other,True,True,strict_raw_fuels_coal_crude_gas,strict_raw_fuels_coal_crude_gas
HS1992:284020,H0,284020,Other borates,False,False,not_primary_strict,not_primary_broad
HS1992:285100,H0,285100,"Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals",False,False,not_primary_strict,not_primary_broad
HS1992:310290,H0,310290,"Other, including mixtures not specified in the foregoing subheadings",False,False,not_primary_strict,not_primary_broad
HS1992:310540,H0,310540,Ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate),False,False,not_primary_strict,not_primary_broad
HS1992:310559,H0,310559,Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:320411,H0,320411,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter :-- Disperse dyes and preparations based thereon,False,False,not_primary_strict,not_primary_broad
HS1992:321210,H0,321210,Stamping foils,False,False,not_primary_strict,not_primary_broad
HS1992:330114,H0,330114,Essential oils of citrus fruit :-- Of lime,False,False,not_primary_strict,not_primary_broad
HS1992:330730,H0,330730,Perfumed bath salts and other bath preparations,False,False,not_primary_strict,not_primary_broad
HS1992:330790,H0,330790,Other,False,False,not_primary_strict,not_primary_broad
HS1992:340410,H0,340410,Of chemically modified lignite,False,False,not_primary_strict,not_primary_broad
HS1992:370120,H0,370120,Instant print film,False,False,not_primary_strict,not_primary_broad
HS1992:370590,H0,370590,Other,False,False,not_primary_strict,not_primary_broad
HS1992:380810,H0,380810,Insecticides,False,False,not_primary_strict,not_primary_broad
HS1992:380830,H0,380830,"Herbicides, anti-sprouting products and plant-growth regulators",False,False,not_primary_strict,not_primary_broad
HS1992:382200,H0,382200,"Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading No. 30.02 or 30.06.",False,False,not_primary_strict,not_primary_broad
HS1992:382340,H0,382340,"Prepared additives for cements, mortars or concretes",False,False,not_primary_strict,not_primary_broad
HS1992:382360,H0,382360,Sorbitol except D-glucitol,False,False,not_primary_strict,not_primary_broad
HS1992:390422,H0,390422,Other polyvinyl chloride :-- Plasticised,False,False,not_primary_strict,not_primary_broad
HS1992:390720,H0,390720,Other polyethers,False,False,not_primary_strict,not_primary_broad
HS1992:391510,H0,391510,Of polymers of ethylene,False,False,not_primary_strict,not_primary_broad
HS1992:391710,H0,391710,Artificial guts (sausage casings) of hardened protein or of cellulosic materials,False,False,not_primary_strict,not_primary_broad
HS1992:391732,H0,391732,"Tubes, pipes and hoses, rigid :-- Other, not reinforced or otherwise combined with other materials, without fittings",False,False,not_primary_strict,not_primary_broad
HS1992:392059,H0,392059,Of acrylic polymers :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:392290,H0,392290,Other,False,False,not_primary_strict,not_primary_broad
HS1992:392321,H0,392321,Sacks and bags (including cones) :-- Of polymers of ethylene,False,False,not_primary_strict,not_primary_broad
HS1992:392340,H0,392340,"Spools, cops, bobbins and similar supports",False,False,not_primary_strict,not_primary_broad
HS1992:400129,H0,400129,Natural rubber in other forms :-- Other,True,True,strict_natural_rubber_hs4001,strict_natural_rubber_hs4001
HS1992:400251,H0,400251,Acrylonitrile-butadiene rubber (NBR) :-- Latex,False,False,not_primary_strict,not_primary_broad
HS1992:400829,H0,400829,Of non-cellular rubber :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:401210,H0,401210,Retreaded tyres,False,False,not_primary_strict,not_primary_broad
HS1992:401699,H0,401699,Other,False,False,not_primary_strict,not_primary_broad
HS1992:410520,H0,410520,Parchment-dressed or prepared after tanning,False,False,not_primary_strict,not_primary_broad
HS1992:420310,H0,420310,Articles of apparel,False,False,not_primary_strict,not_primary_broad
HS1992:420330,H0,420330,Belts and bandoliers,False,False,not_primary_strict,not_primary_broad
HS1992:441090,H0,441090,Of other ligneous materials,False,False,not_primary_strict,not_primary_broad
HS1992:441229,H0,441229,"Other, with at least one outer ply of non-coniferous wood :-- Other",False,False,not_primary_strict,not_primary_broad
HS1992:450410,H0,450410,"Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including discs",False,False,not_primary_strict,not_primary_broad
HS1992:480451,H0,480451,Other kraft paper and paperboard weighing 225 g/m2 or more :-- Unbleached,False,False,not_primary_strict,not_primary_broad
HS1992:480820,H0,480820,"Sack kraft paper, creped or crinkled, whether or not embossed or perforated",False,False,not_primary_strict,not_primary_broad
HS1992:481091,H0,481091,Other paper and paperboard :-- Multi-ply,False,False,not_primary_strict,not_primary_broad
HS1992:481410,H0,481410,Ingrain paper,False,False,not_primary_strict,not_primary_broad
HS1992:481720,H0,481720,"Letter cards, plain postcards and correspondence cards",False,False,not_primary_strict,not_primary_broad
HS1992:481830,H0,481830,Tablecloths and serviettes,False,False,not_primary_strict,not_primary_broad
HS1992:481890,H0,481890,Other,False,False,not_primary_strict,not_primary_broad
HS1992:482110,H0,482110,Printed,False,False,not_primary_strict,not_primary_broad
HS1992:482351,H0,482351,"Other paper and paperboard, of a kind used for writing, printing or other graphic purposes :-- Printed, embossed or perforated",False,False,not_primary_strict,not_primary_broad
HS1992:500390,H0,500390,Other,True,True,strict_raw_textile_fibers,strict_raw_textile_fibers
HS1992:510820,H0,510820,Combed,False,False,not_primary_strict,not_primary_broad
HS1992:520291,H0,520291,Other :-- Garnetted stock,True,True,strict_raw_textile_fibers,strict_raw_textile_fibers
HS1992:520642,H0,520642,"Multiple (folded) or cabled yarn, of combed fibres :-- Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single",False,False,not_primary_strict,not_primary_broad
HS1992:520645,H0,520645,"Multiple (folded) or cabled yarn, of combed fibres :-- Measuring per single yarn less than 125 decitex     (exceeding 80 metric number per single yarn)",False,False,not_primary_strict,not_primary_broad
HS1992:520939,H0,520939,Dyed :-- Other fabrics,False,False,not_primary_strict,not_primary_broad
HS1992:521019,H0,521019,Unbleached :-- Other fabrics,False,False,not_primary_strict,not_primary_broad
HS1992:521132,H0,521132,"Dyed :-- 3-thread or 4-thread twill, including cross twill",False,False,not_primary_strict,not_primary_broad
HS1992:540220,H0,540220,High tenacity yarn of polyesters,False,False,not_primary_strict,not_primary_broad
HS1992:540794,H0,540794,Other woven fabrics :-- Printed,False,False,not_primary_strict,not_primary_broad
HS1992:550911,H0,550911,Containing 85 % or more by weight of staple fibres of nylon or other polyamides :-- Single yarn,False,False,not_primary_strict,not_primary_broad
HS1992:551614,H0,551614,Containing 85 % or more by weight of artificial staple fibres :-- Printed,False,False,not_primary_strict,not_primary_broad
HS1992:560121,H0,560121,Wadding; other articles of wadding :-- Of cotton,False,False,not_primary_strict,not_primary_broad
HS1992:560129,H0,560129,Wadding; other articles of wadding :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:560300,H0,560300,Nonwovens textiles except felt,False,False,not_primary_strict,not_primary_broad
HS1992:570310,H0,570310,Of wool or fine animal hair,False,False,not_primary_strict,not_primary_broad
HS1992:580421,H0,580421,Mechanically made lace :-- Of man-made fibres,False,False,not_primary_strict,not_primary_broad
HS1992:580429,H0,580429,Mechanically made lace :-- Of other textile materials,False,False,not_primary_strict,not_primary_broad
HS1992:580500,H0,580500,"Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up.",False,False,not_primary_strict,not_primary_broad
HS1992:580631,H0,580631,Other woven fabrics :-- Of cotton,False,False,not_primary_strict,not_primary_broad
HS1992:580632,H0,580632,Other woven fabrics :-- Of man-made fibres,False,False,not_primary_strict,not_primary_broad
HS1992:600110,H0,600110,Long pile fabrics,False,False,not_primary_strict,not_primary_broad
HS1992:600122,H0,600122,Looped pile fabrics :-- Of man-made fibres,False,False,not_primary_strict,not_primary_broad
HS1992:600192,H0,600192,Other :-- Of man-made fibres,False,False,not_primary_strict,not_primary_broad
HS1992:600220,H0,600220,"Other, of a width not exceeding 30 cm",False,False,not_primary_strict,not_primary_broad
HS1992:600293,H0,600293,Other :-- Of man-made fibres,False,False,not_primary_strict,not_primary_broad
HS1992:610120,H0,610120,Of cotton,False,False,not_primary_strict,not_primary_broad
HS1992:610130,H0,610130,Of man-made fibres,False,False,not_primary_strict,not_primary_broad
HS1992:610322,H0,610322,Suits :-- Of cotton,False,False,not_primary_strict,not_primary_broad
HS1992:610323,H0,610323,Suits :-- Of synthetic fibres,False,False,not_primary_strict,not_primary_broad
HS1992:610441,H0,610441,Dresses :-- Of wool or fine animal hair,False,False,not_primary_strict,not_primary_broad
HS1992:611410,H0,611410,Of wool or fine animal hair,False,False,not_primary_strict,not_primary_broad
HS1992:620191,H0,620191,Other :-- Of wool or fine animal hair,False,False,not_primary_strict,not_primary_broad
HS1992:620291,H0,620291,Other :-- Of wool or fine animal hair,False,False,not_primary_strict,not_primary_broad
HS1992:620323,H0,620323,Ensembles :-- Of synthetic fibres,False,False,not_primary_strict,not_primary_broad
HS1992:620444,H0,620444,Dresses :-- Of artificial fibres,False,False,not_primary_strict,not_primary_broad
HS1992:621030,H0,621030,"Other garments, of the type described in subheadings 6202.11 to 6202.19",False,False,not_primary_strict,not_primary_broad
HS1992:621220,H0,621220,Girdles and panty-girdles,False,False,not_primary_strict,not_primary_broad
HS1992:621420,H0,621420,Of wool or fine animal hair,False,False,not_primary_strict,not_primary_broad
HS1992:630120,H0,630120,"Blankets (other than electric blankets) and travelling     rugs, of wool or of fine animal hair",False,False,not_primary_strict,not_primary_broad
HS1992:630130,H0,630130,"Blankets (other than electric blankets) and travelling rugs, of cotton",False,False,not_primary_strict,not_primary_broad
HS1992:630231,H0,630231,Other bed linen :-- Of cotton,False,False,not_primary_strict,not_primary_broad
HS1992:630260,H0,630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics, of cotton",False,False,not_primary_strict,not_primary_broad
HS1992:630293,H0,630293,Other :-- Of man-made fibres,False,False,not_primary_strict,not_primary_broad
HS1992:630419,H0,630419,Bedspreads :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:630531,H0,630531,"Sacks & bags, packing, polyethylene or polypropylene",False,False,not_primary_strict,not_primary_broad
HS1992:630611,H0,630611,"Tarpaulins, awnings and sunblinds :-- Of cotton",False,False,not_primary_strict,not_primary_broad
HS1992:630612,H0,630612,"Tarpaulins, awnings and sunblinds :-- Of synthetic fibres",False,False,not_primary_strict,not_primary_broad
HS1992:640330,H0,640330,"Footwear made on a base or platform of wood, not having an inner sole or a protective metal toe-cap",False,False,not_primary_strict,not_primary_broad
HS1992:640340,H0,640340,"Other footwear, incorporating a protective metal toe-cap",False,False,not_primary_strict,not_primary_broad
HS1992:650200,H0,650200,"Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed.",False,False,not_primary_strict,not_primary_broad
HS1992:650300,H0,650300,"Felt hats and other felt headgear, made from the hat bodies, hoods or plateaux of heading No. 65.01, whether or not lined or trimmed.",False,False,not_primary_strict,not_primary_broad
HS1992:650610,H0,650610,Safety headgear,False,False,not_primary_strict,not_primary_broad
HS1992:660199,H0,660199,Other,False,False,not_primary_strict,not_primary_broad
HS1992:670210,H0,670210,Of plastics,False,False,not_primary_strict,not_primary_broad
HS1992:680293,H0,680293,Other :-- Granite,False,False,not_primary_strict,not_primary_broad
HS1992:680800,H0,680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles,",False,False,not_primary_strict,not_primary_broad
HS1992:681011,H0,681011,"Tiles, flagstones, bricks and similar articles :-- Building blocks and bricks",False,False,not_primary_strict,not_primary_broad
HS1992:681210,H0,681210,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate,False,False,not_primary_strict,not_primary_broad
HS1992:691090,H0,691090,Other,False,False,not_primary_strict,not_primary_broad
HS1992:700239,H0,700239,Tubes :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:700521,H0,700521,"Other non-wired glass :-- Coloured throughout the mass (body tinted), opacified, flashed or merely surface ground",False,False,not_primary_strict,not_primary_broad
HS1992:700529,H0,700529,Other non-wired glass :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:701310,H0,701310,Of glass-ceramics,False,False,not_primary_strict,not_primary_broad
HS1992:701590,H0,701590,Other,False,False,not_primary_strict,not_primary_broad
HS1992:711810,H0,711810,"Coin (other than gold coin), not being legal tender",False,False,not_primary_strict,not_primary_broad
HS1992:720299,H0,720299,Other,False,True,not_primary_strict,broad_first_stage_metals_scrap
HS1992:720390,H0,720390,Other,False,True,not_primary_strict,broad_first_stage_metals_scrap
HS1992:720521,H0,720521,Powders :-- Of alloy steel,False,True,not_primary_strict,broad_first_stage_metals_scrap
HS1992:721011,H0,721011,Plated or coated with tin :-- Of a thickness of 0.5 mm or more,False,False,not_primary_strict,not_primary_broad
HS1992:721111,H0,721111,"Hot box roll iron or non-alloy steel, flat, w 150-600mm, t >4mm, myp>35",False,False,not_primary_strict,not_primary_broad
HS1992:721121,H0,721121,"Hot box rolled iron or non-alloy steel, flat, w 150-600mm,t >4mm, uncla",False,False,not_primary_strict,not_primary_broad
HS1992:721130,H0,721130,"Cold rolled iron or non-alloy steel, width <600mm, <3mm-myp275, >3mm-35",False,False,not_primary_strict,not_primary_broad
HS1992:721141,H0,721141,"Flat rolled iron or non-alloy steel, width <600mm, unclad, <0.25% C, ne",False,False,not_primary_strict,not_primary_broad
HS1992:721440,H0,721440,"Bar/rod, iron or non-alloy steel, hot formed <0.25%C, nes",False,False,not_primary_strict,not_primary_broad
HS1992:721450,H0,721450,"Bar/rod, iron or non-alloy steel, hot formed 0.25-0.6%C, nes",False,False,not_primary_strict,not_primary_broad
HS1992:721460,H0,721460,"Bar/rod, iron or non-alloy steel, hot formed >0.6%C, nes",False,False,not_primary_strict,not_primary_broad
HS1992:721610,H0,721610,"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm",False,False,not_primary_strict,not_primary_broad
HS1992:722840,H0,722840,"Other bars and rods, not further worked than forged",False,False,not_primary_strict,not_primary_broad
HS1992:730290,H0,730290,Other,False,False,not_primary_strict,not_primary_broad
HS1992:731420,H0,731420,"Grill, netting and fencing, welded at the intersection, of wire with a maximum cross-sectional dimension of 3 mm or more and having a mesh size of 100 cm2 or more",False,False,not_primary_strict,not_primary_broad
HS1992:731442,H0,731442,"Other cloth, grill, netting and fencing :-- Coated with plastics",False,False,not_primary_strict,not_primary_broad
HS1992:731511,H0,731511,Articulated link chain and parts thereof :-- Roller chain,False,False,not_primary_strict,not_primary_broad
HS1992:740120,H0,740120,Cement copper (precipitated copper),False,True,not_primary_strict,broad_first_stage_metals_scrap
HS1992:740200,H0,740200,Unrefined copper; copper anodes for electrolytic refining.,False,True,not_primary_strict,broad_first_stage_metals_scrap
HS1992:740610,H0,740610,Powders of non-lamellar structure,False,False,not_primary_strict,not_primary_broad
HS1992:750210,H0,750210,"Nickel, not alloyed",False,True,not_primary_strict,broad_first_stage_metals_scrap
HS1992:760529,H0,760529,Of aluminium alloys :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:760611,H0,760611,"Rectangular (including square) :-- Of aluminium, not alloyed",False,False,not_primary_strict,not_primary_broad
HS1992:760719,H0,760719,Not backed :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:790710,H0,790710,"Zinc fabricated building components (gutters,etc)",False,False,not_primary_strict,not_primary_broad
HS1992:790790,H0,790790,Articles of zinc nes,False,False,not_primary_strict,not_primary_broad
HS1992:811300,H0,811300,"Cermets and articles thereof, including waste and scrap.",False,True,not_primary_strict,broad_unwrought_powder_waste_other_base_metals
HS1992:820190,H0,820190,"Other hand tools of a kind used in agriculture, horticulture or forestry",False,False,not_primary_strict,not_primary_broad
HS1992:820210,H0,820210,Hand saws,False,False,not_primary_strict,not_primary_broad
HS1992:820320,H0,820320,"Pliers (including cutting pliers), pincers, tweezers and similar tools",False,False,not_primary_strict,not_primary_broad
HS1992:820510,H0,820510,"Drilling, threading or tapping tools",False,False,not_primary_strict,not_primary_broad
HS1992:820540,H0,820540,Screwdrivers,False,False,not_primary_strict,not_primary_broad
HS1992:820600,H0,820600,"Tools of two or more of the headings Nos. 82.02 to 82.05, put up in sets for retail sale.",False,False,not_primary_strict,not_primary_broad
HS1992:820900,H0,820900,"Plates, sticks, tips and the like for tools, unmounted, of cermets.",False,False,not_primary_strict,not_primary_broad
HS1992:821520,H0,821520,Other sets of assorted articles,False,False,not_primary_strict,not_primary_broad
HS1992:830300,H0,830300,"Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal.",False,False,not_primary_strict,not_primary_broad
