cmd_code,trade_value,rank,share,gini_contribution,theil_contribution,hhi_contribution,country,iso3,reporter_code,snapshot,year,total_nonenergy_imports,product_label
880230,3054484.0,10,0.01551115868038059,0.015399058256292635,0.0672514342427547,0.0002405960436079461,Cabo Verde,CPV,132,start,2000,196921717.0,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg"
880240,57615688.0,1,0.0955436035377599,0.09551353947119673,0.5879470488780651,0.009128580176980646,Cabo Verde,CPV,132,mid,2012,603030300.9999999,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg"
252329,22817997.0,2,0.037838889624884714,0.03780317009408715,0.19780122929146102,0.001431781568044208,Cabo Verde,CPV,132,mid,2012,603030300.9999999,Portland cement :-- Other
100630,22302940.0,3,0.03698477499889347,0.03692658624024197,0.1924919788811463,0.0013678735817187757,Cabo Verde,CPV,132,mid,2012,603030300.9999999,"Semi-milled or wholly milled rice, whether or not polished or glazed"
040221,12362906.0,4,0.020501301476059663,0.02045614442435028,0.09460550217520479,0.0004203033622122861,Cabo Verde,CPV,132,mid,2012,603030300.9999999,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter"
150790,10618996.0,5,0.017609390411046696,0.017559521149341402,0.07858284706109188,0.0003100906306486633,Cabo Verde,CPV,132,mid,2012,603030300.9999999,Other
020741,9836639.288,6,0.016312014954618346,0.016255554235769763,0.0715448753508011,0.00026608183187969256,Cabo Verde,CPV,132,mid,2012,603030300.9999999,"Fowl cuts & offal, domestic, except livers, frozen"
721420,9415596.15,7,0.015613802713373108,0.015549932532355535,0.06779944892113998,0.00024379083517213744,Cabo Verde,CPV,132,mid,2012,603030300.9999999,"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
170199,8894579.0,8,0.014749804421519444,0.014680186087245438,0.06320808959162294,0.00021755673047307454,Cabo Verde,CPV,132,mid,2012,603030300.9999999,Other
870421,8633914.0,9,0.014317545877350533,0.014240957368881384,0.06092984814188381,0.00020499211995003727,Cabo Verde,CPV,132,mid,2012,603030300.9999999,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes"
220300,7861674.0,10,0.013036946878064094,0.01295900414971821,0.054258581359399996,0.00016996198390146512,Cabo Verde,CPV,132,mid,2012,603030300.9999999,Beer made from malt.
252329,25683647.628,1,0.033193426654922926,0.033183780207188276,0.1691694051248431,0.0011018035730957479,Cabo Verde,CPV,132,end,2024,773757042.17,Portland cement :-- Other
100630,18633955.046,2,0.024082436773358615,0.02406144075176022,0.11500818183132498,0.0005799637609428153,Cabo Verde,CPV,132,end,2024,773757042.17,"Semi-milled or wholly milled rice, whether or not polished or glazed"
870333,17036486.567,3,0.022017875946202973,0.021985882519951587,0.10317523549726414,0.00048478686118238345,Cabo Verde,CPV,132,end,2024,773757042.17,"Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- Of a cylinder capacity exceeding 2,500 cc"
020741,16862910.11374,4,0.021793546545887332,0.021749212100719877,0.10190085063150829,0.00047495867104775766,Cabo Verde,CPV,132,end,2024,773757042.17,"Fowl cuts & offal, domestic, except livers, frozen"
300490,14525265.196999999,5,0.018772385135602674,0.018723285610400573,0.08497335379569289,0.0003524024436793962,Cabo Verde,CPV,132,end,2024,773757042.17,Other
170199,11620587.35,6,0.01501839300539364,0.014970383030659746,0.06463010528084635,0.0002255521284644566,Cabo Verde,CPV,132,end,2024,773757042.17,Other
721420,11004459.824657999,7,0.014222112659286454,0.01416838192270676,0.06042860741790594,0.00020226848849343602,Cabo Verde,CPV,132,end,2024,773757042.17,"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
210690,10664620.7039416,8,0.013782906161387165,0.013722823745688006,0.05813010068740008,0.0001899685022536043,Cabo Verde,CPV,132,end,2024,773757042.17,Other
870322,9621339.8798429,9,0.012434574880068132,0.012373142804229376,0.05116332788459483,0.0001546186524480214,Cabo Verde,CPV,132,end,2024,773757042.17,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc"
040221,9603763.945,10,0.012411859823680912,0.012343325869408917,0.051047170169738615,0.00015405426428270438,Cabo Verde,CPV,132,end,2024,773757042.17,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter"
110100,6056957.0,1,0.10702048971913097,0.1069231098376759,0.6707125543049062,0.011453385219722619,Central African Rep.,CAF,140,start,2000,56596237.0,Wheat or meslin flour.
630900,2835528.0,2,0.050100998764281805,0.04996423534636293,0.27596442515223457,0.0025101100771785668,Central African Rep.,CAF,140,start,2000,56596237.0,Worn clothing and other worn articles.
170199,2309643.0,3,0.040809126585571405,0.04062346176944051,0.21641189831533286,0.0016653848126771907,Central African Rep.,CAF,140,start,2000,56596237.0,Other
240220,2050113.0,4,0.03622348602434469,0.0359927631834253,0.18777635378370894,0.0013121409397558953,Central African Rep.,CAF,140,start,2000,56596237.0,Cigarettes containing tobacco
380810,1934321.0,5,0.03417755494945715,0.03389766596442975,0.17518356355384002,0.001168105262323163,Central African Rep.,CAF,140,start,2000,56596237.0,Insecticides
240391,1837330.0,6,0.032463819105146514,0.03213888551992666,0.1647294503123926,0.0010538995508916759,Central African Rep.,CAF,140,start,2000,56596237.0,Other :-- 'Homogenised' or 'reconstituted' tobacco
760611,1525280.0,7,0.02695020165386614,0.026631409459598385,0.13173560378779312,0.0007263133691840491,Central African Rep.,CAF,140,start,2000,56596237.0,"Rectangular (including square) :-- Of aluminium, not alloyed"
870333,1482406.0,8,0.026192660123322335,0.025835162487426216,0.1272858624472704,0.00068605544433588,Central African Rep.,CAF,140,start,2000,56596237.0,"Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- Of a cylinder capacity exceeding 2,500 cc"
252329,1436328.0,9,0.025378507055159868,0.0249859368823321,0.1225280372180026,0.0006440686203487992,Central African Rep.,CAF,140,start,2000,56596237.0,Portland cement :-- Other
250100,1359242.0,10,0.024016473038658028,0.023601265588490145,0.1146272918426978,0.000576790977216588,Central African Rep.,CAF,140,start,2000,56596237.0,"Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water."
110100,17492834.0,1,0.08843016520729477,0.08834713218832078,0.5373312508793394,0.007819894118589446,Central African Rep.,CAF,140,mid,2012,197815235.99999997,Wheat or meslin flour.
300490,13760350.0,2,0.0695616287109452,0.06936568046105522,0.40598492044499623,0.004838820188919396,Central African Rep.,CAF,140,mid,2012,197815235.99999997,Other
170199,10587389.0,3,0.05352160538331841,0.05327033024067373,0.29834048702165145,0.0028645622428076583,Central African Rep.,CAF,140,mid,2012,197815235.99999997,Other
870333,7987620.0,4,0.04037919505856465,0.04011379189855531,0.21370430100993693,0.0016304793935776121,Central African Rep.,CAF,140,mid,2012,197815235.99999997,"Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- Of a cylinder capacity exceeding 2,500 cc"
870421,4975188.0,5,0.025150681517777534,0.024938140547204765,0.12120129023436998,0.0006325567808086764,Central African Rep.,CAF,140,mid,2012,197815235.99999997,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes"
870120,4627837.0,6,0.023394744983141747,0.023153109119466105,0.11104625995653257,0.000547314092826236,Central African Rep.,CAF,140,mid,2012,197815235.99999997,Road tractors for semi-trailers
210410,4310043.0,7,0.021788225655176532,0.021522266093188462,0.1018706513149151,0.00047472677720089286,Central African Rep.,CAF,140,mid,2012,197815235.99999997,Soups and broths and preparations therefor
300220,4296810.0,8,0.021721329897966,0.02141539567405099,0.10149108785128202,0.0004718161725362717,Central African Rep.,CAF,140,mid,2012,197815235.99999997,Vaccines for human medicine
630900,4207306.0,9,0.02126886727774599,0.02092936423199793,0.09892927721663347,0.0004523647152783741,Central African Rep.,CAF,140,mid,2012,197815235.99999997,Worn clothing and other worn articles.
240310,4103953.0,10,0.02074639488335469,0.020376271406562445,0.09598306521192346,0.00043041290065608565,Central African Rep.,CAF,140,mid,2012,197815235.99999997,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion"
040120,40670677.62,1,0.07286066135650426,0.07281448856730495,0.4286152323485258,0.005308675973307194,Central African Rep.,CAF,140,end,2024,558198029.8119999,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %"
300490,39690259.419999994,2,0.07110426282473194,0.07096908361784081,0.4165478630276327,0.0050558161918485564,Central African Rep.,CAF,140,end,2024,558198029.8119999,Other
870899,24629897.926326998,3,0.04412394277819702,0.043984133073576626,0.23743639702694042,0.001946922326293605,Central African Rep.,CAF,140,end,2024,558198029.8119999,Other parts and accessories :-- Other
853641,20229497.24,4,0.03624071773741885,0.03607995409726553,0.1878829158470086,0.001313389622123265,Central African Rep.,CAF,140,end,2024,558198029.8119999,Relays :-- For a voltage not exceeding 60 V
870333,13118285.33,5,0.023501131550783535,0.02336709467882089,0.11165786600602783,0.0005523031841672333,Central African Rep.,CAF,140,end,2024,558198029.8119999,"Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- Of a cylinder capacity exceeding 2,500 cc"
870422,11055212.24,6,0.019805179612911526,0.019667120692922917,0.09070900418909383,0.0003922451394996864,Central African Rep.,CAF,140,end,2024,558198029.8119999,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes"
300420,10380639.9,7,0.01859669749012941,0.018443492757954708,0.08400323928850446,0.00034583715753938555,Central African Rep.,CAF,140,end,2024,558198029.8119999,Containing other antibiotics
100630,9634363.85,8,0.017259759682858134,0.017095693526176972,0.07667646462258122,0.00029789930431001514,Central African Rep.,CAF,140,end,2024,558198029.8119999,"Semi-milled or wholly milled rice, whether or not polished or glazed"
871000,8548003.07,9,0.015313567252967468,0.01514859219384171,0.06619841334346138,0.0002345053420111576,Central African Rep.,CAF,140,end,2024,558198029.8119999,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles."
870421,7884656.41,10,0.014125195699195747,0.013955120465808725,0.05992022910038191,0.00019952115354057801,Central African Rep.,CAF,140,end,2024,558198029.8119999,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes"
710231,141881205.0,1,0.029190257701820602,0.029182967427669296,0.14501592235921046,0.000852071144698697,Sri Lanka,LKA,144,start,2000,4860567058.0,"Non-industrial :-- Unworked or simply sawn, cleaved or bruted"
551219,130446256.0,2,0.02683766203478228,0.02681755389639458,0.13107319320876626,0.0007202601034931941,Sri Lanka,LKA,144,start,2000,4860567058.0,Containing 85 % or more by weight of polyester staple fibres :-- Other
100110,117806734.0,3,0.024237240756940504,0.02420697447227899,0.1159027648249988,0.0005874438395098979,Sri Lanka,LKA,144,start,2000,4860567058.0,Durum wheat
170199,112145665.0,4,0.023072547639358173,0.02303221101761104,0.10919693912765215,0.0005323424545704523,Sri Lanka,LKA,144,start,2000,4860567058.0,Other
600242,91147805.0,5,0.018752504370859357,0.018710353387008775,0.0848634931188682,0.0003516564201790993,Sri Lanka,LKA,144,start,2000,4860567058.0,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Of cotton"
870421,80003103.0,6,0.016459623341338953,0.016414404595895715,0.07234056339312252,0.0002709192005387501,Sri Lanka,LKA,144,start,2000,4860567058.0,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes"
850220,79948879.0,7,0.016448467441347665,0.016395063326278353,0.07228038074247742,0.0002705520811690742,Sri Lanka,LKA,144,start,2000,4860567058.0,Generating sets with spark-ignition internal combustion piston engines
040221,79495813.0,8,0.016355254860471055,0.01629398392567908,0.07177782374471091,0.0002674943615509621,Sri Lanka,LKA,144,start,2000,4860567058.0,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter"
520939,75546304.0,9,0.01554269349615462,0.015476703039252864,0.06741972599066914,0.00024157532111540714,Sri Lanka,LKA,144,start,2000,4860567058.0,Dyed :-- Other fabrics
710812,62340018.0,10,0.012825667716567074,0.012764806655973973,0.05316969897676506,0.00016449775237579087,Sri Lanka,LKA,144,start,2000,4860567058.0,Non-monetary :-- Other unwrought forms
100190,327850112.0,1,0.025012615096861337,0.0250068331701168,0.12039826053266671,0.0006256309139837357,Sri Lanka,LKA,144,mid,2012,13107390440.000002,Other
170199,315010625.0,2,0.024033054210293284,0.02401638773719322,0.11472301836731932,0.0005775876946748958,Sri Lanka,LKA,144,mid,2012,13107390440.000002,Other
710231,292415411.0,3,0.02230920123563512,0.022283416213402532,0.10483362292746733,0.0004977004597720635,Sri Lanka,LKA,144,mid,2012,13107390440.000002,"Non-industrial :-- Unworked or simply sawn, cleaved or bruted"
300490,273669524.0,4,0.02087902433766213,0.020845239508636787,0.09672972704326581,0.00043593365729268757,Sri Lanka,LKA,144,mid,2012,13107390440.000002,Other
252329,259522329.0,5,0.019799694698039372,0.019758502545408223,0.09067839876876277,0.00039202791013556845,Sri Lanka,LKA,144,mid,2012,13107390440.000002,Portland cement :-- Other
040221,258290134.0,6,0.019705687045971598,0.01965558012098184,0.0901540795506725,0.00038831410195377285,Sri Lanka,LKA,144,mid,2012,13107390440.000002,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter"
720711,251334369.0,7,0.019175012001855035,0.019117389450763005,0.08720276163619839,0.0003676810852712846,Sri Lanka,LKA,144,mid,2012,13107390440.000002,"Containing by weight less than 0.25 % of carbon :-- Of rectangular (including square) cross-section, the width measuring less than twice the thickness"
600299,242293550.0,8,0.0184852622731516,0.01842116635680919,0.08338877401153012,0.0003417049213072019,Sri Lanka,LKA,144,mid,2012,13107390440.000002,Other
870421,222581891.0,9,0.016981403889575444,0.016914671604295096,0.07516377025253575,0.000288368078060888,Sri Lanka,LKA,144,mid,2012,13107390440.000002,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes"
870321,188867372.0,10,0.014409227592979214,0.014345941572575467,0.061411984121454946,0.00020762583982627357,Sri Lanka,LKA,144,mid,2012,13107390440.000002,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity not exceeding 1,000 cc"
600230,379933367.596,1,0.026836824556779368,0.02683075973767049,0.1310682655620574,0.0007202151522913561,Sri Lanka,LKA,144,end,2024,14157165531.717999,"Of a width exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread"
170199,367771648.17,2,0.025977774106408308,0.025960162056166674,0.12602760013855271,0.0006748447475235779,Sri Lanka,LKA,144,end,2024,14157165531.717999,Other
300490,362437857.186,3,0.025601018535383154,0.025572090830823402,0.12382581205062146,0.0006554121500490319,Sri Lanka,LKA,144,end,2024,14157165531.717999,Other
100190,289412913.1,4,0.020442857184341988,0.020410518201225514,0.09427744367968459,0.00041791040985940283,Sri Lanka,LKA,144,end,2024,14157165531.717999,Other
040221,194889475.98,5,0.013766136698999929,0.013738137776900269,0.05804261537879457,0.00018950651961555266,Sri Lanka,LKA,144,end,2024,14157165531.717999,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter"
600299,179565735.89,6,0.012683734995377238,0.012652204806688164,0.05244016252089178,0.0001608771334329572,Sri Lanka,LKA,144,end,2024,14157165531.717999,Other
600292,177412457.16399997,7,0.012531636842595471,0.012494820734357337,0.05166013904363996,0.0001570419219546962,Sri Lanka,LKA,144,end,2024,14157165531.717999,Other :-- Of cotton
151319,176375000.012,8,0.012458355425515502,0.01241612371220867,0.05128497863733324,0.00015521061990847156,Sri Lanka,LKA,144,end,2024,14157165531.717999,Coconut (copra) oil and its fractions :-- Other
720711,151215358.403,9,0.010681188834319559,0.01064015375857189,0.04232533601639556,0.00011408779491439282,Sri Lanka,LKA,144,end,2024,14157165531.717999,"Containing by weight less than 0.25 % of carbon :-- Of rectangular (including square) cross-section, the width measuring less than twice the thickness"
600293,151177082.084,10,0.010678485163241174,0.010632634040506354,0.04231191910604968,0.00011403004538156188,Sri Lanka,LKA,144,end,2024,14157165531.717999,Other :-- Of man-made fibres
870323,399492103.0,1,0.03793524488603067,0.03792598561219957,0.19840140027038244,0.0014390828045631164,Chile,CHL,152,start,2000,10530895588.0,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc"
870431,151863274.0,2,0.014420736843412335,0.014410177358293898,0.061472550277546834,0.00020795765110694995,Chile,CHL,152,start,2000,10530895588.0,"Other, with spark-ignition internal combustion piston engine :-- g.v.w. not exceeding 5 tonnes"
020130,143919515.0,3,0.013666407932483624,0.013649729377525748,0.05752275904870063,0.0001867707057770513,Chile,CHL,152,start,2000,10530895588.0,Boneless
870423,141516282.0,4,0.01343820008634958,0.013415240017859355,0.056335926270636494,0.00018058522156076583,Chile,CHL,152,start,2000,10530895588.0,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. exceeding 20 tonnes"
847191,128083385.7432,5,0.012162629918119363,0.012135911912441288,0.049775433257528784,0.0001479295665251322,Chile,CHL,152,start,2000,10530895588.0,Digital computer cpu with some of storage/input/outpu
100590,126860911.0,6,0.012046545323700536,0.012014201657954696,0.04918482944604132,0.00014511925423597126,Chile,CHL,152,start,2000,10530895588.0,Other
870322,122158672.0,7,0.011600026890324534,0.011563219384936636,0.046923600819755364,0.0001345606238562523,Chile,CHL,152,start,2000,10530895588.0,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc"
870421,112278708.0,8,0.010661838498137049,0.010622803209518045,0.04222932547293256,0.00011367480016035728,Chile,CHL,152,start,2000,10530895588.0,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes"
852990,80978168.0,9,0.007689580370759251,0.007657673398266474,0.027943838349174528,5.9129646278365983e-05,Chile,CHL,152,start,2000,10530895588.0,Other
230400,80110473.0,10,0.007607185194323475,0.007571906571259734,0.027562463162368628,5.786926658073428e-05,Chile,CHL,152,start,2000,10530895588.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soyabean oil."
880240,2448630929.16,1,0.04408140839249101,0.04407159289296028,0.23716500035517893,0.0019431705658655765,Chile,CHL,152,mid,2012,55547928672.285995,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg"
870323,1914404597.3049998,2,0.03446401410571652,0.03444099205220569,0.17693952078136674,0.0011877682682790273,Chile,CHL,152,mid,2012,55547928672.285995,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc"
870421,1116574415.16,3,0.02010109903012607,0.020078719717021944,0.09236245349896463,0.0004040541822189352,Chile,CHL,152,mid,2012,55547928672.285995,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes"
870410,1024147963.124,4,0.01843719446617221,0.018408456910780715,0.08312393031170522,0.00033993013978345115,Chile,CHL,152,mid,2012,55547928672.285995,Dumpers designed for off-highway use
870322,800008092.54,5,0.014402122845295948,0.014373260875666096,0.061374600761942746,0.00020742114245099545,Chile,CHL,152,mid,2012,55547928672.285995,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc"
020130,770422211.46,6,0.013869503865845848,0.01383553269182574,0.0585822000482898,0.00019236313748471293,Chile,CHL,152,mid,2012,55547928672.285995,Boneless
852810,707793543.7049999,7,0.012742033062668143,0.012705148976759728,0.05273962431946978,0.0001623594065701281,Chile,CHL,152,mid,2012,55547928672.285995,Colour television receivers/monitors/projectors
870210,632722199.899,8,0.011390563339127318,0.011352518705396098,0.045868732907207395,0.00012974493318267127,Chile,CHL,152,mid,2012,55547928672.285995,With compression-ignition internal combustion piston engine (diesel or semi-diesel)
870324,548201937.042,9,0.009868989720142513,0.009831632154958274,0.038326406107363084,9.73969580962786e-05,Chile,CHL,152,mid,2012,55547928672.285995,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 3,000 cc"
842952,491630300.142,10,0.008850560442000504,0.008813116521181531,0.03340734307572443,7.833242013750417e-05,Chile,CHL,152,mid,2012,55547928672.285995,"Mechanical shovels, excavators and shovel loaders :-- Machinery with a 360( revolving superstructure"
852520,1631965449.5546603,1,0.024629042830891974,0.0246237153286573,0.11817131880518975,0.0006065897507659113,Chile,CHL,152,end,2024,66261830017.515,Transmission apparatus incorporating reception apparatus
870322,1295134674.2133255,2,0.01954571242404537,0.019533028639214713,0.08926286759356022,0.00038203487416348157,Chile,CHL,152,end,2024,66261830017.515,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc"
020130,1292040737.785,3,0.01949901983454841,0.019477930693477082,0.08900299149990488,0.00038021177450811225,Chile,CHL,152,end,2024,66261830017.515,Boneless
870421,1144966835.136,4,0.017279432741796455,0.017253268772687094,0.07678354643323827,0.00029857879587826734,Chile,CHL,152,end,2024,66261830017.515,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes"
870323,1138790136.919407,5,0.01718621620650064,0.01715275829045943,0.07627636123484419,0.0002953660274965853,Chile,CHL,152,end,2024,66261830017.515,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc"
300490,1108325981.978,6,0.01672646200210643,0.016686662936126945,0.07378231773981446,0.00027977453110791025,Chile,CHL,152,end,2024,66261830017.515,Other
261390,799376032.94,7,0.012063899121541027,0.012029975113628409,0.04927304954363686,0.00014553766201471835,Chile,CHL,152,end,2024,66261830017.515,Other
100590,610771197.242,8,0.00921754194051922,0.009187634276857575,0.035167038938599925,8.496307942523084e-05,Chile,CHL,152,end,2024,66261830017.515,Other
870410,578582174.558,9,0.008731756644889874,0.00869964765441548,0.03284090319125899,7.624357410557847e-05,Chile,CHL,152,end,2024,66261830017.515,Dumpers designed for off-highway use
847191,552132122.1001328,10,0.008332581849221303,0.008298335893102938,0.030949663453003696,6.943192027397231e-05,Chile,CHL,152,end,2024,66261830017.515,Digital computer cpu with some of storage/input/outpu
852990,3414414905.0,1,0.02194930733176564,0.02194435710458211,0.10278546288985364,0.0004817720923443009,China,CHN,156,start,2000,155559118718.00003,Other
854030,2298775823.0,2,0.014777506082219817,0.014767507769579613,0.06335452858960319,0.00021837468601004369,China,CHN,156,start,2000,155559118718.00003,"Cathode-ray tubes, except for television"
120100,2270235874.0,3,0.014594039184006426,0.014577582216049722,0.06238564102252947,0.00021298597970431494,China,CHN,156,start,2000,155559118718.00003,"Soya beans, whether or not broken."
854220,2230410366.0,4,0.014338023925446135,0.014315388344147506,0.06103748735200614,0.0002055789300866658,China,CHN,156,start,2000,155559118718.00003,Hybrid integrated circuits
854211,2044195105.1932,5,0.013140953240413688,0.013114280128288355,0.05479586646883467,0.000172684652066739,China,CHN,156,start,2000,155559118718.00003,"Monolithic integrated circuits, digital"
852290,1985081238.0,6,0.0127609442272464,0.012729286494612274,0.052836823339531505,0.00016284169757089321,China,CHN,156,start,2000,155559118718.00003,Other
854219,1877858116.8068,7,0.012071668522441362,0.012036275718924957,0.04931255431027157,0.00014572518091570161,China,CHN,156,start,2000,155559118718.00003,"Monolithic digital integrated circuits :-- Other, including circuits obtained by a combination of bipolar and MOS technologies (BIMOS technology)"
847193,1773709643.2661002,8,0.011402157956946955,0.01136358502745796,0.04592702386539929,0.00013000920607516878,China,CHN,156,start,2000,155559118718.00003,Computer data storage units
260111,1625189799.0,9,0.010447409399034775,0.01040735392772589,0.041167758180240904,0.00010914836315104017,China,CHN,156,start,2000,155559118718.00003,"Iron ores and concentrates, other than roasted iron pyrites :-- Non-agglomerated"
853400,1583824403.0,10,0.010181495087222636,0.0101378666689418,0.03985742829898634,0.00010366284221113866,China,CHN,156,start,2000,155559118718.00003,Printed circuits.
854211,99636587642.18886,1,0.07491818682501691,0.07490194616019467,0.44280528307539646,0.005612734717148138,China,CHN,156,mid,2012,1329938588542.0,"Monolithic integrated circuits, digital"
260111,90393654812.0,2,0.06796829236385853,0.0679240901360043,0.3951107294450997,0.004619688766858949,China,CHN,156,mid,2012,1329938588542.0,"Iron ores and concentrates, other than roasted iron pyrites :-- Non-agglomerated"
854219,66435656735.40851,3,0.04995392817967733,0.04989978344937202,0.27500748201295716,0.0024953949405803607,China,CHN,156,mid,2012,1329938588542.0,"Monolithic digital integrated circuits :-- Other, including circuits obtained by a combination of bipolar and MOS technologies (BIMOS technology)"
901380,50435169031.0,4,0.0379229307770456,0.03786538459984219,0.19832468534768932,0.0014381486787205925,China,CHN,156,mid,2012,1329938588542.0,"Other devices, appliances and instruments"
120100,34976644185.0,5,0.026299443061761664,0.026248132637405313,0.12791178517204196,0.0006916607053588437,China,CHN,156,mid,2012,1329938588542.0,"Soya beans, whether or not broken."
852990,31666508521.6796,6,0.02381050433042575,0.023753726626624602,0.11343914882695955,0.0005669401164692233,China,CHN,156,mid,2012,1329938588542.0,Other
870323,30878719786.0,7,0.023218154621599534,0.023152723013084294,0.11003212818344957,0.0005390827040325038,China,CHN,156,mid,2012,1329938588542.0,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc"
740311,27304515000.0,8,0.0205306585095284,0.020463899377154038,0.09477035146554787,0.00042150793883487085,China,CHN,156,mid,2012,1329938588542.0,Refined copper :-- Cathodes and sections of cathodes
847193,25688834749.293037,9,0.01931580523387586,0.0192446219065453,0.08798435998731276,0.00037310033183302613,China,CHN,156,mid,2012,1329938588542.0,Computer data storage units
847330,19801578629.1612,10,0.014889092473713015,0.014827767358386644,0.06394493145665966,0.00022168507469077755,China,CHN,156,mid,2012,1329938588542.0,Parts and accessories of the machines of heading No. 84.71
260111,129382681634.0,1,0.08053765320442609,0.08052037415417841,0.48184437834172744,0.006486313583676404,China,CHN,156,end,2024,1606486860321.0002,"Iron ores and concentrates, other than roasted iron pyrites :-- Non-agglomerated"
710812,99768829347.0,2,0.0621037319452863,0.062063759579734736,0.3554151424346299,0.0038568735215319745,China,CHN,156,end,2024,1606486860321.0002,Non-monetary :-- Other unwrought forms
260300,67332272443.0,3,0.04191274395456057,0.041867782847550744,0.22338281839049112,0.0017566781058005537,China,CHN,156,end,2024,1606486860321.0002,Copper ores and concentrates.
120100,52726095824.0,4,0.03282074514662668,0.03277145417558476,0.16689946237293946,0.0010772013119798188,China,CHN,156,end,2024,1606486860321.0002,"Soya beans, whether or not broken."
740311,35162813284.0,5,0.021888017980410956,0.021845754053823593,0.1024372499326142,0.0004790853311107933,China,CHN,156,end,2024,1606486860321.0002,Refined copper :-- Cathodes and sections of cathodes
870323,31221389362.5306,6,0.01943457499321974,0.019388709229451146,0.08864449573430631,0.000377702705167082,China,CHN,156,end,2024,1606486860321.0002,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc"
847199,26848704391.499596,7,0.01671268222270727,0.016666068863150266,0.07370775947093898,0.00027931374707719557,China,CHN,156,end,2024,1606486860321.0002,"Automatic data processing machines and units, nes"
