country,iso3,reporter_code,year,flow,variant,total_trade_value,product_gini,product_top_1pct_share,product_top_2pct_share,product_top_5pct_share,product_top_10pct_share,product_top_200_share,product_active_count,partner_gini,partner_top_1pct_share,partner_top_2pct_share,partner_top_5pct_share,partner_top_10pct_share,partner_top_200_share,partner_active_count,top_5_partner_share,product_partner_cell_gini,product_partner_cell_top_1pct_share,product_partner_cell_top_2pct_share,product_partner_cell_top_5pct_share,product_partner_cell_top_10pct_share,product_partner_cell_top_200_share,product_partner_cell_active_count
Germany,DEU,276,1997,Imports,baseline,445495686018.0,0.8150737224742293,0.37284180128130096,0.4593276620499802,0.5994183053777326,0.7188432097388724,0.5587235877654334,5086,0.8829000513247516,0.2633838105477392,0.4071648693713075,0.656395326106895,0.8249666564541112,0.9999998225414914,210,0.4071648693713075,0.9310698411938652,0.5554576920100676,0.6600247807026342,0.8028469550310051,0.8979846624841082,0.32774417273728795,129123
Germany,DEU,276,1998,Exports,baseline,539119687423.0,0.8186916887278148,0.3456837756766537,0.4289296744890764,0.5761854580526078,0.7121834910932243,0.5381096847227165,4940,0.8825997525051352,0.2856990528842426,0.4259357481112152,0.6687733716930817,0.8222421411151167,0.9999981785120764,210,0.4259357481112152,0.9259750595356258,0.5302807517019709,0.6430343320628847,0.7944901959551899,0.8924576199468124,0.23036575359666894,275920
Germany,DEU,276,1998,Imports,baseline,471226317578.0,0.8133942893557462,0.3676390042504877,0.45653191301946017,0.5951161236056832,0.7149109862868323,0.5559874155832415,5069,0.8849740400772816,0.2643067655986427,0.40929312622289,0.6549406408926103,0.8296544483029367,0.9999995013011981,210,0.40929312622289,0.928316276649932,0.5442576250116758,0.6503107297212358,0.7954721955569749,0.8932374736865741,0.3143800880931875,127499
Germany,DEU,276,1999,Exports,baseline,539569669143.0,0.8270774976250177,0.3662486840649793,0.4497230993643744,0.5920342729575095,0.7257171779205819,0.5550224677707594,4955,0.8860472084427493,0.2955198220468183,0.43431745472871014,0.677826564980751,0.8363253531276709,0.9999972272978161,212,0.43431745472871014,0.9324108591674187,0.5548599513599698,0.665208930546604,0.8114294543101265,0.9034285109395386,0.25168974531814975,285882
Germany,DEU,276,1999,Imports,baseline,473500672132.0,0.8233543811815094,0.3886096438353176,0.4762695674403022,0.6120670262537814,0.728511914639556,0.5741604133736283,5080,0.8820769666856045,0.25861674386781563,0.40076041276684743,0.6387547302376043,0.8267841448551618,0.9999995252361544,209,0.40076041276684743,0.935420136484588,0.5695385713767708,0.6746063458320751,0.8146778972796527,0.9059678479197855,0.32940660680734646,136153
Germany,DEU,276,2000,Exports,baseline,549606741000.0,0.83779978643687,0.398007410902553,0.47811282758629775,0.6162309079102071,0.7419528939147418,0.5811948219900017,4926,0.8873266601199996,0.29435999766967924,0.4299656215461156,0.6657853692518666,0.8329019439737912,0.999992709332508,217,0.4299656215461156,0.9329480562945489,0.5681138270463826,0.6742057681566901,0.8146361181548899,0.9037761856709104,0.2722579907366893,278338
Germany,DEU,276,2000,Imports,baseline,500830026000.0,0.8434568555238968,0.4478768211872345,0.5302598969974696,0.6547218436939322,0.7597887331938841,0.6200293250788442,5064,0.8832903305091466,0.2600757407464224,0.39531536194277617,0.6269606247609444,0.8325645415676416,0.9999985124693782,216,0.39531536194277617,0.9404115091854999,0.6093968096074176,0.7047187662027277,0.8308388742650985,0.9132396427046489,0.38881226342447767,130843
Germany,DEU,276,2001,Exports,baseline,571426720000.0,0.8341642753767133,0.38304218780668847,0.46774075073003235,0.6085105330741272,0.7364270347735926,0.5725946224565768,4936,0.8881515672300204,0.2926747387661536,0.4245499825419434,0.6788069763346033,0.8319453962530838,0.9999851074517482,227,0.4245499825419434,0.9308625576408696,0.5562158906394856,0.6644134981997342,0.8084969967802695,0.9005823248867326,0.25296782936576717,281470
Germany,DEU,276,2001,Imports,baseline,486022068000.0,0.8312033784825898,0.40090003690943515,0.49111088717066237,0.6270217281574136,0.7402869575049831,0.5895228362346707,5073,0.8864237242314299,0.24622834204310245,0.37814525533025795,0.643608382407854,0.843673598376607,0.999998125599515,226,0.37814525533025795,0.9354148988961182,0.5736453946366896,0.6785559580804879,0.8163274059399295,0.9059391681778531,0.3330096546151069,133404
Germany,DEU,276,2002,Exports,baseline,615997391000.0,0.8351074231041955,0.3791592162766157,0.4645069121729446,0.6093669786338429,0.7374591721282144,0.5694903162341478,5022,0.8872665841829288,0.2876966698061875,0.4179955885559911,0.6700722048999718,0.830994524455705,0.999976327821817,229,0.4179955885559911,0.9320491811913463,0.5565308295274907,0.6658178118809598,0.8114055843460545,0.9030927908589146,0.24366797196386178,294521
