metric,rank,country,iso3,reporter_code,year,flow,metric_value,active_count,universe_count,total_trade_value,product_id_mode,harmonization_method
gini,50,Seychelles,SYC,690,2024,Imports,0.9000860935310742,3910,5037,1495419600.066,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,51,Paraguay,PRY,600,2024,Imports,0.899462263116525,4320,5037,17199851893.045002,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,52,Jordan,JOR,400,2024,Imports,0.8994527981905756,4162,5037,25115174441.882004,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,53,Malaysia,MYS,458,2024,Imports,0.899329055427956,4897,5037,298695905548.438,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,54,Fiji,FJI,242,2024,Imports,0.8987140522859001,4005,5037,2967071515.0039997,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,55,Trinidad and Tobago,TTO,780,2024,Imports,0.8979158518165635,4048,5037,7664459762.998,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,56,Rep. of Korea,KOR,410,2024,Imports,0.8976088322111198,4917,5037,631727134467.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,57,Cabo Verde,CPV,132,2024,Imports,0.8971309375243022,3551,5037,915583980.3659999,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,58,Maldives,MDV,462,2024,Imports,0.8955060034831706,3389,5037,3634394983.2380004,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,59,Sri Lanka,LKA,144,2024,Imports,0.8953500079629713,4574,5037,18390817345.496002,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,60,Azerbaijan,AZE,31,2024,Imports,0.8949626419717787,4430,5037,21008223820.31,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,61,Bermuda,BMU,60,2024,Imports,0.894834402845111,3926,5037,1124902564.22,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,62,Kuwait,KWT,414,2024,Imports,0.8943739597880933,4512,5037,36781291320.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,63,Bahamas,BHS,44,2024,Imports,0.8939711716694019,4450,5037,4736221771.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,64,Philippines,PHL,608,2024,Imports,0.8936991233364502,4707,5037,134881084425.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,65,Ecuador,ECU,218,2024,Imports,0.8928460273298593,4484,5037,28961887390.518,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,66,Japan,JPN,392,2024,Imports,0.8928106292617348,4847,5037,728895746306.2009,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,67,Mauritius,MUS,480,2024,Imports,0.8907795757280961,4308,5037,6649756609.273999,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,68,Panama,PAN,591,2024,Imports,0.8906441167318107,4141,5037,13981644259.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,69,Thailand,THA,764,2024,Imports,0.8903198765481826,4875,5037,307555410756.42,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,70,Belize,BLZ,84,2024,Imports,0.8898460356167752,3752,5037,1452266877.137,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,71,Luxembourg,LUX,442,2024,Imports,0.8896330151302991,4728,5037,23509235821.187,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,72,Montenegro,MNE,499,2024,Imports,0.8895355756978716,4236,5037,4398796515.151,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,73,Slovakia,SVK,703,2024,Imports,0.8867736627887364,4870,5037,115531447921.93799,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,74,Barbados,BRB,52,2024,Imports,0.8866573511713836,4082,5037,2123582342.9999998,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,75,El Salvador,SLV,222,2024,Imports,0.8866236700708394,4465,5037,15759361450.61,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,76,North Macedonia,MKD,807,2024,Imports,0.8864667748869568,4412,5037,11949268396.84,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,77,Qatar,QAT,634,2024,Imports,0.8857729165296626,4183,5037,34609879390.95599,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,78,Hungary,HUN,348,2024,Imports,0.8849923370027295,4848,5037,133039000770.38,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,79,Tunisia,TUN,788,2024,Imports,0.8847632577017455,4515,5037,26064018250.816,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,80,Dominican Rep.,DOM,214,2024,Imports,0.8833853045274194,4274,5037,32202775836.274,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,81,Grenada,GRD,308,2024,Imports,0.8825659113751856,3628,5037,633620435.8679999,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,82,Greece,GRC,300,2024,Imports,0.8818017546161312,4850,5037,88221403317.517,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,83,Algeria,DZA,12,2024,Imports,0.8811201936419133,4220,5037,47327369554.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,84,Australia,AUS,36,2024,Imports,0.880923044882765,4773,5037,294010309237.514,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,85,Guatemala,GTM,320,2024,Imports,0.8800867050283387,4582,5037,32039662152.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,86,Chile,CHL,152,2024,Imports,0.8795076434985605,4765,5037,83446538706.168,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,87,Suriname,SUR,740,2024,Imports,0.8793918212269973,2958,5037,1746401295.8,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,88,Argentina,ARG,32,2024,Imports,0.8774945065413344,4452,5037,60203954980.2,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,89,Türkiye,TUR,792,2024,Imports,0.8770472032648404,4874,5037,307392038640.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,90,Uruguay,URY,858,2024,Imports,0.8765690247255828,4352,5037,12320021143.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,91,Mexico,MEX,484,2024,Imports,0.8762332166491655,4213,5037,544024732870.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,92,Brazil,BRA,76,2024,Imports,0.875937575910509,4545,5037,274815847217.99997,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,93,Belgium,BEL,56,2024,Imports,0.8758378014991,4948,5037,355824764325.36005,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,94,Peru,PER,604,2024,Imports,0.8754870367338423,4564,5037,55026599180.176,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,95,Saudi Arabia,SAU,682,2024,Imports,0.8753973684526704,4731,5037,223702135322.976,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,96,USA,USA,842,2024,Imports,0.8738448819236739,4954,5037,3228754846387.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,97,Montserrat,MSR,500,2024,Imports,0.8725988659905917,2649,5037,45630560.20999999,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,98,Israel,ISR,376,2024,Imports,0.8725467445821873,4637,5037,89698654000.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,99,Costa Rica,CRI,188,2024,Imports,0.8724581353012621,4435,5037,23674945696.575,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,100,United Kingdom,GBR,826,2024,Imports,0.8722486167026084,4926,5037,776500283491.749,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,101,Rep. of Moldova,MDA,498,2024,Imports,0.8714288635270546,4300,5037,9044237100.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,102,Lithuania,LTU,440,2024,Imports,0.8695793457226095,4777,5037,42799002225.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,103,New Zealand,NZL,554,2024,Imports,0.8689484441113315,4676,5037,46859202404.083,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,104,Ukraine,UKR,804,2024,Imports,0.8687681710403545,4690,5037,64803937550.67,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,105,South Africa,ZAF,710,2024,Imports,0.8685096987375387,4879,5037,93018419163.67001,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,106,Czechia,CZE,203,2024,Imports,0.8681683112370788,4924,5037,229082398703.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,107,Finland,FIN,246,2024,Imports,0.8679223413812511,4744,5037,74023379509.134,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,108,Norway,NOR,579,2024,Imports,0.8651664890297854,4798,5037,97802065418.63899,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,109,Estonia,EST,233,2024,Imports,0.8651118288830546,4711,5037,21365696706.98,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,110,Latvia,LVA,428,2024,Imports,0.8643054971852917,4691,5037,21337298596.557,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,111,Indonesia,IDN,360,2024,Imports,0.864160974574508,4861,5037,233894256322.00003,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,112,Sweden,SWE,752,2024,Imports,0.8627861662013239,4883,5037,179824431462.478,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,113,Colombia,COL,170,2024,Imports,0.8625771288656328,4609,5037,63313256717.58,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,114,Bulgaria,BGR,100,2024,Imports,0.8617778994149379,4788,5037,51252015852.716995,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,115,Antigua and Barbuda,ATG,28,2024,Imports,0.8605451049865918,3431,5037,662732555.167,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,116,Croatia,HRV,191,2024,Imports,0.8589458052226746,4816,5037,45447733656.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,117,Kazakhstan,KAZ,398,2024,Imports,0.8589442203229718,4739,5037,59732040910.76,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,118,Bosnia Herzegovina,BIH,70,2024,Imports,0.8565337272102553,4599,5037,15853280486.968,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,119,Netherlands,NLD,528,2024,Imports,0.855152507386439,4968,5037,610779669004.717,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,120,Serbia,SRB,688,2024,Imports,0.8543483524330184,4764,5037,36939782894.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,121,Albania,ALB,8,2024,Imports,0.8507235703765936,3246,5037,8047016586.708,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,122,Canada,CAN,124,2024,Imports,0.8503132484915163,4959,5037,528235421665.057,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,123,Denmark,DNK,208,2024,Imports,0.8488008803180702,4914,5037,121661184714.539,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,124,Germany,DEU,276,2024,Imports,0.8470702339784737,4949,5037,1308896181476.719,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,125,Romania,ROU,642,2024,Imports,0.8434814734596154,4946,5037,136499119417.53,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,126,Spain,ESP,724,2024,Imports,0.8429795866340393,4952,5037,434178361793.97705,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,127,Italy,ITA,380,2024,Imports,0.8414387035363446,4946,5037,583103174155.02,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,128,Portugal,PRT,620,2024,Imports,0.8398867948555915,4919,5037,112374124888.38,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,129,Poland,POL,616,2024,Imports,0.8394567132883015,4921,5037,373568290917.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,130,France,FRA,251,2024,Imports,0.8369082558404226,4969,5037,761699282847.741,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,131,Austria,AUT,40,2024,Imports,0.8344252142733439,4907,5037,201941075583.918,harmonized_hs6_family,lt_hgl_weighted_hs1992
gini,132,French Polynesia,PYF,258,2024,Imports,0.8342854540529174,2433,5037,1306613598.3779998,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,1,Qatar,QAT,634,2024,Exports,8.20969295633036,139,5037,15848464218.882,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,2,Guyana,GUY,328,2024,Exports,7.599083280118181,2091,5037,22409479415.308002,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,3,Angola,AGO,24,2024,Exports,7.500887276184077,3064,5037,39249519520.62001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,4,Burkina Faso,BFA,854,2024,Exports,7.499889714239363,1780,5037,5642107004.335999,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,5,Niger,NER,562,2024,Exports,7.228554793814291,516,5037,1007786657.4239998,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,6,Nigeria,NGA,566,2024,Exports,7.207678314717407,880,5037,52351681082.402,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,7,French Polynesia,PYF,258,2024,Exports,7.104570166498483,80,5037,95570841.14700001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,8,Montserrat,MSR,500,2024,Exports,7.070973564075139,142,5037,6145994.407000001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,9,Azerbaijan,AZE,31,2024,Exports,6.971344233123768,2472,5037,26404676883.3,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,10,Seychelles,SYC,690,2024,Exports,6.795922703290335,638,5037,593393777.056,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,11,Kuwait,KWT,414,2024,Exports,6.763853701632523,3103,5037,75946817071.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,12,Cabo Verde,CPV,132,2024,Exports,6.64531019332618,39,5037,68245098.95,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,13,Central African Rep.,CAF,140,2024,Exports,6.629249932199354,87,5037,204503822.28,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,14,Maldives,MDV,462,2024,Exports,6.584394883866077,97,5037,92418497.34699999,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,15,Mauritania,MRT,478,2024,Exports,6.530516113752682,333,5037,4149547480.407,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,16,Suriname,SUR,740,2024,Exports,6.514435024000191,957,5037,1474376618.1499999,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,17,Bermuda,BMU,60,2024,Exports,6.458676839179608,806,5037,42187407.150000006,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,18,Algeria,DZA,12,2024,Exports,6.426876300670131,1424,5037,51857390719.05601,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,19,Malawi,MWI,454,2024,Exports,6.405676071329394,1715,5037,958116143.4270002,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,20,Brunei Darussalam,BRN,96,2024,Exports,6.33508504609307,1248,5037,11252209657.197998,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,21,Saudi Arabia,SAU,682,2024,Exports,6.125815906056863,3904,5037,296208477100.22504,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,22,Zimbabwe,ZWE,716,2024,Exports,6.100346074001644,2019,5037,7422001438.788,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,23,Zambia,ZMB,894,2024,Exports,6.046834406114703,2434,5037,11273958331.748001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,24,Gambia,GMB,270,2024,Exports,5.895461741053539,1249,5037,49641899.477000006,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,25,Benin,BEN,204,2024,Exports,5.844996215616218,1727,5037,1105094844.3560002,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,26,Oman,OMN,512,2024,Exports,5.751776023793944,3631,5037,65132170813.50201,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,27,Jamaica,JAM,388,2024,Exports,5.691364183166462,2203,5037,1903859734.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,28,Ecuador,ECU,218,2024,Exports,5.684204491603032,3134,5037,31530010385.667004,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,29,Mozambique,MOZ,508,2024,Exports,5.681608732505518,2344,5037,8191933249.9,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,30,Belize,BLZ,84,2024,Exports,5.66757654760296,651,5037,282037866.724,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,31,Kazakhstan,KAZ,398,2024,Exports,5.635930581221772,4062,5037,81605584036.53,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,32,Samoa,WSM,882,2024,Exports,5.633817900502049,944,5037,41065343.626,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,33,Uganda,UGA,800,2024,Exports,5.564245528102949,2741,5037,8039344375.929998,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,34,Bahamas,BHS,44,2024,Exports,5.542830859233359,1663,5037,944235435.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,35,Trinidad and Tobago,TTO,780,2024,Exports,5.482456815288803,2937,5037,7858837882.755,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,36,Norway,NOR,579,2024,Exports,5.448905652924605,4216,5037,163003956947.217,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,37,Armenia,ARM,51,2024,Exports,5.4165771466417425,3202,5037,13070809687.663998,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,38,Côte d'Ivoire,CIV,384,2024,Exports,5.406204911278728,3030,5037,20548862153.446003,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,39,Bolivia (Plurinational State of),BOL,68,2024,Exports,5.405095826984095,1671,5037,9058056656.2,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,40,"China, Macao SAR",MAC,446,2024,Exports,5.367210510426477,940,5037,959915111.8460002,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,41,Paraguay,PRY,600,2024,Exports,5.285019675486269,2378,5037,10914401725.484999,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,42,Cyprus,CYP,196,2024,Exports,5.263674240897003,2433,5037,5558763576.276001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,43,Iceland,ISL,352,2024,Exports,5.064030316596799,2555,5037,6872368527.741,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,44,United Rep. of Tanzania,TZA,834,2024,Exports,5.061586523858502,3045,5037,8702027903.891,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,45,Peru,PER,604,2024,Exports,5.0550532016912735,3878,5037,74053783276.54001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,46,Lesotho,LSO,426,2024,Exports,5.050647501164083,1801,5037,1004368215.3760002,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,47,Chile,CHL,152,2024,Exports,5.042180266203089,3849,5037,98849400484.64401,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,48,Australia,AUS,36,2024,Exports,5.0372951356997895,4603,5037,332797921577.225,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,49,Nicaragua,NIC,558,2024,Exports,4.989100061808144,2650,5037,7521851616.500001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,50,Namibia,NAM,516,2024,Exports,4.904122238703156,3315,5037,6533083288.871,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,51,Barbados,BRB,52,2024,Exports,4.8765523799341235,1630,5037,488641831.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,52,Grenada,GRD,308,2024,Exports,4.849266578817361,748,5037,43127763.067,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,53,Kyrgyzstan,KGZ,417,2024,Exports,4.845254517412077,2552,5037,3685343515.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,54,Bahrain,BHR,48,2024,Exports,4.825935592274311,3342,5037,12405558616.224998,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,55,Senegal,SEN,686,2024,Exports,4.823890673082108,2690,5037,6305879310.251,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,56,Argentina,ARG,32,2024,Exports,4.747053109586144,1289,5037,54871851873.14001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,57,Colombia,COL,170,2024,Exports,4.714041135552287,4091,5037,49546391713.549995,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,58,Togo,TGO,768,2024,Exports,4.667294398671659,1057,5037,1372307203.722,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,59,Uruguay,URY,858,2024,Exports,4.665803294338836,2595,5037,10248387373.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,60,Malta,MLT,470,2024,Exports,4.644848449705799,2523,5037,3728337137.9519997,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,61,Madagascar,MDG,450,2024,Exports,4.572091621239342,2486,5037,2550850031.788,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,62,Honduras,HND,340,2024,Exports,4.548761011017803,2883,5037,6970519872.369999,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,63,Costa Rica,CRI,188,2024,Exports,4.53857237386582,3446,5037,19880341333.983,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,64,Montenegro,MNE,499,2024,Exports,4.535727959173565,2061,5037,660673118.52,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,65,Fiji,FJI,242,2024,Exports,4.520191205915356,2314,5037,923874691.2559999,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,66,Switzerland,CHE,757,2024,Exports,4.483706294497757,4786,5037,440834767933.728,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,67,Ireland,IRL,372,2024,Exports,4.414074789876947,4504,5037,241995087870.668,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,68,Georgia,GEO,268,2024,Exports,4.411325759070143,2911,5037,6404012465.124,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,69,"China, Hong Kong SAR",HKG,344,2024,Exports,4.378906490923102,4275,5037,638725748320.2859,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,70,Dominican Rep.,DOM,214,2024,Exports,4.277252104382213,3078,5037,12767215664.732,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,71,Panama,PAN,591,2024,Exports,4.215280221897873,2171,5037,1158357714.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,72,Brazil,BRA,76,2024,Exports,4.20652059502633,4495,5037,309859621309.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,73,Antigua and Barbuda,ATG,28,2024,Exports,4.167804840761324,1128,5037,33361871.438,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,74,Mauritius,MUS,480,2024,Exports,4.130283979251038,2617,5037,1719829164.4129999,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,75,North Macedonia,MKD,807,2024,Exports,4.0428254443000045,3568,5037,8413033233.21,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,76,Morocco,MAR,504,2024,Exports,4.021480573117688,3733,5037,80525530850.75201,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,77,Slovenia,SVN,705,2024,Exports,3.996315708521193,4580,5037,66482043683.704,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,78,Ukraine,UKR,804,2024,Exports,3.9775268999834967,4029,5037,41587217109.350006,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,79,Kenya,KEN,404,2024,Exports,3.943592797907291,3841,5037,8255120905.655001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,80,Jordan,JOR,400,2024,Exports,3.921095341599865,2878,5037,13250440376.034,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,81,Albania,ALB,8,2024,Exports,3.85944637559401,761,5037,2401785065.9500003,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,82,Rep. of Moldova,MDA,498,2024,Exports,3.8514009555768594,2868,5037,3553923851.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,83,New Zealand,NZL,554,2024,Exports,3.8222834366145944,4252,5037,42045166653.341,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,84,Philippines,PHL,608,2024,Exports,3.8195120604212773,3371,5037,72694507295.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,85,Singapore,SGP,702,2024,Exports,3.7342828835011894,4704,5037,470216803889.966,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,86,Lebanon,LBN,422,2024,Exports,3.720325864791868,3101,5037,4264251067.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,87,Pakistan,PAK,586,2024,Exports,3.613244093651898,3562,5037,32434332508.33,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,88,Cambodia,KHM,116,2024,Exports,3.570663940000738,2344,5037,26662107525.473,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,89,Greece,GRC,300,2024,Exports,3.469805520472979,4498,5037,52737269112.649,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,90,Sri Lanka,LKA,144,2024,Exports,3.463146927865032,3482,5037,12109626421.002,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,91,El Salvador,SLV,222,2024,Exports,3.4512029183675716,2914,5037,6311202862.09,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,92,Malaysia,MYS,458,2024,Exports,3.3602864668257513,4703,5037,328729274734.5,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,93,Guatemala,GTM,320,2024,Exports,3.3434587961054887,3961,5037,14695977371.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,94,Israel,ISR,376,2024,Exports,3.3125866828625905,3529,5037,52071885000.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,95,South Africa,ZAF,710,2024,Exports,3.2946106901618375,4892,5037,109670728181.42299,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,96,Tunisia,TUN,788,2024,Exports,3.285374787642254,3329,5037,19975662776.652,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,97,Indonesia,IDN,360,2024,Exports,3.272956893805246,4477,5037,266304975038.585,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,98,Canada,CAN,124,2024,Exports,3.2704243321405313,4795,5037,529357830205.096,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,99,Luxembourg,LUX,442,2024,Exports,3.2032632678493167,3962,5037,15301244097.161001,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,100,Slovakia,SVK,703,2024,Exports,3.1938194404756253,4498,5037,115322054684.55202,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,101,Mexico,MEX,484,2024,Exports,3.135084492699782,3455,5037,547592557142.99994,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,102,Egypt,EGY,818,2024,Exports,3.1277255255576604,3440,5037,44768217053.403,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,103,Rep. of Korea,KOR,410,2024,Exports,3.1184782811072176,4723,5037,683089471519.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,104,United Kingdom,GBR,826,2024,Exports,2.9872066935944206,4877,5037,494267654806.127,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,105,Bosnia Herzegovina,BIH,70,2024,Exports,2.9117201686526903,3607,5037,8893798188.846,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,106,India,IND,699,2024,Exports,2.7856424003459677,4857,5037,434415330189.36707,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,107,Hungary,HUN,348,2024,Exports,2.7804326227215834,4500,5037,148025178761.34302,harmonized_hs6_family,lt_hgl_weighted_hs1992
theil,108,Serbia,SRB,688,2024,Exports,2.769174961941042,4342,5037,32492155169.0,harmonized_hs6_family,lt_hgl_weighted_hs1992
