country,iso3,reporter_code,metric,start_year,end_year,start_metric,end_metric,delta_metric,metric_change_direction,main_driver_bucket,main_driver_bucket_label,main_driver_group,delta_top5_contribution,delta_rank6_50_contribution,delta_rank51_200_contribution,delta_rank201_plus_contribution
Panama,PAN,591,gini,2000,2024,0.8391037934172564,0.8666161997767642,0.0275124063595078,increase,top5,Top 5,top-5 superstar concentration,0.029712595495694646,-0.02757714873167108,0.029219393124821663,-0.0038424335293377188
Paraguay,PRY,600,gini,2000,2024,0.8810578075996355,0.886035470151648,0.004977662552012485,increase,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.007880489456728923,0.004952417795719755,-0.024595218153703524,0.032500952366725094
Peru,PER,604,gini,2000,2024,0.8456344621148205,0.8549069076173357,0.009272445502515159,increase,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.0006655524814367375,-0.015501339089117994,0.005859584090945141,0.019579752982124665
Philippines,PHL,608,gini,2000,2024,0.8523944205917496,0.8669789173647172,0.014584496772967581,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.005316121898148923,0.009177365537673177,-0.00844193348806474,0.008532942825209805
Poland,POL,616,gini,2000,2024,0.7680527679108122,0.8293330686512057,0.06128030074039348,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.005179477490140777,0.022444313820216805,0.017453501027518303,0.01620300840251776
Portugal,PRT,620,gini,2000,2024,0.8149335469474783,0.8228476969026023,0.007914149955123961,increase,top5,Top 5,top-5 superstar concentration,-0.04588434169184952,0.012755348721371074,0.014826792301044334,0.026216350624558238
Qatar,QAT,634,gini,2000,2024,0.8540464854604836,0.8786051614252893,0.024558675964805765,increase,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.042659335054616165,-0.006846755665365245,-0.01337954436557412,0.08744431105036116
Rep. of Korea,KOR,410,gini,2000,2024,0.8622299989695105,0.849114036591397,-0.013115962378113522,decrease,top5,Top 5,top-5 superstar concentration,-0.14362315155525104,0.03385337355078022,0.03883841976161978,0.05781539586473783
Rep. of Moldova,MDA,498,gini,2000,2024,0.8602445085829521,0.8498280179499059,-0.010416490633046172,decrease,top5,Top 5,top-5 superstar concentration,-0.08467203510750396,-0.0111412509561645,0.003235897088964934,0.08216089834165724
Romania,ROU,642,gini,2000,2024,0.8240917372976829,0.8321335515735055,0.008041814275822623,increase,rank51_200,Ranks 51-200,middle-tail change,0.026222238922419788,-0.018175413868375345,-0.02728279173197068,0.027277780953748998
Russian Federation,RUS,643,gini,2000,2021,0.8425792769383396,0.8324775314523652,-0.010101745485974312,decrease,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.026386938763161547,-0.016832457395585948,-0.004492921267877759,0.03761057194065082
Rwanda,RWA,646,gini,2001,2022,0.9096045495435415,0.9122097509333583,0.0026052013898167914,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.026269793392930674,-0.08642697030327723,0.03742545692391974,0.07787650816210494
Saint Lucia,LCA,662,gini,2000,2020,0.8524755772515172,0.8747272605500496,0.022251683298532332,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.0080403755737182,0.0183807298798378,0.008580203579439394,0.003331125412973368
Saint Vincent and the Grenadines,VCT,670,gini,2000,2023,0.8695712696730339,0.8646832578112151,-0.004888011861818753,decrease,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.03505221131169722,-0.046478847795523415,0.023774837008632588,0.05286821023676924
Samoa,WSM,882,gini,2001,2024,0.8668478652399338,0.8815064936226337,0.014658628382699823,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.0008444741944392264,-0.05963985730967636,0.014944810967438604,0.05850920053049853
Sao Tome and Principe,STP,678,gini,2000,2023,0.8988238191207365,0.9031208584081485,0.004297039287411986,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.017025367337083402,-0.10649208904115576,0.028940372112064433,0.0988741235535869
Saudi Arabia,SAU,682,gini,2000,2024,0.8570074116328277,0.8701047048699689,0.013097293237141261,increase,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.026197029057460297,-0.027842428583854578,0.014791948790840864,0.05234480208761538
Senegal,SEN,686,gini,2000,2024,0.8848613057807284,0.895631829504387,0.01077052372365861,increase,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.013279996299370156,-0.01697906141120198,0.015164902284458881,0.025864679149772057
Serbia,SRB,688,gini,2006,2024,0.8276770802346712,0.8362384134324486,0.00856133319777741,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.0015760387388941005,-0.03844832978939358,0.021467437451768295,0.023966186796508582
Seychelles,SYC,690,gini,2000,2024,0.8573052612782068,0.8735344685072689,0.01622920722906207,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.05311637815503717,-0.0751330303050439,-0.012516056178690727,0.05076191555775966
Singapore,SGP,702,gini,2000,2024,0.8709825516977056,0.9054551098689565,0.034472558171250944,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.05471355221471205,0.08072792205117749,0.02399363502488233,-0.015535446690096932
Slovakia,SVK,703,gini,2000,2024,0.8234792707122397,0.8811188416209196,0.05763957090867988,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.052499004049386455,0.05593789119958803,-0.0023443278647536647,-0.048452996475540966
Slovenia,SVN,705,gini,2000,2024,0.8067698159912412,0.9067202906392546,0.09995047464801343,increase,top5,Top 5,top-5 superstar concentration,0.3341368204717411,-0.0011630328066129791,-0.10092172239949265,-0.13210159061762208
South Africa,ZAF,710,gini,2000,2024,0.8134214039743634,0.8387696170187361,0.025348213044372736,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.026998680335128644,0.03361399692791048,0.007070310084116904,0.011662586367474082
Spain,ESP,724,gini,2000,2024,0.8053114480260982,0.8227883784451705,0.01747693041907228,increase,top5,Top 5,top-5 superstar concentration,-0.08938512026853343,0.03610111047136172,0.042344750124257424,0.028416190091986537
Sri Lanka,LKA,144,gini,2000,2024,0.8804623344049678,0.870715731644638,-0.009746602760329792,decrease,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.009438391598176346,-0.03143262276805786,-0.011764259655656667,0.042888671261560735
Suriname,SUR,740,gini,2000,2024,0.8513883923227934,0.8622087555000874,0.010820363177293957,increase,top5,Top 5,top-5 superstar concentration,-0.10046374131935587,0.005755083256602567,0.021462309877799457,0.08406671136224796
Sweden,SWE,752,gini,2000,2024,0.8306271808630691,0.8511933512010783,0.020566170338009226,increase,top5,Top 5,top-5 superstar concentration,-0.028320784030251914,0.023488891834324205,0.014178611875567265,0.011219450658369434
Switzerland,CHE,757,gini,2000,2024,0.8189996091319101,0.9138270969445548,0.09482748781264472,increase,top5,Top 5,top-5 superstar concentration,0.36438959282472616,-0.10297637069916218,-0.07217975517229185,-0.09440597914062748
Thailand,THA,764,gini,2000,2024,0.8616164045083784,0.8626718005501544,0.0010553960417759578,increase,rank51_200,Ranks 51-200,middle-tail change,0.011951141475171428,0.0047333217439611275,-0.020575901078792286,0.004946833901435493
Togo,TGO,768,gini,2000,2024,0.9062106949682641,0.8942902715975327,-0.011920423370731403,decrease,top5,Top 5,top-5 superstar concentration,-0.08270351286355615,-0.01650952707318626,0.03627019903400869,0.0510224175320024
Tonga,TON,776,gini,2000,2023,0.8403008324990374,0.8936679897342023,0.05336715723516483,increase,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.06588700212211795,-0.0841131254107213,0.05918759629445175,0.14417968847355228
Trinidad and Tobago,TTO,780,gini,2000,2024,0.8587525784546967,0.8865849575651259,0.02783237911042924,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.0150096262217706,0.03894118829986845,0.0011952393040368658,-0.0273136747152464
Tunisia,TUN,788,gini,2000,2024,0.8570581781166041,0.8610302606083481,0.003972082491743967,increase,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.013389349377834814,0.0033288059313343887,-0.0009489448943449663,0.014981570832589386
Türkiye,TUR,792,gini,2000,2024,0.8417699443171499,0.86790234145034,0.026132397133190044,increase,top5,Top 5,top-5 superstar concentration,0.02339698024095846,0.01819318542249257,-0.006937174900240262,-0.008520593630020667
USA,USA,842,gini,2000,2024,0.8524486470220954,0.8657454624993711,0.01329681547727568,increase,top5,Top 5,top-5 superstar concentration,-0.06805189773532491,0.04012819498484632,0.023338385776479786,0.01788213245127443
Uganda,UGA,800,gini,2000,2024,0.901271832058871,0.9275297821108176,0.026257950051946644,increase,top5,Top 5,top-5 superstar concentration,0.24333935260052036,-0.13874172072114765,-0.05580143676225155,-0.022538245065174378
Ukraine,UKR,804,gini,2000,2024,0.8428775069774288,0.8480689542981156,0.005191447320686771,increase,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.001528232569271093,-0.01599538077613813,-0.00117294542458668,0.023888006090682645
United Arab Emirates,ARE,784,gini,2005,2023,0.8778033178425454,0.9207012384126484,0.042897920570103,increase,top5,Top 5,top-5 superstar concentration,0.15754757057389385,-0.025898027246255756,-0.04166679008069496,-0.04708483267684038
United Kingdom,GBR,826,gini,2000,2024,0.8219111833113729,0.8619712348833378,0.040060051571964905,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.027052828842692334,0.028876271015794208,-0.0026682002376426095,-0.013200848048878777
United Rep. of Tanzania,TZA,834,gini,2000,2024,0.8818620627674134,0.8964070134689995,0.014544950701586123,increase,top5,Top 5,top-5 superstar concentration,-0.039891504517817394,0.00047115627280269745,0.03818243215356393,0.015782866793037142
Uruguay,URY,858,gini,2000,2024,0.8292065423233854,0.8619584669388229,0.03275192461543752,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.0068592497558694066,0.023482841789189857,-0.0011574797295762496,0.003567312799954564
Viet Nam,VNM,704,gini,2000,2023,0.8133461953510942,0.8579342724361938,0.0445880770850996,increase,rank201_plus,Rank 201+ tail,long-tail compression or expansion,-0.08266305829692096,0.003656411765424805,0.01411845843943585,0.10947626517716
Zambia,ZMB,894,gini,2000,2024,0.8650226234206982,0.9016560551091002,0.03663343168840194,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.08418325333135764,0.08622913836619511,0.04401488513101254,-0.009427338477447866
Zimbabwe,ZWE,716,gini,2000,2024,0.8534277233141794,0.8975437130837228,0.04411598976954345,increase,top5,Top 5,top-5 superstar concentration,0.06336064681678032,-0.03115749220292069,0.03264473739900742,-0.020731902243323858
Albania,ALB,8,hhi,2000,2024,0.007947764082963282,0.006165747378589749,-0.0017820167043735326,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.0007181010718810667,-0.0012010495935367493,0.0001022455147757595,3.488844626852286e-05
Algeria,DZA,12,hhi,2000,2024,0.014437724569096304,0.007871207317871685,-0.006566517251224618,decrease,top5,Top 5,top-5 superstar concentration,-0.005670076620139406,-0.001046751060866442,0.00012055281332308462,2.9757616458147055e-05
Andorra,AND,20,hhi,2000,2023,0.007849164508351653,0.009760577000622588,0.0019114124922709353,increase,top5,Top 5,top-5 superstar concentration,0.0019185428084849904,5.647583712784735e-05,-4.7915811307482395e-05,-1.5690342034418902e-05
Angola,AGO,24,hhi,2004,2024,0.006548626118798328,0.005987173558354802,-0.0005614525604435263,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,2.941397696342666e-05,-0.0005395820740494292,-7.965320499971789e-05,2.8368741642194472e-05
Antigua and Barbuda,ATG,28,hhi,2000,2024,0.0056564644204807855,0.005206603390930742,-0.00044986102955004315,decrease,top5,Top 5,top-5 superstar concentration,-0.0005170410872056309,3.8330128273650864e-05,1.4689648769084375e-05,1.4160280612852196e-05
Argentina,ARG,32,hhi,2000,2024,0.003868676119232769,0.0074600737980712985,0.0035913976788385293,increase,top5,Top 5,top-5 superstar concentration,0.0030404763851714298,0.0004925717072755652,0.0001032897121320841,-4.494012574055012e-05
Armenia,ARM,51,hhi,2000,2024,0.044752046943240704,0.15168917440123514,0.10693712745799444,increase,top5,Top 5,top-5 superstar concentration,0.10899319354289719,-0.0019402521314226394,-0.00011196567625894086,-3.8482772211894325e-06
Aruba,ABW,533,hhi,2005,2023,0.0401261358127245,0.007504508366172205,-0.032621627446552295,decrease,top5,Top 5,top-5 superstar concentration,-0.023343800058261546,-0.009827226295754643,0.00041187377334928673,0.00013752513411460638
Australia,AUS,36,hhi,2000,2024,0.0075400994691375,0.006525544124565381,-0.0010145553445721194,decrease,top5,Top 5,top-5 superstar concentration,-0.0012371092926090933,0.00016650204301647928,5.0850291175195245e-05,5.201613845300389e-06
Austria,AUT,40,hhi,2000,2024,0.004248273124724954,0.003644270222992555,-0.0006040029017323986,decrease,top5,Top 5,top-5 superstar concentration,-0.0006050038229233586,-6.860485000735931e-05,6.0508107647380834e-05,9.097663550936864e-06
Azerbaijan,AZE,31,hhi,2000,2024,0.015714656858589155,0.035162833670361715,0.01944817681177256,increase,top5,Top 5,top-5 superstar concentration,0.02154083189448889,-0.00196936226852885,-0.00015107529451272375,2.778248032525063e-05
Bahamas,BHS,44,hhi,2000,2024,0.0040232568436250424,0.004252118035015001,0.0002288611913899589,increase,top5,Top 5,top-5 superstar concentration,0.0002968394140498436,-5.9172598971427275e-05,-9.308371005783901e-06,5.027473173267174e-07
Bahrain,BHR,48,hhi,2000,2024,0.013972040240054577,0.025594803204147684,0.011622762964093107,increase,top5,Top 5,top-5 superstar concentration,0.011039528861842144,0.0007731139000207007,-0.00015945845686072434,-3.0421340909010086e-05
Barbados,BRB,52,hhi,2000,2024,0.004535363907049937,0.004034298779568785,-0.0005010651274811517,decrease,top5,Top 5,top-5 superstar concentration,-0.0005526284088527892,2.4161671309241893e-05,2.5226587472744434e-05,2.175022589651272e-06
Belarus,BLR,112,hhi,2000,2021,0.003592781598837592,0.002616410840130285,-0.0009763707587073073,decrease,top5,Top 5,top-5 superstar concentration,-0.0008260629926334303,-0.00022677420862361828,3.885554634793604e-05,3.761089620180462e-05
Belgium,BEL,56,hhi,2000,2024,0.00809138211245443,0.009100657538293408,0.0010092754258389774,increase,top5,Top 5,top-5 superstar concentration,0.0005980694586193167,0.0004070034596789355,2.0056608305355807e-05,-1.5854100764630622e-05
Belize,BLZ,84,hhi,2000,2024,0.015320516847120469,0.005165552585745703,-0.010154964261374765,decrease,top5,Top 5,top-5 superstar concentration,-0.009304199760720633,-0.001093327424408238,0.0001747440646430484,6.78188591110586e-05
Benin,BEN,204,hhi,2000,2024,0.017957807388840463,0.05894176081932766,0.04098395343048719,increase,top5,Top 5,top-5 superstar concentration,0.0434061172366919,-0.002312337540383151,-0.00012012252148585196,1.0296255664295355e-05
Bermuda,BMU,60,hhi,2010,2024,0.015980110090536594,0.017369560520962713,0.0013894504304261188,increase,top5,Top 5,top-5 superstar concentration,0.0018087216392481432,-0.0004177767233598947,-2.0268996227200983e-05,1.8774510765072943e-05
Bolivia (Plurinational State of),BOL,68,hhi,2000,2024,0.00835523600433864,0.004161239657714815,-0.004193996346623826,decrease,top5,Top 5,top-5 superstar concentration,-0.004154088002823914,-0.00017161997935632696,8.262634278665738e-05,4.908529276975406e-05
Bosnia Herzegovina,BIH,70,hhi,2003,2024,0.004381341720750733,0.0036293585936422504,-0.0007519831271084825,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,0.00013799662932396863,-0.000957400918525585,3.816947950597568e-05,2.9251682587157365e-05
Botswana,BWA,72,hhi,2000,2023,0.01010595797890675,0.016003447843277813,0.005897489864371063,increase,top5,Top 5,top-5 superstar concentration,0.005827349561717007,6.262929411059745e-05,4.9535912090175325e-05,-4.202490354671324e-05
Brazil,BRA,76,hhi,2000,2024,0.005282679359679759,0.004552905488449165,-0.0007297738712305941,decrease,top5,Top 5,top-5 superstar concentration,-0.0009923375582639646,0.00020752055946544803,6.377579997398941e-05,-8.732672406065164e-06
Brunei Darussalam,BRN,96,hhi,2001,2024,0.008138172880734491,0.006913748025222705,-0.0012244248555117864,decrease,top5,Top 5,top-5 superstar concentration,-0.0011156785796391133,-0.0001649497814910049,4.6915385807124875e-05,9.288119811208585e-06
Bulgaria,BGR,100,hhi,2000,2024,0.005629182259137935,0.006826941996740161,0.0011977597376022263,increase,top5,Top 5,top-5 superstar concentration,0.00132143180762374,-0.00011867308325901548,2.3629277722361005e-06,-7.361914534735647e-06
Burkina Faso,BFA,854,hhi,2000,2024,0.022041025742141142,0.011379378960780234,-0.010661646781360909,decrease,top5,Top 5,top-5 superstar concentration,-0.008924669600883839,-0.0019748619741716085,0.00020279927864777546,3.508551504676094e-05
Burundi,BDI,108,hhi,2000,2023,0.02599424570303748,0.012179590273659226,-0.013814655429378256,decrease,top5,Top 5,top-5 superstar concentration,-0.013874332573392155,-0.00015353181890971363,0.00019871808720844442,1.449087571516336e-05
Cabo Verde,CPV,132,hhi,2000,2024,0.009183820069755218,0.006314969572452925,-0.002868850497302293,decrease,top5,Top 5,top-5 superstar concentration,-0.0016519345568264086,-0.0012828439137799398,1.6737024904851252e-05,4.9190948399201886e-05
Cambodia,KHM,116,hhi,2000,2024,0.05046857315989766,0.012471071242757967,-0.037997501917139694,decrease,top5,Top 5,top-5 superstar concentration,-0.03645711843999569,-0.0020004339905491816,0.0003675993704467692,9.245114295841137e-05
Cameroon,CMR,120,hhi,2000,2023,0.010408158503509513,0.01238329236362877,0.0019751338601192575,increase,top5,Top 5,top-5 superstar concentration,0.00316856470975326,-0.0012328441231188717,2.267749766423201e-05,1.6735775820635214e-05
Canada,CAN,124,hhi,2000,2024,0.008541755804313335,0.005096407069266351,-0.0034453487350469833,decrease,top5,Top 5,top-5 superstar concentration,-0.002985913182725112,-0.0006249951809646479,0.00013331762470343713,3.2242003939340154e-05
Central African Rep.,CAF,140,hhi,2000,2024,0.025287810318073964,0.018582617779341774,-0.0067051925387321895,decrease,top5,Top 5,top-5 superstar concentration,-0.003932019013917577,-0.002842925886155794,4.1187157662527765e-05,2.8565203678659837e-05
Chile,CHL,152,hhi,2000,2024,0.004290211015877425,0.004201947069451549,-8.826394642587592e-05,decrease,top5,Top 5,top-5 superstar concentration,-0.0001995447267206579,1.4668619436457872e-05,0.00010545508337709631,-8.842922518773267e-06
China,CHN,156,hhi,2000,2024,0.0039297150710828265,0.01651192912207796,0.012582214050995133,increase,top5,Top 5,top-5 superstar concentration,0.012364755513887481,0.00044991752901758016,-0.00015869030343955204,-7.376868847037083e-05
"China, Hong Kong SAR",HKG,344,hhi,2000,2024,0.006617447976446178,0.0412616301061729,0.03464418212972672,increase,top5,Top 5,top-5 superstar concentration,0.032549500119801164,0.002505069065781792,-0.0002814410132593628,-0.0001289460425968551
"China, Macao SAR",MAC,446,hhi,2000,2024,0.011753146916516676,0.03223688631831301,0.020483739401796333,increase,top5,Top 5,top-5 superstar concentration,0.022178786265977184,-0.001468875157475983,-0.00020051575985152395,-2.5655946853341674e-05
Colombia,COL,170,hhi,2000,2024,0.004036041687946012,0.005840465791338493,0.001804424103392481,increase,top5,Top 5,top-5 superstar concentration,0.0021814435892748923,-0.00031316061582773846,-6.10422443868348e-05,-2.8166256678401774e-06
Comoros,COM,174,hhi,2000,2023,0.05963524393599843,0.03560420830789092,-0.02403103562810751,decrease,top5,Top 5,top-5 superstar concentration,-0.02494481857139472,0.0008374596231511041,6.697930427222514e-05,9.344015863891166e-06
Costa Rica,CRI,188,hhi,2000,2024,0.013075653145457354,0.0049974444894981904,-0.008078208655959164,decrease,top5,Top 5,top-5 superstar concentration,-0.008737584457625626,0.0005148726166231078,0.00012429856731514517,2.0204617728209037e-05
Croatia,HRV,191,hhi,2000,2024,0.00605903398141001,0.0035978721631429573,-0.0024611618182670525,decrease,top5,Top 5,top-5 superstar concentration,-0.002685236840014777,0.00010481603535174961,9.131896946849459e-05,2.794001692747836e-05
Cyprus,CYP,196,hhi,2000,2024,0.01731673941576802,0.009293322662929896,-0.008023416752838122,decrease,top5,Top 5,top-5 superstar concentration,-0.009404344064993764,0.0013356854962528696,5.7931797893649424e-05,-1.2689981990877082e-05
Czechia,CZE,203,hhi,2000,2024,0.0021808200457332882,0.007065993936559737,0.004885173890826449,increase,top5,Top 5,top-5 superstar concentration,0.0038062145704229507,0.0012284349011520853,-5.9459146828050845e-05,-9.001643392053487e-05
Côte d'Ivoire,CIV,384,hhi,2000,2024,0.01118771340309846,0.010034359652740035,-0.001153353750358424,decrease,top5,Top 5,top-5 superstar concentration,-0.0007553482494153385,-0.00048576356837910046,7.280490217621643e-05,1.4953165259798499e-05
Denmark,DNK,208,hhi,2000,2024,0.003053070465980654,0.004797688275153269,0.0017446178091726147,increase,top5,Top 5,top-5 superstar concentration,0.0016290383442913422,6.702286576506394e-05,6.64991973705758e-05,-1.7942598254368014e-05
Dominica,DMA,212,hhi,2000,2023,0.006054424197566831,0.005854447216650997,-0.00019997698091583395,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,0.0002110253860630549,-0.000317817148863332,-0.00011564001102637336,2.2454792910817325e-05
Dominican Rep.,DOM,214,hhi,2001,2024,0.01286330290608096,0.005582653530051544,-0.007280649376029416,decrease,top5,Top 5,top-5 superstar concentration,-0.007089180168300664,-0.00025960988309341377,4.0659636062492734e-05,2.7481039302167616e-05
Ecuador,ECU,218,hhi,2000,2024,0.0040848204224069335,0.014156307838423796,0.010071487416016862,increase,top5,Top 5,top-5 superstar concentration,0.010561089664246903,-0.00039051341999460755,-5.5101620847077904e-05,-4.3987207388356675e-05
Egypt,EGY,818,hhi,2000,2024,0.012730543372860859,0.009970891436471634,-0.002759651936389225,decrease,top5,Top 5,top-5 superstar concentration,-0.0034593726456676136,0.0007026855890368278,-2.8731059466123696e-05,2.5766179707688343e-05
El Salvador,SLV,222,hhi,2000,2024,0.006837038770739812,0.00490809122151607,-0.0019289475492237423,decrease,top5,Top 5,top-5 superstar concentration,-0.0014880813637990118,-0.0005404423855840293,9.286042570505557e-05,6.715774454244813e-06
Estonia,EST,233,hhi,2000,2024,0.008710001103252643,0.0053351277323757445,-0.0033748733708768982,decrease,top5,Top 5,top-5 superstar concentration,-0.003240027700006978,-0.00021282589136242206,5.089600196457188e-05,2.7084218527929368e-05
Eswatini,SWZ,748,hhi,2000,2023,0.0074378798575251304,0.00428790335195154,-0.0031499765055735904,decrease,top5,Top 5,top-5 superstar concentration,-0.003295081615585153,9.598778866463063e-06,0.00010904120692148205,2.6465124223617922e-05
Ethiopia,ETH,231,hhi,2000,2023,0.008185847603684054,0.008878453454479266,0.0006926058507952127,increase,top5,Top 5,top-5 superstar concentration,0.0005926952898597047,9.774103790909355e-05,2.2798437321915966e-05,-2.062891429550021e-05
Fiji,FJI,242,hhi,2002,2024,0.0062768601717807515,0.005733715679140442,-0.0005431444926403094,decrease,top5,Top 5,top-5 superstar concentration,-0.0010741544532759236,0.0005449241731610732,-1.708130969714245e-06,-1.2206081555745431e-05
Finland,FIN,246,hhi,2000,2024,0.005313617064135453,0.004375598842871425,-0.0009380182212640276,decrease,top5,Top 5,top-5 superstar concentration,-0.0011769475164353713,0.0001607567673815233,7.922283905980102e-05,-1.05031126998117e-06
France,FRA,251,hhi,2000,2024,0.004132064379930989,0.003572891092764302,-0.0005591732871666872,decrease,top5,Top 5,top-5 superstar concentration,-0.0011787232103916477,0.0005827678858537507,3.897687484345324e-05,-2.1948374722417687e-06
French Polynesia,PYF,258,hhi,2000,2024,0.0048097096194941015,0.008123692091827584,0.0033139824723334823,increase,top5,Top 5,top-5 superstar concentration,0.003294894787714285,6.173388611475927e-05,-3.930105287070114e-05,-3.3451486248594925e-06
Gabon,GAB,266,hhi,2000,2023,0.010045464974108203,0.04135754602973404,0.031312081055625836,increase,top5,Top 5,top-5 superstar concentration,0.03203350911363658,-0.00046377052629222905,-0.00022984086626107018,-2.7816665457442764e-05
Gambia,GMB,270,hhi,2000,2024,0.02182845587983402,0.02994196957746626,0.00811351369763224,increase,top5,Top 5,top-5 superstar concentration,0.008037993755567869,0.00017399331815398655,-9.964349575672675e-05,1.1701196671113343e-06
Georgia,GEO,268,hhi,2000,2024,0.01698529231139884,0.022711346872413746,0.005726054561014906,increase,top5,Top 5,top-5 superstar concentration,0.008405282361167506,-0.0027340302793720066,1.918673975948883e-05,3.561573945991095e-05
Germany,DEU,276,hhi,2000,2024,0.004871964485990119,0.004163296367059958,-0.0007086681189301608,decrease,top5,Top 5,top-5 superstar concentration,-0.0009609134162826701,0.00015970716238535672,9.140512656584528e-05,1.1330084013071607e-06
Ghana,GHA,288,hhi,2000,2023,0.012284783971315324,0.006268765537969101,-0.006016018433346223,decrease,top5,Top 5,top-5 superstar concentration,-0.006469930181991934,0.0003258704267976903,0.0001000145345206897,2.802678732733006e-05
Greece,GRC,300,hhi,2000,2024,0.007787780854100534,0.0046709395692551125,-0.003116841284845421,decrease,top5,Top 5,top-5 superstar concentration,-0.0033657138425137872,0.00012865456119939768,0.00010077049459202003,1.944750187694638e-05
Greenland,GRL,304,hhi,2000,2018,0.01232242732241084,0.02321232452784267,0.010889897205431829,increase,top5,Top 5,top-5 superstar concentration,0.011585706004099422,-0.0006329199483134007,-6.095596630507785e-05,-1.9328840491147914e-06
Grenada,GRD,308,hhi,2000,2024,0.0063021249906426305,0.005357244701982405,-0.0009448802886602254,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.00015774676446780704,-0.0007995090964245375,-4.002414717489114e-05,5.239971940701143e-05
Guatemala,GTM,320,hhi,2000,2024,0.0059183237915378115,0.005133598407668234,-0.0007847253838695776,decrease,top5,Top 5,top-5 superstar concentration,-0.0007836823563509739,-9.372617981454794e-05,8.907984953517836e-05,3.603302760767275e-06
Guyana,GUY,328,hhi,2000,2024,0.00462477073497428,0.01378936339012756,0.00916459265515328,increase,top5,Top 5,top-5 superstar concentration,0.008656562827837474,0.0008397521503467624,-0.0002681322368291051,-6.359008620185038e-05
Honduras,HND,340,hhi,2000,2024,0.005357563560236955,0.007556481223997286,0.0021989176637603313,increase,top5,Top 5,top-5 superstar concentration,0.002195717104143183,1.2442241725679933e-05,7.563692804859307e-06,-1.680537491339132e-05
Hungary,HUN,348,hhi,2000,2024,0.006774292737844167,0.005329697476015032,-0.0014445952618291355,decrease,top5,Top 5,top-5 superstar concentration,-0.00192495501990188,0.0003812262442888471,0.00010685444755326656,-7.720933769367967e-06
Iceland,ISL,352,hhi,2000,2024,0.0094304296684266,0.015052628394488683,0.005622198726062084,increase,top5,Top 5,top-5 superstar concentration,0.005610911956753452,5.652836508121192e-05,-1.7439618035065515e-05,-2.7801977737518404e-05
India,IND,699,hhi,2000,2024,0.04589479954446468,0.020212719463080193,-0.02568208008138449,decrease,top5,Top 5,top-5 superstar concentration,-0.025463805905895268,-0.00041763537566187614,0.00014896040518064683,5.040079499199499e-05
Indonesia,IDN,360,hhi,2000,2024,0.005381724267699062,0.0035394120458233204,-0.0018423122218757413,decrease,top5,Top 5,top-5 superstar concentration,-0.0015107489431258885,-0.0003641742491392525,3.955187129239769e-06,2.8655783260158653e-05
Iran,IRN,364,hhi,2000,2022,0.01165663724501582,0.013432783691978535,0.0017761464469627161,increase,top5,Top 5,top-5 superstar concentration,0.0018577139186002293,3.870030169357075e-05,-0.0001231964278876671,2.92865455658257e-06
Ireland,IRL,372,hhi,2000,2024,0.019427669590798568,0.0284781140736862,0.00905044448288763,increase,top5,Top 5,top-5 superstar concentration,0.0088061719821751,0.00024231916559139992,3.5354804685955646e-05,-3.340146956482473e-05
Israel,ISR,376,hhi,2000,2024,0.04483117610965591,0.005530274259253794,-0.039300901850402116,decrease,top5,Top 5,top-5 superstar concentration,-0.040166805357457015,0.0005260936272243394,0.00026908679368875543,7.072308614179416e-05
Italy,ITA,380,hhi,2000,2024,0.005030619286557146,0.004333687403315945,-0.0006969318832412011,decrease,top5,Top 5,top-5 superstar concentration,-0.001133633260306609,0.00038419375697818143,4.693773988723328e-05,5.5698801999924826e-06
