reporter_code,iso3,country,year,total_imports,import_products,weighted_supplier_hhi,top_supplier_component,residual_component,equal_weight_supplier_hhi,weighted_top_supplier_share,median_top_supplier_share,median_source_hhi,share_products_top_supplier_ge_75,import_value_share_products_top_supplier_ge_75,top_supplier_component_share,product_weight_amplification,product_weight_amplification_pct,residual_component_share,product_gini,partner_gini,product_partner_cell_gini
246,FIN,Finland,2025,88010795765.741,5076,0.32484220062665187,0.2691123025697025,0.05572989805694936,0.43421759993003234,0.4657017464300041,0.5062484171357838,0.3511208892345954,0.24487785657998423,0.18326349356366603,0.8284400919910004,-0.10937539930338047,-0.2518907555129149,0.17155990800899953,0.8725502203751754,0.8943366769105512,0.945216210623921
643,RUS,Russia,2021,293497128020.037,4972,0.321209841839437,0.26049260279654696,0.060717239042890066,0.43828104673089224,0.4553648926763429,0.5222542781411581,0.3672783462357285,0.25341914722445696,0.16458290544523577,0.8109732918045496,-0.11707120489145523,-0.26711445946540735,0.1890267081954505,0.8374655292545043,0.8920719119653786,0.9375984806274956
699,IND,India,2024,696854828453.215,5031,0.3173093755774181,0.24642016337537104,0.07088921220204708,0.4867896400711547,0.4560934416774258,0.5833697587022668,0.4204279648786954,0.31723315444245676,0.12957942221918514,0.7765927588081893,-0.1694802644937366,-0.3481591442023364,0.22340724119181066,0.9180098789797522,0.8787822322520382,0.9711599817295
352,ISL,Iceland,2025,10945496136.739,4971,0.30984359963366803,0.2337623895673477,0.07608121006632032,0.4667230991659973,0.44245373875586075,0.5365368268470471,0.3811247725108687,0.2943069804868236,0.08511919009233451,0.754452858938277,-0.15687949953232927,-0.3361297090558885,0.24554714106172304,0.9084827561927378,0.8803251153285352,0.952577660257617
40,AUT,Austria,2024,204403454311.075,5370,0.3075999660209577,0.2507693755744096,0.05683059044654807,0.41824788102133315,0.4657628875064059,0.5105430731973761,0.3461258015133212,0.20279329608938548,0.08476901649896033,0.815245134186146,-0.11064791500037546,-0.26455104740801244,0.18475486581385395,0.8403418971254353,0.9180300385371888,0.9507610300472382
579,NOR,Norway,2025,109870738717.676,5164,0.2926354116330236,0.23010740314826833,0.06252800848475526,0.3999977859220474,0.4341568353341639,0.4842187821724452,0.3230115635720326,0.2039116963594113,0.09282907727527778,0.7863279493899124,-0.10736237428902379,-0.2684074214099446,0.21367205061008768,0.8718563261646683,0.8880605106451245,0.9468368674951412
300,GRC,Greece,2024,86415650768.959,5138,0.29185538966310737,0.21948886237378798,0.07236652728931937,0.4353337261076104,0.4205068540790987,0.5076978990077903,0.3486057028584951,0.24542623588945114,0.10026020113570881,0.7520466304464926,-0.14347833644450303,-0.32958240503754704,0.24795336955350744,0.8842510538426049,0.8684485290793844,0.9432690190149012
842,USA,United States,2025,3500545985635.0,5485,0.2915308381793576,0.22577618493488558,0.065754653244472,0.3737606304108547,0.4263547940374406,0.4559353742596085,0.2960307234801271,0.18176845943482225,0.08863235729146363,0.7744504366841013,-0.08222979223149712,-0.22000656447177538,0.22554956331589857,0.8924255570227864,0.9016723593436043,0.9645430124717358
208,DNK,Denmark,2025,140625740177.889,5351,0.2901228508475352,0.2188648816567539,0.0712579691907813,0.4256494666465275,0.42654749591689894,0.5030411265307968,0.3450513475194043,0.23098486264249674,0.09828408094384673,0.754386912362761,-0.13552661579899228,-0.3183995903172076,0.24561308763723905,0.8573819605851363,0.917776846605485,0.9443117789153715
752,SWE,Sweden,2025,211845441086.662,5258,0.28654678042729625,0.22336159497734914,0.06318518544994708,0.416245312443183,0.42159345046818286,0.498259723884264,0.3363486200153062,0.2215671357930772,0.08993557007288161,0.7794943451965299,-0.12969853201588677,-0.3115915738596827,0.22050565480346995,0.8682054648237632,0.9185348421073842,0.947907110572817
156,CHN,China,2024,2585134598079.0,5076,0.27729055992564683,0.20808239560764127,0.06920816431800556,0.4067138244131592,0.41405081517782155,0.4862643906962757,0.33053901485600423,0.21256895193065406,0.06068061774097468,0.750412836496983,-0.12942326448751235,-0.3182170280891118,0.24958716350301702,0.940845952187497,0.8605340566334885,0.9800519494723948
203,CZE,Czech Republic,2025,250109656248.0,5362,0.27675650891481607,0.21575939603013988,0.06099711288467619,0.39764909290259715,0.42141942309291724,0.48296931399213316,0.3223669253173495,0.1915330100708691,0.08261936073555833,0.779600078336547,-0.12089258398778108,-0.3040182566627741,0.22039992166345299,0.8733552833648581,0.910575678182506,0.9508718562665136
616,POL,Poland,2024,379496069834.0,5388,0.2765355617168747,0.21601450936776068,0.06052105234911404,0.40479841630360736,0.425861729057413,0.4911487866386339,0.32891883986831966,0.2006310319227914,0.08261174836860248,0.7811454990693845,-0.12826285458673264,-0.3168561175657683,0.2188545009306155,0.8462275790448559,0.8973970497581563,0.9453672089252212
703,SVK,Slovakia,2025,129864656107.366,5202,0.26627216378876906,0.19614640833100758,0.07012575545776151,0.4279199649016889,0.3933443743642549,0.5052608488534596,0.3475389175030774,0.23394848135332563,0.0756344092254049,0.736638804222166,-0.16164780111291982,-0.37775241720740255,0.26336119577783407,0.893187925148903,0.9164178913931564,0.9542591695493972
348,HUN,Hungary,2025,153119885427.257,5190,0.2639307701611225,0.20069322908090087,0.06323754108022162,0.4393770919142381,0.40787626043855124,0.5113985241460275,0.35200718657762564,0.24624277456647398,0.05810439486896486,0.7604010284908544,-0.17544632175311564,-0.3993069392597303,0.2395989715091455,0.8997349377762391,0.9098125649006932,0.9559175457474492
724,ESP,Spain,2025,520906310409.967,5491,0.26061942996315524,0.19689913309625975,0.06372029686689548,0.3581709124705795,0.39447891015008185,0.4467409497778902,0.2880313615451088,0.14806046257512293,0.07255913430181743,0.7555044269880267,-0.09755148250742429,-0.27236014737918524,0.2444955730119733,0.8507264254441318,0.8789006241478896,0.9505860458823568
826,GBR,United Kingdom,2025,961777159011.3159,5398,0.2474424200612881,0.17996812763068398,0.06747429243060411,0.366211657460885,0.3809926177674435,0.4556517724900105,0.29349401424631183,0.16598740274175622,0.06394876004649261,0.7273131566774538,-0.11876923739959691,-0.3243185599909053,0.2726868433225461,0.8909533979580684,0.8866056094196042,0.9579769199792704
251,FRA,France,2024,762044581840.179,5541,0.24347027423728523,0.18043202790443333,0.06303824633285192,0.3342946308803686,0.3779315185606587,0.4195099641114116,0.2661021494467171,0.1344522649341274,0.0636588327591784,0.7410844238364185,-0.09082435664308336,-0.2716895464455903,0.2589155761635816,0.8414753866828661,0.8890702116978006,0.9562058154751492
528,NLD,Netherlands,2025,653407237542.822,5516,0.23731720231513165,0.17466942269888655,0.06264777961624508,0.36510574712122784,0.37835471781503655,0.4501373266145897,0.2905684146307783,0.16352429296591733,0.062468505475531975,0.7360166940909088,-0.1277885448060962,-0.35000419964264745,0.2639833059090912,0.8637008514245235,0.8739851742243805,0.9672995616570788
380,ITA,Italy,2025,669460118546.108,5495,0.23444889628858473,0.1666733536446299,0.06777554264395483,0.3467126822936591,0.3715790699104075,0.4332729357850859,0.2786289166797507,0.13630573248407643,0.03924662356961809,0.7109154970790331,-0.11226378600507436,-0.32379486456162876,0.2890845029209669,0.8481396528468943,0.8745454809955091,0.9403475618365376
757,CHE,Switzerland,2025,506588194748.218,5400,0.22039679278578994,0.15837386663749134,0.062022926148298595,0.3925240180005948,0.3655277504026032,0.4877292439797737,0.32272438120859437,0.17981481481481482,0.03171361757240892,0.7185851692107857,-0.17212722521480484,-0.4385138674865598,0.28141483078921425,0.9356512778418812,0.8809250368629649,0.9791809529498716
276,DEU,Germany,2024,1376916344449.61,5500,0.21712650304710035,0.15645236751797392,0.06067413552912641,0.32897023718942225,0.34375644400635036,0.41141267022543093,0.2551178062748338,0.13654545454545455,0.048775176666699664,0.7205585929048715,-0.1118437341423219,-0.33998131593260783,0.27944140709512844,0.8592833121758281,0.8824073433418291,0.950536359081868
