flow,dimension,item_code,item_name,display_label,reporters_evaluated,present_reporter_count,top5_reporter_count,mean_loo_gini_contribution_all_reporters,mean_loo_gini_contribution_present_reporters,mean_loo_gini_contribution_top5_reporters,median_loo_gini_contribution_top5_reporters,mean_loo_gini_contribution_share_all_reporters,mean_loo_gini_contribution_share_present_reporters,mean_loo_gini_contribution_share_top5_reporters,median_loo_gini_contribution_share_top5_reporters,mean_full_gini
Exports,partner,208,Denmark (DNK),Denmark (DNK),33,32,1,-0.0012298244162781118,-0.0012682564292868029,-2.2036213820575412e-05,-2.2036213820575412e-05,-0.0013825309259859677,-0.0014257350174230294,-2.469534566132221e-05,-2.469534566132221e-05,0.8953137399501966
Exports,partner,246,Finland (FIN),Finland (FIN),33,32,1,-0.0007592662988160368,-0.0007829933706540379,-0.00041832681431031027,-0.00041832681431031027,-0.0008522821764085382,-0.0008789159944213049,-0.00046880672709514966,-0.00046880672709514966,0.8953137399501966
Exports,partner,368,Iraq (IRQ),Iraq (IRQ),33,32,1,-0.00010925438109151327,-0.00011266858050062306,0.0014333085334237161,0.0014333085334237161,-0.0001265781653924341,-0.00013053373306094764,0.0017748208323980779,0.0017748208323980779,0.8953137399501966
Exports,partner,348,Hungary (HUN),Hungary (HUN),33,32,1,-0.0010850343698251233,-0.0011189416938821584,-0.000803526706711688,-0.000803526706711688,-0.0012243183663905486,-0.0012625783153402534,-0.0008794185130423748,-0.0008794185130423748,0.8953137399501966
Exports,partner,642,Romania (ROU),Romania (ROU),33,33,1,-0.0010495282123475687,-0.0010495282123475687,-0.0016323086004790266,-0.0016323086004790266,-0.001182302828374677,-0.001182302828374677,-0.0018141398105435867,-0.0018141398105435867,0.8953137399501966
Exports,partner,40,Austria (AUT),Austria (AUT),33,32,1,-0.001206129124996675,-0.001243820660152821,-0.002070987822710535,-0.002070987822710535,-0.0013597258884571835,-0.0014022173224714706,-0.002266589294872621,-0.002266589294872621,0.8953137399501966
Exports,partner,36,Australia (AUS),Australia (AUS),33,32,1,-0.0010811526119757725,-0.0011149386311000153,0.005261424363085743,0.005261424363085743,-0.001221871196707523,-0.001260054671604633,0.005818630325682492,0.005818630325682492,0.8953137399501966
Exports,partner,196,Cyprus (CYP),Cyprus (CYP),33,32,1,6.537987892026831e-05,6.742300013652669e-05,0.0013599545205857932,0.0013599545205857932,6.902247143630432e-05,7.117942366868881e-05,0.0015923002211264833,0.0015923002211264833,0.8953137399501966
Exports,partner,100,Bulgaria (BGR),Bulgaria (BGR),33,33,1,-0.0005563666094338957,-0.0005563666094338957,0.0006836359022601712,0.0006836359022601712,-0.0006284101093528924,-0.0006284101093528924,0.0008004338247061268,0.0008004338247061268,0.8953137399501966
Exports,product,271019,Refined petroleum oils,Refined petroleum oils (HS 271019),33,33,13,0.0019902320440667526,0.0019902320440667526,0.004540451501539904,0.0029924350434533675,0.0021962647199909114,0.0021962647199909114,0.004992234465106395,0.0034743247020248428,0.9197688938362708
Exports,product,300490,Packaged medicaments,Packaged medicaments (HS 300490),33,32,13,0.001474865605380359,0.0015209551555484951,0.003318267333170046,0.0030364726300509126,0.0016493093933477067,0.0017008503118898224,0.0037191550754685785,0.0034841976770983414,0.9197688938362708
Exports,product,870323,"Passenger cars, medium gasoline","Passenger cars, medium gasoline (HS 870323)",33,33,7,0.0006920360730647262,0.0006920360730647262,0.0024676272584220893,0.0023251152952166176,0.00076227680494828,0.00076227680494828,0.0027061506055446353,0.0025615623910809075,0.9197688938362708
Exports,product,271012,"Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not...",Petroleum oils and oils from bituminous... (HS 271012),33,33,7,0.0007400803619085787,0.0007400803619085787,0.0027162375000459515,0.002638348661042844,0.0008160763562440002,0.0008160763562440002,0.0029823135257028427,0.0030273707015191723,0.9197688938362708
Exports,product,270900,Crude petroleum oil,Crude petroleum oil (HS 270900),33,28,6,0.0013480832179973675,0.001588812364068326,0.006884049028571315,0.005713081845959644,0.0014277890620417925,0.0016827513945492554,0.007261304942964032,0.005872016505803753,0.9197688938362708
Exports,product,710812,Unwrought non-monetary gold,Unwrought non-monetary gold (HS 710812),33,31,6,0.0008849560871436028,0.0009420500282496417,0.004021413795041395,0.002417752669974682,0.0009446875144517438,0.0010056350960292756,0.0042227551191685525,0.0026437190859378078,0.9197688938362708
