reporter_code,iso3,country,year,total_imports,import_products,weighted_supplier_hhi,top_supplier_component,residual_component,equal_weight_supplier_hhi,weighted_top_supplier_share,median_top_supplier_share,median_source_hhi,share_products_top_supplier_ge_75,import_value_share_products_top_supplier_ge_75,top_supplier_component_share,product_weight_amplification,product_weight_amplification_pct,residual_component_share,product_gini,partner_gini,product_partner_cell_gini
36,AUS,Australia,1988,33025740133.0,4848,0.37827278066467707,0.3102057515039012,0.0680670291607759,0.42672099829690396,0.5109077937102776,0.5025687212628848,0.34381974242983726,0.22586633663366337,0.19895510006858202,0.8200583477320974,-0.0484482176322269,-0.11353605242205024,0.17994165226790254,0.8081090458067646,0.8981440873837652,0.9088222974426684
36,AUS,Australia,1989,39839624977.0,4869,0.3804266673628342,0.3161833705774487,0.06424329678538547,0.42197873118994006,0.5177781583262617,0.4999203578236171,0.3445998562521986,0.21585541178886836,0.1812339692998712,0.8311283033055276,-0.041552063827105856,-0.09846956909399905,0.16887169669447238,0.8158771988796742,0.896825158535848,0.913113660164986
36,AUS,Australia,1990,38632769854.0,4839,0.38186386589927296,0.3161180829208226,0.06574578297845035,0.42636242607755503,0.5130705886714388,0.5007066542191795,0.3461017129581951,0.22463318867534615,0.2049626455707045,0.8278292636470804,-0.044498560178282076,-0.10436792141291508,0.17217073635291955,0.8178561698655062,0.8975402791132692,0.9128881318132394
36,AUS,Australia,1991,38438777372.0,4817,0.39575373086110266,0.3328018853079339,0.06295184555316871,0.429379295279016,0.5281591618152885,0.5049948937673248,0.3494857291990632,0.22565912393605977,0.2363026358537739,0.8409317698251519,-0.03362556441791337,-0.078312030383447,0.15906823017484797,0.8206311141148188,0.8991141845872148,0.916049486953252
36,AUS,Australia,1992,40570634351.0,4826,0.37964592612276976,0.31569899783229755,0.06394692829047226,0.4307235714589146,0.515159333871368,0.5084257189177716,0.3517544603232305,0.226067136344799,0.19543389135606568,0.8315616634068843,-0.05107764533614484,-0.11858567471275944,0.16843833659311577,0.8217397584738932,0.9015744034084904,0.9159272026115992
36,AUS,Australia,1993,42322310430.0,4848,0.37019944933222754,0.3046530843914345,0.06554636494079302,0.4296131729455741,0.5049553677922871,0.5078644605396643,0.3498471209021068,0.23246699669966997,0.18362847231258778,0.8229431052395493,-0.05941372361334657,-0.13829586091596274,0.17705689476045072,0.8231555498560339,0.9054557746331152,0.9179701194043915
36,AUS,Australia,1994,49918035761.0,4860,0.3514860620704379,0.28487670497093887,0.06660935709949908,0.4252766322354374,0.48893391973304406,0.5024162823839113,0.3433461109171725,0.22078189300411522,0.13612606314347242,0.8104921808075835,-0.07379057016499946,-0.1735119321678325,0.18950781919241663,0.8214212309407678,0.9052419225369042,0.917565369861116
36,AUS,Australia,1995,57380832838.0,4856,0.33754516248542904,0.2715639936258656,0.06598116885956341,0.4217448032730817,0.4771106282875315,0.5020002533258965,0.34170250083019726,0.22549423393739704,0.1409866378698238,0.8045263976715659,-0.08419964078765269,-0.19964594734587168,0.19547360232843405,0.8254910425500062,0.9007642173743092,0.9199864639159874
36,AUS,Australia,1996,61351822767.0,4949,0.32724965197500855,0.26023772223030983,0.0670119297446987,0.4184024207723423,0.4668652425662983,0.4984221515609758,0.3365853081087027,0.2155991109315013,0.12228225941210853,0.795226887667351,-0.09115276879733375,-0.2178590855881569,0.20477311233264897,0.8262766280717919,0.9005218209634755,0.9215529416380116
36,AUS,Australia,1997,61778543647.0,4954,0.31939274632899495,0.2520027383787093,0.06739000795028566,0.41490762224796507,0.46178585506985087,0.49308327767771215,0.3377243760105423,0.20771094065401696,0.10468348847705558,0.789005828326265,-0.09551487591897012,-0.23020757102863415,0.21099417167373502,0.8279125183502196,0.8993414151872918,0.9222407343694476
36,AUS,Australia,1998,60740581554.0,4936,0.3292477708576829,0.2653637802268075,0.06388399063087542,0.4178435880105985,0.4748054566675577,0.4989243426009848,0.3385652317578502,0.2157617504051864,0.1253234693552042,0.8059698613464897,-0.08859581715291559,-0.21203105586645588,0.19403013865351035,0.8348502049619255,0.9062918464035672,0.9239829859224626
36,AUS,Australia,1999,65112565262.0,4893,0.32793584243686164,0.2638659796684558,0.06406986276840582,0.4159111810527987,0.46840261559775004,0.4964461114449717,0.3348227927079653,0.21622726343756388,0.12276234649696668,0.8046268370901196,-0.08797533861593704,-0.21152434131067238,0.19537316290988033,0.8386987907666128,0.9051777867705282,0.9252370323834304
36,AUS,Australia,2000,71555125510.0,4893,0.3181363894549538,0.25300631072720375,0.06513007872775005,0.41380079547491155,0.4622519446266289,0.4978538964205598,0.3372211712639032,0.21602288984263232,0.10317938359241934,0.7952762372159502,-0.09566440601995774,-0.23118468370793116,0.2047237627840498,0.8485153245727994,0.910843366374088,0.9341965582503676
36,AUS,Australia,2001,64319977347.0,4893,0.31223297499928915,0.247595108350316,0.06463786664897316,0.416042107569206,0.4561576512956977,0.5084125246332385,0.3427809610432312,0.2176578786020846,0.10916682436187923,0.7929819339257159,-0.10380913256991686,-0.24951592803055123,0.20701806607428416,0.8447438273522141,0.9086777705028076,0.9335400174757202
36,AUS,Australia,2002,73025896790.0,4965,0.3242043596938791,0.26080752518195893,0.06339683451192017,0.4141970244887137,0.46828311677348444,0.4997922470430787,0.3382078784660942,0.21289023162134946,0.1253889071206023,0.8044540962626756,-0.08999266479483459,-0.21727018658794534,0.19554590373732436,0.8485473540875521,0.9071456477360248,0.9359904711082344
36,AUS,Australia,2003,89065101597.0,4960,0.32156242322010214,0.2588898921308748,0.06267253108922735,0.4128196567370867,0.46677771622729874,0.4975195603536835,0.3347277317538811,0.21754032258064515,0.10586100114343308,0.8050999539634349,-0.09125723351698456,-0.2210583532729008,0.19490004603656513,0.8507569699307045,0.9090947632294872,0.9378269320996266
36,AUS,Australia,2004,109482715252.0,4985,0.3208078853674843,0.257439181744986,0.06336870362249832,0.41448127720656386,0.46343401867787637,0.4996305065019023,0.3348597369737464,0.2164493480441324,0.11640141875059312,0.802471489907707,-0.09367339183907958,-0.22600150354293527,0.19752851009229305,0.8552496062336259,0.9084774863213928,0.94047892446469
36,AUS,Australia,2005,125221245325.0,4959,0.32306296198217826,0.2633682735755232,0.05969468840665504,0.4137014933959386,0.4687287609595573,0.4926564234663576,0.3337397905165349,0.2260536398467433,0.10306535244481685,0.81522274159689,-0.09063853141376033,-0.21909162248784414,0.18477725840310996,0.8593166360266713,0.9084409319018036,0.9423638994361724
