model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,turning_point_log_gni_pc,turning_point_gni_pc_current_usd
quadratic_controls_year_fe_two_way_cluster,rd2_balanced_2000_2024,Exports,product,top_product_1pct_share,product_top_1pct_share,log_gni_pc,-0.16777562538808097,0.08177945241584733,-2.051562103093383,0.05127806204124363,-0.3365601195998755,0.001008868823713538,1375,25,0.5366858356089289,ok,1375,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",13.266284093896513,577396.2744456505
quadratic_controls_year_fe_two_way_cluster,rd2_balanced_2000_2024,Exports,product,top_product_1pct_share,product_top_1pct_share,log_gni_pc_sq,0.006323384310202974,0.004867571191933135,1.2990840936610253,0.20625740545135363,-0.0037227888714498163,0.016369557491855764,1375,25,0.5366858356089289,ok,1375,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",13.266284093896513,577396.2744456505
quadratic_controls_year_fe_two_way_cluster,rd2_balanced_2000_2024,Exports,product,top_product_1pct_share,product_top_1pct_share,log_population,-0.04092439875528102,0.007263405928719862,-5.634326259181515,8.427578609821996e-06,-0.05591533180408638,-0.025933465706475655,1375,25,0.5366858356089289,ok,1375,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",13.266284093896513,577396.2744456505
quadratic_controls_year_fe_two_way_cluster,rd2_balanced_2000_2024,Exports,product,top_product_1pct_share,product_top_1pct_share,oil_export_share,0.3824181187633522,0.053365190190342096,7.16605932442758,2.0914213006051413e-07,0.27227777948849935,0.492558458038205,1375,25,0.5366858356089289,ok,1375,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",13.266284093896513,577396.2744456505
quadratic_year_fe_country_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,log_gni_pc,-0.1278400320027734,0.07915175681135288,-1.6151256415882496,0.11211200661413065,-0.28652974985755275,0.030849685852005926,1375,55,0.12584421656552436,ok,1375,0,,year,clustered by reporter_code,reporter_code,"Student t, df=54",10.093715583857577,24190.50751765617
quadratic_year_fe_country_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,log_gni_pc_sq,0.0063326547563526655,0.004692927121463488,1.3494040270495036,0.18283784133580308,-0.0030760976304454795,0.01574140714315081,1375,55,0.12584421656552436,ok,1375,0,,year,clustered by reporter_code,reporter_code,"Student t, df=54",10.093715583857577,24190.50751765617
quadratic_controls_year_fe_country_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,log_gni_pc,-0.09489360778869158,0.0668628406376491,-1.419227883286474,0.16157941012677673,-0.228945532132533,0.03915831655514984,1375,55,0.30114557941209397,ok,1375,0,,year,clustered by reporter_code,reporter_code,"Student t, df=54",10.524835970939979,37228.72690741325
quadratic_controls_year_fe_country_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,log_gni_pc_sq,0.004508080128312754,0.003918034029159044,1.1505974922020663,0.25496759790947,-0.0033471051471642144,0.012363265403789722,1375,55,0.30114557941209397,ok,1375,0,,year,clustered by reporter_code,reporter_code,"Student t, df=54",10.524835970939979,37228.72690741325
quadratic_controls_year_fe_country_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,log_population,-0.007858113063905601,0.005945850373948443,-1.321612985475665,0.19186909320919254,-0.019778825329300045,0.004062599201488845,1375,55,0.30114557941209397,ok,1375,0,,year,clustered by reporter_code,reporter_code,"Student t, df=54",10.524835970939979,37228.72690741325
quadratic_controls_year_fe_country_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,oil_export_share,0.27146134370529656,0.04060082006364134,6.686104942702731,1.3316631614255225e-08,0.19006160047625192,0.3528610869343412,1375,55,0.30114557941209397,ok,1375,0,,year,clustered by reporter_code,reporter_code,"Student t, df=54",10.524835970939979,37228.72690741325
quadratic_controls_year_fe_two_way_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,log_gni_pc,-0.09489360778869158,0.064639038157982,-1.468054143330002,0.15507433914216764,-0.2283020256679694,0.03851481009058624,1375,25,0.30114557941209397,ok,1375,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",10.524835970939979,37228.72690741325
quadratic_controls_year_fe_two_way_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,log_gni_pc_sq,0.004508080128312754,0.003795134850024205,1.1878576931947495,0.24651256665651466,-0.0033246932298365787,0.012340853486462086,1375,25,0.30114557941209397,ok,1375,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",10.524835970939979,37228.72690741325
quadratic_controls_year_fe_two_way_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,log_population,-0.007858113063905601,0.0058749514184338195,-1.337562220386916,0.19357757503623046,-0.01998341684604566,0.00426719071823446,1375,25,0.30114557941209397,ok,1375,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",10.524835970939979,37228.72690741325
quadratic_controls_year_fe_two_way_cluster,rd2_balanced_2000_2024,Exports,product,top_product_partner_cell_1pct_share,product_partner_cell_top_1pct_share,oil_export_share,0.27146134370529656,0.03947945984286007,6.876014636111868,4.123655897870623e-07,0.18997974332176645,0.35294294408882665,1375,25,0.30114557941209397,ok,1375,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",10.524835970939979,37228.72690741325
