model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,bh_q_value,source_note,source_label,source_matches_country_size_panel
post2001_common_universe_two_way_cluster,rd2_countries,Exports,product,entry_share,new_value_share,log_gdp_per_capita,-0.01574692585746576,0.01169837140999123,-1.3460784672998827,0.19198492858723756,-0.04000786326298489,0.008514011548053365,1365,23,0.2249605712956293,ok,1365,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,product,entry_share,new_active_share,log_population,-0.02974716150183297,0.007172155801335262,-4.147589975150129,0.0004207542259537303,-0.04462130225703371,-0.01487302074663223,1365,23,0.38691331159157183,ok,1365,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",0.0016112084833477763,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,product,entry_share,new_active_share,log_gdp_per_capita,-0.05378018008789651,0.012488832427298355,-4.306261646232249,0.0002855464979393816,-0.0796804333084369,-0.02787992686735613,1365,23,0.38691331159157183,ok,1365,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,product,exit_share,old_exit_count_share,log_population,-0.040588252440097214,0.006817262697975252,-5.953746281796072,5.428824433851815e-06,-0.05472638994625475,-0.02645011493393968,1365,23,0.6416636362089929,ok,1365,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",6.508874327232156e-05,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,product,exit_share,old_exit_count_share,log_gdp_per_capita,-0.0759889175172837,0.007717660926101669,-9.84610729143125,1.5995277223995039e-09,-0.09199436665914111,-0.0599834683754263,1365,23,0.6416636362089929,ok,1365,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,gini,total_gini,log_population,-0.0059651027496236565,0.0020583897674520246,-2.897946173239849,0.008344638067070616,-0.010233941851591618,-0.0016962636476556946,1372,23,0.11970041626723937,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",0.0182064830554268,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,gini,total_gini,log_gdp_per_capita,0.002439821646706317,0.0020339249251729564,1.1995632761611617,0.24306901877436965,-0.0017782804777485657,0.0066579237711612,1372,23,0.11970041626723937,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,gini,old_positive_gini,log_population,-0.003412243142934335,0.0021029221049182283,-1.6226198464288906,0.11891492092764618,-0.007773436660224269,0.0009489503743555991,1372,23,0.14874310710618466,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",0.1502083211717636,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,gini,old_positive_gini,log_gdp_per_capita,0.0074893535492259935,0.0022716669081113906,3.296853743162752,0.0032865084438599658,0.0027782047292449963,0.01220050236920699,1372,23,0.14874310710618466,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,gini,old_universe_gini_with_exits,log_population,-0.006402161033523478,0.001854610373434259,-3.452024816225055,0.002270685891500258,-0.010248387538444195,-0.002555934528602761,1372,23,0.15314432517648024,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",0.005449646139600619,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,gini,old_universe_gini_with_exits,log_gdp_per_capita,0.002380552327775311,0.0021346602283138357,1.1151902753421816,0.2768030910855918,-0.002046462028850588,0.00680756668440121,1372,23,0.15314432517648024,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,entry_share,new_value_share,log_population,-0.004803329518727548,0.001988356390018909,-2.4157286605354837,0.02445379174837804,-0.008926928285382614,-0.0006797307520724823,1372,23,0.12031382158853587,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",0.041920785854362354,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,entry_share,new_value_share,log_gdp_per_capita,-0.005490967462635962,0.0024361364492525707,-2.2539654805955727,0.03449545060971058,-0.010543205234480183,-0.00043872969079174033,1372,23,0.12031382158853587,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,entry_share,new_active_share,log_population,-0.026948661353770758,0.0054609263528488374,-4.9348150135209705,6.169969335836765e-05,-0.03827392944275126,-0.015623393264790257,1372,23,0.44663551087327324,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",0.0002961585281201647,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,entry_share,new_active_share,log_gdp_per_capita,-0.04557063551543159,0.007145108566486401,-6.377878669216765,2.0360096217673802e-06,-0.060388683738718,-0.03075258729214518,1372,23,0.44663551087327324,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,exit_share,old_exit_count_share,log_population,-0.02629077454247908,0.0050975040636308065,-5.157577946834026,3.600179160324146e-05,-0.03686235093357428,-0.015719198151383874,1372,23,0.40583143829087553,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",0.00021601074961944878,default_export_aggregate,Main export item universe,True
post2001_common_universe_two_way_cluster,rd2_countries,Exports,partner,exit_share,old_exit_count_share,log_gdp_per_capita,-0.03650593946125925,0.005515478550695079,-6.618816323138207,1.1776009060740212e-06,-0.04794434188414804,-0.025067537038370453,1372,23,0.40583143829087553,ok,1372,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=22",,default_export_aggregate,Main export item universe,True
