metric,rank,country,iso3,reporter_code,year,flow,metric_value,active_count,universe_count,total_trade_value
theil,36,Norway,NOR,579,2024,Exports,5.741854512016316,4369,6873,163003956947.217
theil,37,Armenia,ARM,51,2024,Exports,5.724701933279477,3041,6873,13070809687.664001
theil,38,Bolivia (Plurinational State of),BOL,68,2024,Exports,5.722667529759095,1477,6873,9058056656.199999
theil,39,"China, Macao SAR",MAC,446,2024,Exports,5.715627729505608,467,6873,959915111.846
theil,40,Côte d'Ivoire,CIV,384,2024,Exports,5.688425612153838,2640,6873,20548862153.446
theil,41,Paraguay,PRY,600,2024,Exports,5.610317184265377,1744,6873,10914401725.485
theil,42,Cyprus,CYP,196,2024,Exports,5.599173174572412,1815,6873,5559056783.4
theil,43,Barbados,BRB,52,2024,Exports,5.418796932149352,1414,6873,488641831.0
theil,44,United Rep. of Tanzania,TZA,834,2024,Exports,5.372834110163348,2633,6873,8702027903.890999
theil,45,Lesotho,LSO,426,2024,Exports,5.369388733805813,1638,6873,1004368215.3760002
theil,46,Peru,PER,604,2024,Exports,5.3629906096263165,3681,6873,74053783276.54001
theil,47,Australia,AUS,36,2024,Exports,5.3475961099305565,4879,6873,332797921577.225
theil,48,Chile,CHL,152,2024,Exports,5.337536195268062,3711,6873,98849400484.64398
theil,49,Nicaragua,NIC,558,2024,Exports,5.29767419502487,2066,6873,7521851616.5
theil,50,Malta,MLT,470,2024,Exports,5.230382837050282,1999,6873,3728337137.952
theil,51,Iceland,ISL,352,2024,Exports,5.219374515688486,2107,6873,6872368527.741001
theil,52,Namibia,NAM,516,2024,Exports,5.21369910238101,3243,6873,6533083288.871
theil,53,Senegal,SEN,686,2024,Exports,5.1677781065602915,2089,6873,6305879310.251001
theil,54,Kyrgyzstan,KGZ,417,2024,Exports,5.167669243533367,2014,6873,3685343515.0
theil,55,Grenada,GRD,308,2024,Exports,5.158823249935384,671,6873,43127763.067
theil,56,Bahrain,BHR,48,2024,Exports,5.138330161946229,3111,6873,12405558616.225
theil,57,Argentina,ARG,32,2024,Exports,5.06091507592172,1175,6873,54871851873.14
theil,58,Togo,TGO,768,2024,Exports,5.028365776259957,949,6873,1372307203.722
theil,59,Fiji,FJI,242,2024,Exports,5.026965008770836,2008,6873,923874691.2559999
theil,60,Colombia,COL,170,2024,Exports,4.98502105467228,3916,6873,49546391713.549995
theil,61,Uruguay,URY,858,2024,Exports,4.953634941608608,2026,6873,10248387373.0
theil,62,Madagascar,MDG,450,2024,Exports,4.918296594627383,1720,6873,2550850031.788
theil,63,Montenegro,MNE,499,2024,Exports,4.873129665564217,1797,6873,660673118.52
theil,64,Honduras,HND,340,2024,Exports,4.85308848380684,2409,6873,6970519872.37
theil,65,Costa Rica,CRI,188,2024,Exports,4.836316023247917,3178,6873,19880341333.983
theil,66,Switzerland,CHE,757,2024,Exports,4.733563536303006,5076,6873,440834767933.728
theil,67,"China, Hong Kong SAR",HKG,344,2024,Exports,4.731052045682668,4267,6873,638725748320.286
theil,68,Antigua and Barbuda,ATG,28,2024,Exports,4.643213483474051,1034,6873,33361871.437999997
theil,69,Georgia,GEO,268,2024,Exports,4.639041386466512,2799,6873,6404012465.124
theil,70,Ireland,IRL,372,2024,Exports,4.630548939439885,4705,6873,241995087870.668
theil,71,Dominican Rep.,DOM,214,2024,Exports,4.541963371123782,2879,6873,12847590897.010998
theil,72,Panama,PAN,591,2024,Exports,4.508991429649194,1859,6873,1158357714.0
theil,73,Brazil,BRA,76,2024,Exports,4.50557110477744,4683,6873,322480574695.0
theil,74,Morocco,MAR,504,2024,Exports,4.368646374322419,3551,6873,80525530850.752
theil,75,North Macedonia,MKD,807,2024,Exports,4.3675900708192446,3209,6873,8413033233.209999
theil,76,Mauritius,MUS,480,2024,Exports,4.353310793685193,2371,6873,1719829164.413
theil,77,Jordan,JOR,400,2024,Exports,4.329936775592108,2389,6873,13250440376.033998
theil,78,Kenya,KEN,404,2024,Exports,4.303973960175715,3644,6873,8255120905.654999
theil,79,Ukraine,UKR,804,2024,Exports,4.288906365656428,4039,6873,41587217109.350006
theil,80,Slovenia,SVN,705,2024,Exports,4.2751395976142375,4736,6873,66482043683.703995
theil,81,Philippines,PHL,608,2024,Exports,4.245116173315731,3153,6873,72694507295.0
theil,82,Albania,ALB,8,2024,Exports,4.214917782399298,642,6873,2401785065.95
theil,83,Rep. of Moldova,MDA,498,2024,Exports,4.182862916143418,2393,6873,3553923851.0
theil,84,Singapore,SGP,702,2024,Exports,4.093420002796114,4990,6873,470216803889.966
theil,85,Lebanon,LBN,422,2024,Exports,4.043715118123082,2985,6873,4264251067.0
theil,86,New Zealand,NZL,554,2024,Exports,4.033769535513443,4335,6873,42045166653.341
theil,87,Pakistan,PAK,586,2024,Exports,3.9386893996464694,3177,6873,32434332508.33
theil,88,Cambodia,KHM,116,2024,Exports,3.8775412302758387,2013,6873,26662107525.473003
theil,89,Sri Lanka,LKA,144,2024,Exports,3.8179365856973067,3227,6873,12109626421.002
theil,90,Greece,GRC,300,2024,Exports,3.805827440108512,4647,6873,51352691923.705
theil,91,El Salvador,SLV,222,2024,Exports,3.757211032467038,2690,6873,6311202862.09
theil,92,Malaysia,MYS,458,2024,Exports,3.7112702790081054,4979,6873,328729274734.5
theil,93,Israel,ISR,376,2024,Exports,3.6904883591630684,3379,6873,52071885000.0
theil,94,Tunisia,TUN,788,2024,Exports,3.6851956322015162,2923,6873,19975662776.652
theil,95,Guatemala,GTM,320,2024,Exports,3.6028037850931063,3727,6873,14695977371.0
theil,96,Indonesia,IDN,360,2024,Exports,3.600368735719949,4663,6873,266304975038.58502
theil,97,South Africa,ZAF,710,2024,Exports,3.5909707948652914,5353,6873,109670728181.42299
theil,98,Canada,CAN,124,2024,Exports,3.528908934837743,5162,6873,529357830205.09607
theil,99,Rep. of Korea,KOR,410,2024,Exports,3.4969637699812886,5013,6873,683089471519.0
theil,100,Luxembourg,LUX,442,2024,Exports,3.492250948467713,3990,6873,15301244097.161
theil,101,Egypt,EGY,818,2024,Exports,3.4694132598358998,3325,6873,44768217053.403
theil,102,Mexico,MEX,484,2024,Exports,3.4432163219868697,3130,6873,547592557143.0
theil,103,Slovakia,SVK,703,2024,Exports,3.363522385976162,4627,6873,115322054684.55199
theil,104,Bosnia Herzegovina,BIH,70,2024,Exports,3.24918658701631,3400,6873,8893798188.846
theil,105,United Kingdom,GBR,826,2024,Exports,3.23034818729194,5276,6873,494267654806.12695
theil,106,India,IND,699,2024,Exports,3.0932019324124704,5197,6873,434415330189.367
theil,107,Serbia,SRB,688,2024,Exports,3.065847408456933,4367,6873,32492155169.0
theil,108,Finland,FIN,246,2024,Exports,3.0345228507419897,4319,6873,69501886898.84
theil,109,Hungary,HUN,348,2024,Exports,3.0316295290105773,4632,6873,148025178761.343
theil,110,Japan,JPN,392,2024,Exports,2.969866833166879,4858,6873,647248499603.337
theil,111,Romania,ROU,642,2024,Exports,2.9436709979780433,4856,6873,99949430292.95001
theil,112,Bulgaria,BGR,100,2024,Exports,2.9293648822297693,4463,6873,43063306598.276
theil,113,Thailand,THA,764,2024,Exports,2.927020093093406,4974,6873,300759403353.17
theil,114,Lithuania,LTU,440,2024,Exports,2.878274145337489,4625,6873,38760844600.0
theil,115,Czechia,CZE,203,2024,Exports,2.830519397336873,5152,6873,258705155452.0
theil,116,Belgium,BEL,56,2024,Exports,2.8268040581072555,5365,6873,361569942857.32196
theil,117,Estonia,EST,233,2024,Exports,2.825056433258584,4055,6873,18551126688.43
theil,118,Latvia,LVA,428,2024,Exports,2.8043863764785613,4323,6873,19068065105.308
theil,119,Croatia,HRV,191,2024,Exports,2.777848106997938,4524,6873,25955346807.0
theil,120,Sweden,SWE,752,2024,Exports,2.729654250172353,5115,6873,187984660379.21698
theil,121,Portugal,PRT,620,2024,Exports,2.6844166431449534,4925,6873,82538522791.82
theil,122,USA,USA,842,2024,Exports,2.633090933102423,5517,6873,1861265103937.0
theil,123,Netherlands,NLD,528,2024,Exports,2.426579239112581,5432,6873,678150400088.062
theil,124,Denmark,DNK,208,2024,Exports,2.405958345113552,5025,6873,113813249913.64801
theil,125,Türkiye,TUR,792,2024,Exports,2.392183241784362,5148,6873,254982397156.0
theil,126,Austria,AUT,40,2024,Exports,2.391442712492126,5022,6873,196833236914.60098
theil,127,France,FRA,251,2024,Exports,2.38165844891937,5472,6873,644263935532.759
theil,128,Spain,ESP,724,2024,Exports,2.2607506995249445,5397,6873,383468213566.261
theil,129,China,CHN,156,2024,Exports,2.2424984685444316,5227,6873,3479639306679.0
theil,130,Germany,DEU,276,2024,Exports,2.2398331387185704,5361,6873,1572581059596.584
theil,131,Poland,POL,616,2024,Exports,2.213684583312914,5208,6873,378603002972.0
theil,132,Italy,ITA,380,2024,Exports,2.147537868220029,5306,6873,628773462492.474
theil,1,Brunei Darussalam,BRN,96,2024,Imports,5.830235212758145,3327,6891,7123794550.046
theil,2,Mauritania,MRT,478,2024,Imports,4.692090471836276,2733,6891,4811430540.476999
theil,3,Gambia,GMB,270,2024,Imports,4.647777927255668,2654,6891,988450219.4189999
theil,4,"China, Hong Kong SAR",HKG,344,2024,Imports,4.557472111584344,4548,6891,696384751615.173
theil,5,Burkina Faso,BFA,854,2024,Imports,4.419712843752897,3417,6891,6428761846.702
theil,6,Armenia,ARM,51,2024,Imports,4.357522441168644,4498,6891,16795026899.242
theil,7,Central African Rep.,CAF,140,2024,Imports,4.244090887899879,1603,6891,779447228.9219999
theil,8,Uganda,UGA,800,2024,Imports,4.1276732382696455,4404,6891,13832924772.849998
theil,9,Switzerland,CHE,757,2024,Imports,4.035353113293264,5453,6891,366764520548.95496
theil,10,Benin,BEN,204,2024,Imports,4.02454387398274,3392,6891,3363901535.62
theil,11,Nigeria,NGA,566,2024,Imports,4.021501914891793,4495,6891,39593021295.422
theil,12,"China, Macao SAR",MAC,446,2024,Imports,3.9596049355552068,2022,6891,14765080532.808
theil,13,Niger,NER,562,2024,Imports,3.9166848807238184,2995,6891,1501192423.948
theil,14,Singapore,SGP,702,2024,Imports,3.885984238109928,5154,6891,452915359725.972
theil,15,Lebanon,LBN,422,2024,Imports,3.880595252498894,4278,6891,17302339444.0
theil,16,Pakistan,PAK,586,2024,Imports,3.75643383259927,4444,6891,56467161489.035
theil,17,China,CHN,156,2024,Imports,3.7427694456329337,5075,6891,2575856182234.0
theil,18,Senegal,SEN,686,2024,Imports,3.7328875996593585,4135,6891,11348956799.039001
theil,19,Malta,MLT,470,2024,Imports,3.704027643055378,4727,6891,9442947279.227001
theil,20,India,IND,699,2024,Imports,3.6862682567964136,5051,6891,696237787539.398
theil,21,Slovenia,SVN,705,2024,Imports,3.6645079813744097,5175,6891,74893348302.437
theil,22,Côte d'Ivoire,CIV,384,2024,Imports,3.5561778919131473,4450,6891,17219302729.824
theil,23,Samoa,WSM,882,2024,Imports,3.518468208094623,2964,6891,489557369.44500005
theil,24,Malawi,MWI,454,2024,Imports,3.5183280208798613,3957,6891,3210845719.6449995
theil,25,Seychelles,SYC,690,2024,Imports,3.5003241541310754,3886,6891,1495419600.066
theil,26,Guyana,GUY,328,2024,Imports,3.4773913043087368,3728,6891,7210493332.705
theil,27,Kyrgyzstan,KGZ,417,2024,Imports,3.475549686950409,4108,6891,11705748368.0
theil,28,Fiji,FJI,242,2024,Imports,3.4499942167399977,3920,6891,2967071515.004
theil,29,Bolivia (Plurinational State of),BOL,68,2024,Imports,3.3907997008546924,4295,6891,9899603990.0
theil,30,Zambia,ZMB,894,2024,Imports,3.3758970968694935,4489,6891,11261976450.303001
theil,31,Oman,OMN,512,2024,Imports,3.3736245760423618,4876,6891,43442274722.595
theil,32,Madagascar,MDG,450,2024,Imports,3.3634820182474607,4140,6891,4795450240.825
theil,33,Zimbabwe,ZWE,716,2024,Imports,3.340386545437438,4305,6891,9467255896.909
theil,34,Togo,TGO,768,2024,Imports,3.3269855361050085,2598,6891,2967928810.08
theil,35,Kenya,KEN,404,2024,Imports,3.3162611416129217,4631,6891,20203093057.8
theil,36,Angola,AGO,24,2024,Imports,3.299385092583257,4746,6891,13877313995.48
theil,37,Maldives,MDV,462,2024,Imports,3.264459848555831,3238,6891,3634394983.2379994
theil,38,Bahrain,BHR,48,2024,Imports,3.2470076749851478,4662,6891,15557899390.082003
theil,39,Mozambique,MOZ,508,2024,Imports,3.2405732997590464,4464,6891,9137666103.400002
theil,40,Jamaica,JAM,388,2024,Imports,3.2208685556002035,4089,6891,7287753164.01
theil,41,United Rep. of Tanzania,TZA,834,2024,Imports,3.215658543584456,4569,6891,15684503481.074001
theil,42,Cyprus,CYP,196,2024,Imports,3.2033307600224132,4481,6891,13417044844.494999
theil,43,Rep. of Korea,KOR,410,2024,Imports,3.2010600166937397,5386,6891,631727134467.0
theil,44,Mauritius,MUS,480,2024,Imports,3.197544494991739,4438,6891,6649756609.274
theil,45,Ireland,IRL,372,2024,Imports,3.1721782464457133,5383,6891,144399723001.803
theil,46,Trinidad and Tobago,TTO,780,2024,Imports,3.168832285221676,3980,6891,7664459762.997999
theil,47,Honduras,HND,340,2024,Imports,3.1612282765002644,4185,6891,14508558215.869999
theil,48,Namibia,NAM,516,2024,Imports,3.1536329803163468,4802,6891,8876440749.341
theil,49,Azerbaijan,AZE,31,2024,Imports,3.1366481584723047,4514,6891,21008223820.31
theil,50,Barbados,BRB,52,2024,Imports,3.1289073937484413,4062,6891,2123582343.0
theil,51,Ecuador,ECU,218,2024,Imports,3.126417999652775,4538,6891,28961887390.518
theil,52,Cabo Verde,CPV,132,2024,Imports,3.118137751893409,3511,6891,915583980.366
theil,53,Egypt,EGY,818,2024,Imports,3.113958728153941,4706,6891,94634470705.659
theil,54,Malaysia,MYS,458,2024,Imports,3.1099935064334154,5352,6891,298695905548.438
theil,55,Montserrat,MSR,500,2024,Imports,3.095730968526059,2556,6891,45630560.20999999
theil,56,Nicaragua,NIC,558,2024,Imports,3.0938151509058933,4054,6891,11463316027.5
theil,57,Georgia,GEO,268,2024,Imports,3.0918144665000042,4453,6891,16489789708.664
theil,58,Suriname,SUR,740,2024,Imports,3.089365110766223,2820,6891,1746401295.8000002
theil,59,Iceland,ISL,352,2024,Imports,3.0819299737716515,4861,6891,9835443738.776001
theil,60,Bermuda,BMU,60,2024,Imports,3.0787477717220884,3951,6891,1124902564.22
theil,61,Greece,GRC,300,2024,Imports,3.0528559430220135,5137,6891,85363893695.582
theil,62,Paraguay,PRY,600,2024,Imports,3.0473289267360033,4347,6891,17199851893.045
theil,63,Lesotho,LSO,426,2024,Imports,3.033251739188182,4097,6891,1860489643.248
theil,64,Panama,PAN,591,2024,Imports,3.0180890061239576,4162,6891,13981644259.0
theil,65,Cambodia,KHM,116,2024,Imports,3.009716156456286,4323,6891,28678192248.839996
theil,66,Jordan,JOR,400,2024,Imports,3.005874623265537,4206,6891,25115174441.882
theil,67,Grenada,GRD,308,2024,Imports,3.004593196158253,3541,6891,633620435.8679999
theil,68,Thailand,THA,764,2024,Imports,2.9601696460084757,5261,6891,307555410756.42
theil,69,Sri Lanka,LKA,144,2024,Imports,2.959536783191837,4661,6891,18390817345.496002
theil,70,Japan,JPN,392,2024,Imports,2.9510224571547314,5221,6891,728895746306.2009
theil,71,Belize,BLZ,84,2024,Imports,2.8903049762874398,3608,6891,1452266877.137
theil,72,Philippines,PHL,608,2024,Imports,2.8866556503809977,4927,6891,134881084425.0
theil,73,Morocco,MAR,504,2024,Imports,2.8772040594535366,4938,6891,96711070144.586
theil,74,Kuwait,KWT,414,2024,Imports,2.8566365835825094,4724,6891,36781291320.0
theil,75,Qatar,QAT,634,2024,Imports,2.844204183438224,4274,6891,34609879390.95599
theil,76,Bahamas,BHS,44,2024,Imports,2.8360369218042103,4705,6891,4736221771.0
theil,77,North Macedonia,MKD,807,2024,Imports,2.813736557831309,4525,6891,11949268396.84
theil,78,Dominican Rep.,DOM,214,2024,Imports,2.8008791941694793,4355,6891,32373547140.362
theil,79,French Polynesia,PYF,258,2024,Imports,2.787358904957893,2333,6891,1306613598.378
theil,80,Tunisia,TUN,788,2024,Imports,2.7826105128336924,4562,6891,26064018250.816
theil,81,Guatemala,GTM,320,2024,Imports,2.7453537954083025,4682,6891,32039662152.0
theil,82,South Africa,ZAF,710,2024,Imports,2.741440429786342,5268,6891,93018419163.67001
theil,83,El Salvador,SLV,222,2024,Imports,2.727317277591743,4556,6891,15759361450.61
theil,84,Chile,CHL,152,2024,Imports,2.7090971529294854,5023,6891,83446538706.168
theil,85,Montenegro,MNE,499,2024,Imports,2.7060406930779397,4272,6891,4398796515.151
theil,86,Australia,AUS,36,2024,Imports,2.7046239802391128,5125,6891,294010309237.51404
theil,87,United Kingdom,GBR,826,2024,Imports,2.6974535998529703,5401,6891,776500283491.7489
theil,88,Saudi Arabia,SAU,682,2024,Imports,2.6950263926062212,5011,6891,223702135322.976
theil,89,Albania,ALB,8,2024,Imports,2.684554096138367,3106,6891,8047016586.708
theil,90,Algeria,DZA,12,2024,Imports,2.668664572322838,4126,6891,47327369554.0
theil,91,Lithuania,LTU,440,2024,Imports,2.6683592173443373,5070,6891,42799002225.0
theil,92,Uruguay,URY,858,2024,Imports,2.66205314786912,4352,6891,12320021143.0
theil,93,Belgium,BEL,56,2024,Imports,2.6516175199606495,5484,6891,355824764325.36
theil,94,Peru,PER,604,2024,Imports,2.648617384529652,4684,6891,55008326641.021996
theil,95,Slovakia,SVK,703,2024,Imports,2.646713680610317,5296,6891,115531447921.938
theil,96,Mexico,MEX,484,2024,Imports,2.6367384035291455,4175,6891,544024732870.0
theil,97,Türkiye,TUR,792,2024,Imports,2.6344744427257547,5207,6891,307392038640.0
theil,98,Rep. of Moldova,MDA,498,2024,Imports,2.62965230542214,4423,6891,9044237100.0
theil,99,Luxembourg,LUX,442,2024,Imports,2.623936539345871,5099,6891,23509235821.187
theil,100,New Zealand,NZL,554,2024,Imports,2.6197661659320715,4938,6891,46859202404.08299
theil,101,Costa Rica,CRI,188,2024,Imports,2.5966517384295953,4553,6891,23674945696.574997
theil,102,Israel,ISR,376,2024,Imports,2.5875218088567595,4864,6891,89698654000.0
theil,103,Argentina,ARG,32,2024,Imports,2.5576953047239166,4528,6891,60203954980.2
theil,104,Antigua and Barbuda,ATG,28,2024,Imports,2.5547036847213818,3327,6891,662732555.167
theil,105,Hungary,HUN,348,2024,Imports,2.5459144173229267,5196,6891,133039000770.38
theil,106,Brazil,BRA,76,2024,Imports,2.5413747231941373,4800,6891,275845105821.0
theil,107,USA,USA,842,2024,Imports,2.5292638617805614,5485,6891,3228754846387.0
theil,108,Ukraine,UKR,804,2024,Imports,2.523660654539794,4885,6891,64803937550.67
theil,109,Bulgaria,BGR,100,2024,Imports,2.502644957226893,5094,6891,51656260915.381
theil,110,Finland,FIN,246,2024,Imports,2.492191416031871,5091,6891,74023379509.134
theil,111,Indonesia,IDN,360,2024,Imports,2.4901779066493774,5216,6891,233894256322.0
theil,112,Colombia,COL,170,2024,Imports,2.4824815728808796,4796,6891,63313256717.58
theil,113,Czechia,CZE,203,2024,Imports,2.4263516235189155,5368,6891,229082398703.0
theil,114,Netherlands,NLD,528,2024,Imports,2.418519074818928,5520,6891,610779669004.717
theil,115,Norway,NOR,579,2024,Imports,2.396792240721989,5167,6891,97802065418.639
theil,116,Sweden,SWE,752,2024,Imports,2.3944005338134335,5319,6891,179824431462.478
theil,117,Croatia,HRV,191,2024,Imports,2.393409763875072,5169,6891,45447733656.0
theil,118,Latvia,LVA,428,2024,Imports,2.3745948656411637,4938,6891,21337298596.557
theil,119,Estonia,EST,233,2024,Imports,2.370223908360425,4989,6891,21365696706.98
theil,120,Bosnia Herzegovina,BIH,70,2024,Imports,2.369859682444972,4760,6891,15853280486.967999
theil,121,Serbia,SRB,688,2024,Imports,2.310036353730038,5009,6891,36939782894.0
theil,122,Spain,ESP,724,2024,Imports,2.3054853548753766,5506,6891,434178361793.97705
theil,123,Italy,ITA,380,2024,Imports,2.280462492347782,5498,6891,583103174155.02
theil,124,Kazakhstan,KAZ,398,2024,Imports,2.240538056034034,5021,6891,59732040910.76
theil,125,Canada,CAN,124,2024,Imports,2.2247462700833887,5532,6891,528235421665.057
theil,126,France,FRA,251,2024,Imports,2.190719956042312,5540,6891,761699282847.7411
theil,127,Denmark,DNK,208,2024,Imports,2.1897611391428744,5394,6891,121661184714.539
theil,128,Portugal,PRT,620,2024,Imports,2.1759539539322676,5378,6891,112374124888.38
theil,129,Germany,DEU,276,2024,Imports,2.171479018318003,5499,6891,1308896181476.719
theil,130,Romania,ROU,642,2024,Imports,2.1368470449358528,5416,6891,136499119417.53
theil,131,Poland,POL,616,2024,Imports,2.0822585302067385,5387,6891,373568290917.0
theil,132,Austria,AUT,40,2024,Imports,2.0428516698098846,5369,6891,201941075583.91803
hhi,1,Qatar,QAT,634,2024,Exports,0.892622450553402,106,6873,15848464218.881996
hhi,2,Burkina Faso,BFA,854,2024,Exports,0.6814145472370879,986,6873,5642107004.336
hhi,3,Guyana,GUY,328,2024,Exports,0.6653467002942445,1944,6873,22409479415.308
hhi,4,Angola,AGO,24,2024,Exports,0.6409237308699404,2705,6873,39249519520.62
hhi,5,Niger,NER,562,2024,Exports,0.5713646085315407,449,6873,1007786657.4239999
hhi,6,Nigeria,NGA,566,2024,Exports,0.5241460798328177,723,6873,52351681082.401985
hhi,7,French Polynesia,PYF,258,2024,Exports,0.46206866032540667,72,6873,95570841.14700001
hhi,8,Suriname,SUR,740,2024,Exports,0.4397539894007178,888,6873,1474376618.1499999
hhi,9,Bermuda,BMU,60,2024,Exports,0.42859680597072636,702,6873,42187407.14999999
hhi,10,Azerbaijan,AZE,31,2024,Exports,0.4008533337201649,1964,6873,26404676883.300003
hhi,11,Saudi Arabia,SAU,682,2024,Exports,0.3755587532348297,3851,6873,296208477100.225
hhi,12,Kuwait,KWT,414,2024,Exports,0.37394467307908913,2770,6873,75946817071.0
hhi,13,Seychelles,SYC,690,2024,Exports,0.3536229289516231,559,6873,593393777.056
hhi,14,Malawi,MWI,454,2024,Exports,0.3469056478954164,1402,6873,958116143.427
hhi,15,Montserrat,MSR,500,2024,Exports,0.33754565625590505,120,6873,6145994.407
hhi,16,Zambia,ZMB,894,2024,Exports,0.29313550364898966,2182,6873,11273958331.748001
hhi,17,Central African Rep.,CAF,140,2024,Exports,0.29271028867664306,73,6873,204503822.28000003
hhi,18,Kazakhstan,KAZ,398,2024,Exports,0.2845719836144741,3895,6873,81605584036.53003
hhi,19,Cabo Verde,CPV,132,2024,Exports,0.22938054107210562,36,6873,68245098.95
hhi,20,Mauritania,MRT,478,2024,Exports,0.22485536018394747,290,6873,4149547480.407
hhi,21,Benin,BEN,204,2024,Exports,0.2240775342709687,860,6873,1105094844.356
hhi,22,Maldives,MDV,462,2024,Exports,0.22119606330043157,89,6873,92418497.34700002
hhi,23,Uganda,UGA,800,2024,Exports,0.21661495690332178,2636,6873,8039344375.93
hhi,24,Oman,OMN,512,2024,Exports,0.21605713111983327,3519,6873,65132170813.502
hhi,25,Jamaica,JAM,388,2024,Exports,0.1991504464212637,1499,6873,1903859734.0
hhi,26,Armenia,ARM,51,2024,Exports,0.19741654636266337,3041,6873,13070809687.664001
hhi,27,Algeria,DZA,12,2024,Exports,0.19099845059404782,1295,6873,51857390719.05599
hhi,28,Norway,NOR,579,2024,Exports,0.18762717335741488,4369,6873,163003956947.217
hhi,29,Samoa,WSM,882,2024,Exports,0.17688616042464161,847,6873,41065343.625999995
hhi,30,Zimbabwe,ZWE,716,2024,Exports,0.17496823678077575,1335,6873,7422001438.788001
hhi,31,Brunei Darussalam,BRN,96,2024,Exports,0.15557850041430055,1092,6873,11252209657.198002
hhi,32,Kyrgyzstan,KGZ,417,2024,Exports,0.15456260320100837,2014,6873,3685343515.0
hhi,33,Bahamas,BHS,44,2024,Exports,0.15440599391162865,1337,6873,944235435.0
hhi,34,United Rep. of Tanzania,TZA,834,2024,Exports,0.15048582361413065,2633,6873,8702027903.890999
hhi,35,Barbados,BRB,52,2024,Exports,0.1467099723170172,1414,6873,488641831.0
hhi,36,Belize,BLZ,84,2024,Exports,0.14319792272747453,559,6873,282037866.72400004
hhi,37,Gambia,GMB,270,2024,Exports,0.13384256413253662,272,6873,49641899.477
hhi,38,Slovenia,SVN,705,2024,Exports,0.1337771466833652,4736,6873,66482043683.703995
hhi,39,Chile,CHL,152,2024,Exports,0.13077959801133615,3711,6873,98849400484.64398
hhi,40,"China, Macao SAR",MAC,446,2024,Exports,0.13012432832008564,467,6873,959915111.846
hhi,41,Ecuador,ECU,218,2024,Exports,0.1282516261828723,2724,6873,31530010385.667
hhi,42,Paraguay,PRY,600,2024,Exports,0.11662651314712467,1744,6873,10914401725.485
hhi,43,Peru,PER,604,2024,Exports,0.11376550291729103,3681,6873,74053783276.54001
hhi,44,Australia,AUS,36,2024,Exports,0.11302173212565328,4879,6873,332797921577.225
hhi,45,Mozambique,MOZ,508,2024,Exports,0.11160731551189804,1693,6873,8191933249.900001
hhi,46,Trinidad and Tobago,TTO,780,2024,Exports,0.11042577390153716,2838,6873,7858837882.755
hhi,47,Cyprus,CYP,196,2024,Exports,0.10708675894782871,1815,6873,5559056783.4
hhi,48,Fiji,FJI,242,2024,Exports,0.09842308511950411,2008,6873,923874691.2559999
hhi,49,Lesotho,LSO,426,2024,Exports,0.09479055123272867,1638,6873,1004368215.3760002
hhi,50,Côte d'Ivoire,CIV,384,2024,Exports,0.09072206205090992,2640,6873,20548862153.446
hhi,51,Bolivia (Plurinational State of),BOL,68,2024,Exports,0.09054811687803958,1477,6873,9058056656.199999
hhi,52,Colombia,COL,170,2024,Exports,0.09048243938358956,3916,6873,49546391713.549995
hhi,53,Switzerland,CHE,757,2024,Exports,0.08621773237838598,5076,6873,440834767933.728
hhi,54,Bahrain,BHR,48,2024,Exports,0.08222600592367216,3111,6873,12405558616.225
hhi,55,Iceland,ISL,352,2024,Exports,0.0804953793181434,2107,6873,6872368527.741001
hhi,56,Senegal,SEN,686,2024,Exports,0.07387694893188448,2089,6873,6305879310.251001
hhi,57,Malta,MLT,470,2024,Exports,0.0736780805491915,1999,6873,3728337137.952
hhi,58,Namibia,NAM,516,2024,Exports,0.07158036873091353,3243,6873,6533083288.871
hhi,59,Honduras,HND,340,2024,Exports,0.06991614937436336,2409,6873,6970519872.37
hhi,60,Nicaragua,NIC,558,2024,Exports,0.06897455527410101,2066,6873,7521851616.5
hhi,61,Costa Rica,CRI,188,2024,Exports,0.06577866617191602,3178,6873,19880341333.983
hhi,62,Grenada,GRD,308,2024,Exports,0.061669977779100243,671,6873,43127763.067
hhi,63,Antigua and Barbuda,ATG,28,2024,Exports,0.05877615739388391,1034,6873,33361871.437999997
hhi,64,Montenegro,MNE,499,2024,Exports,0.05607071264371641,1797,6873,660673118.52
hhi,65,Madagascar,MDG,450,2024,Exports,0.055982172037330954,1720,6873,2550850031.788
hhi,66,Argentina,ARG,32,2024,Exports,0.05467778680848679,1175,6873,54871851873.14
hhi,67,"China, Hong Kong SAR",HKG,344,2024,Exports,0.05408841036681743,4267,6873,638725748320.286
hhi,68,Brazil,BRA,76,2024,Exports,0.053047998973839564,4683,6873,322480574695.0
hhi,69,Kenya,KEN,404,2024,Exports,0.05179577736898368,3644,6873,8255120905.654999
hhi,70,Uruguay,URY,858,2024,Exports,0.05157834497205403,2026,6873,10248387373.0
hhi,71,North Macedonia,MKD,807,2024,Exports,0.05065551000281978,3209,6873,8413033233.209999
hhi,72,Togo,TGO,768,2024,Exports,0.04824384749363389,949,6873,1372307203.722
hhi,73,Georgia,GEO,268,2024,Exports,0.04755071110251536,2799,6873,6404012465.124
hhi,74,Greece,GRC,300,2024,Exports,0.046648337458498564,4647,6873,51352691923.705
