flow,product_id,source_raw_file,classification_code
Imports,620520,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620530,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620590,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620610,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620620,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620630,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620640,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620690,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620711,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620719,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620721,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620722,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620729,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620791,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620792,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620799,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620811,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620819,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620821,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620822,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620829,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620891,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620892,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620899,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620910,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620920,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620930,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,620990,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621010,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621020,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621040,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621050,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621111,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621112,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621131,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621132,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621133,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621139,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621141,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621142,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621143,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621149,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621210,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621220,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621230,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621290,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621310,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621320,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621390,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621410,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621420,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621430,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621440,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621490,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621520,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621590,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621600,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621710,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,621790,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630110,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630120,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630130,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630140,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630190,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630210,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630221,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630222,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630229,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630231,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630232,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630239,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630240,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630251,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630253,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630259,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630260,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630291,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630293,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630299,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630312,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630319,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630392,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630399,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630411,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630419,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630491,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630492,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630493,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630499,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630510,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630520,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630532,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630533,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630539,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630590,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630611,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630612,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630619,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630622,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630629,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630631,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630699,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630710,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630720,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630790,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630800,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,630900,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,631010,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,631090,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640110,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640191,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640192,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640199,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640212,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640219,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640220,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640230,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640291,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640299,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640319,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640320,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640340,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640351,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640359,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640391,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640399,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640411,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640419,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640420,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640510,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640520,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640590,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640610,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640620,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640691,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,640699,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,650100,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,650300,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,650400,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,650590,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,650610,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,650699,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,650700,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,660110,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,660191,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,660199,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,660200,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,660310,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,660390,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,670100,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,670210,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,670290,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,670490,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680100,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680210,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680221,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680223,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680229,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680291,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680292,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680293,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680299,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680300,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680410,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680421,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680422,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680423,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680430,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680510,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680520,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680530,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680610,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680620,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680690,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680710,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680790,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680800,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680911,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680919,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,680990,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681011,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681019,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681091,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681099,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681110,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681120,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681130,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681190,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681210,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681230,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681250,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681290,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681310,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681390,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681510,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,681599,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690100,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690210,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690220,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690290,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690310,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690320,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690390,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690410,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690490,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690510,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690590,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690600,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690710,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690790,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690810,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690890,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690911,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690912,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690919,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,690990,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,691010,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,691090,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,691110,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,691190,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,691200,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,691310,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,691390,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,691410,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,691490,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700100,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700220,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700231,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700232,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700239,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700312,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700319,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700320,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700330,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700420,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700490,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700510,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700521,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700529,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700530,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700600,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700711,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700719,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700721,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700729,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700800,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700910,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700991,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,700992,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701010,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701020,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701091,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701092,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701093,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701094,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701110,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701190,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701200,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701310,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701321,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701329,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701331,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701339,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701391,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701399,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701400,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701510,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701590,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701610,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701690,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701710,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701720,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701790,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701810,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701820,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701890,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701911,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701912,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701919,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701931,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701932,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701939,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701940,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701959,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,701990,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,702000,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,710490,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,710691,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,710692,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711019,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711290,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711311,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711319,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711320,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711411,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711419,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711420,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711590,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711711,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711719,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711790,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,711810,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720219,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720221,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720229,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720230,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720410,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720421,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720610,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720690,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720711,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720712,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720719,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720720,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720825,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720826,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720827,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720836,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720837,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720838,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720839,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720840,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720851,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720852,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720853,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720854,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720890,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720915,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720916,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720917,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720918,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720925,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720926,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,720990,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721011,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721012,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721020,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721030,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721041,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721049,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721061,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721069,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721070,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721090,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721113,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721114,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721119,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721123,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
Imports,721190,COMTRADE-FINAL-CA0082000H1[2005-01-11].gz,H1
